Experiment	bias spectroscopy	
Saved Date	07.11.2019 11:24:20	
User		
Date		
X (m)	5.00196E-6	
Y (m)	-1.45144E-6	
Z (m)	-102.345E-9	
Z offset (m)	0E+0	
Settling time (s)	200E-6	
Integration time (s)	100E-6	
Z-Ctrl hold	TRUE	
Final Z (m)	N/A	
Start time	07.11.2019 11:23:57	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Bias calc (V)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	OC D1 Amplitude [bwd] (m)	OC M1 Freq. Shift [bwd] (Hz)
-788.23531E-3	78.000731E-9	-51.824078E+0	79.584247E-9	-52.953045E+0
-780.39217E-3	78.010615E-9	-51.233006E+0	79.621763E-9	-51.967613E+0
-772.54903E-3	78.016058E-9	-51.624641E+0	79.658896E-9	-52.346085E+0
-764.70590E-3	78.027895E-9	-51.850475E+0	79.695710E-9	-53.149670E+0
-756.86276E-3	78.040031E-9	-50.244938E+0	79.739984E-9	-52.492760E+0
-749.01962E-3	78.044060E-9	-50.990101E+0	79.785146E-9	-51.825798E+0
-741.17649E-3	78.040159E-9	-51.434563E+0	79.820552E-9	-51.592815E+0
-733.33335E-3	78.047343E-9	-50.778160E+0	79.855212E-9	-51.329006E+0
-725.49021E-3	78.049823E-9	-49.413849E+0	79.883137E-9	-50.980885E+0
-717.64708E-3	78.054484E-9	-50.144535E+0	79.920717E-9	-51.059990E+0
-709.80394E-3	78.051436E-9	-50.459538E+0	79.947974E-9	-50.203838E+0
-701.96080E-3	78.056566E-9	-49.200031E+0	79.983117E-9	-49.917419E+0
-694.11767E-3	78.082522E-9	-48.186901E+0	80.014445E-9	-50.666237E+0
-686.27453E-3	78.097550E-9	-48.609077E+0	80.063899E-9	-50.703869E+0
-678.43139E-3	78.124550E-9	-48.385479E+0	80.095610E-9	-49.919594E+0
-670.58825E-3	78.137447E-9	-47.705719E+0	80.135649E-9	-49.077911E+0
-662.74512E-3	78.152738E-9	-48.783073E+0	80.176356E-9	-49.408108E+0
-654.90198E-3	78.159900E-9	-48.199112E+0	80.213894E-9	-49.362701E+0
-647.05884E-3	78.159630E-9	-47.585098E+0	80.234585E-9	-47.951504E+0
-639.21571E-3	78.164447E-9	-47.416241E+0	80.263561E-9	-48.090446E+0
-631.37257E-3	78.182360E-9	-47.400051E+0	80.287094E-9	-48.336670E+0
-623.52937E-3	78.201523E-9	-46.788315E+0	80.306428E-9	-47.982204E+0
-615.68624E-3	78.219173E-9	-45.625507E+0	80.328007E-9	-47.130417E+0
-607.84310E-3	78.236503E-9	-46.395863E+0	80.344989E-9	-47.296947E+0
-599.99996E-3	78.257088E-9	-46.499718E+0	80.370576E-9	-47.171051E+0
-592.15683E-3	78.277488E-9	-45.386299E+0	80.394422E-9	-46.594654E+0
-584.31369E-3	78.303373E-9	-45.334038E+0	80.412043E-9	-46.594048E+0
-576.47055E-3	78.327638E-9	-45.967403E+0	80.428002E-9	-46.636768E+0
-568.62742E-3	78.347590E-9	-45.413975E+0	80.441879E-9	-46.103016E+0
-560.78428E-3	78.369517E-9	-44.615307E+0	80.455585E-9	-45.170502E+0
-552.94114E-3	78.394947E-9	-44.513851E+0	80.465220E-9	-45.220905E+0
-545.09801E-3	78.428677E-9	-44.732319E+0	80.462698E-9	-45.243698E+0
-537.25487E-3	78.445645E-9	-44.441891E+0	80.470400E-9	-44.406055E+0
-529.41173E-3	78.461369E-9	-44.370140E+0	80.475296E-9	-44.412510E+0
-521.56860E-3	78.481854E-9	-44.148628E+0	80.492171E-9	-44.952579E+0
-513.72546E-3	78.506389E-9	-43.303841E+0	80.496093E-9	-44.700775E+0
-505.88232E-3	78.525517E-9	-43.148891E+0	80.504130E-9	-43.896530E+0
-498.03919E-3	78.545398E-9	-43.431805E+0	80.520920E-9	-43.951187E+0
-490.19605E-3	78.566124E-9	-43.721020E+0	80.527720E-9	-43.649307E+0
-482.35291E-3	78.591114E-9	-42.247818E+0	80.529404E-9	-43.451630E+0
-474.50978E-3	78.609695E-9	-42.403919E+0	80.531990E-9	-43.207283E+0
-466.66664E-3	78.643041E-9	-42.748150E+0	80.545220E-9	-43.201015E+0
-458.82350E-3	78.667775E-9	-42.711929E+0	80.546918E-9	-42.650940E+0
-450.98037E-3	78.696758E-9	-41.254318E+0	80.547231E-9	-42.530613E+0
-443.13723E-3	78.731162E-9	-41.718159E+0	80.552368E-9	-42.599995E+0
-435.29409E-3	78.758205E-9	-41.821312E+0	80.558962E-9	-42.610477E+0
-427.45095E-3	78.780822E-9	-41.733150E+0	80.563275E-9	-41.650024E+0
-419.60782E-3	78.804682E-9	-41.159267E+0	80.570480E-9	-41.549175E+0
-411.76468E-3	78.837353E-9	-41.206635E+0	80.569670E-9	-42.208210E+0
-403.92154E-3	78.855344E-9	-41.294312E+0	80.584037E-9	-41.636288E+0
-396.07841E-3	78.875424E-9	-40.300327E+0	80.591569E-9	-41.164200E+0
-388.23527E-3	78.895035E-9	-40.936115E+0	80.595001E-9	-41.192783E+0
-380.39213E-3	78.920969E-9	-40.716938E+0	80.595292E-9	-41.589661E+0
-372.54900E-3	78.944119E-9	-40.102524E+0	80.596003E-9	-40.932541E+0
-364.70586E-3	78.960191E-9	-39.823772E+0	80.590411E-9	-40.378353E+0
-356.86272E-3	78.983383E-9	-40.592674E+0	80.599932E-9	-40.728649E+0
-349.01959E-3	78.995761E-9	-40.090233E+0	80.594432E-9	-40.718323E+0
-341.17645E-3	79.025881E-9	-39.007988E+0	80.590880E-9	-40.253880E+0
-333.33331E-3	79.047624E-9	-39.682690E+0	80.580662E-9	-39.991749E+0
-325.49018E-3	79.068066E-9	-40.248848E+0	80.579497E-9	-39.975368E+0
-317.64704E-3	79.092104E-9	-39.331638E+0	80.566629E-9	-38.995430E+0
-309.80390E-3	79.121058E-9	-38.378422E+0	80.556134E-9	-39.906616E+0
-301.96077E-3	79.145693E-9	-39.052639E+0	80.559417E-9	-40.198227E+0
-294.11763E-3	79.166988E-9	-38.970161E+0	80.567432E-9	-39.808399E+0
-286.27449E-3	79.186535E-9	-38.963055E+0	80.570842E-9	-39.286991E+0
-278.43136E-3	79.216825E-9	-37.974838E+0	80.575191E-9	-39.194633E+0
-270.58822E-3	79.239811E-9	-38.637978E+0	80.583163E-9	-39.457367E+0
-262.74508E-3	79.261795E-9	-37.871990E+0	80.586958E-9	-39.013874E+0
-254.90195E-3	79.284426E-9	-38.007317E+0	80.572590E-9	-38.122368E+0
-247.05875E-3	79.305480E-9	-38.332012E+0	80.579504E-9	-38.625381E+0
-239.21561E-3	79.325559E-9	-38.241562E+0	80.579341E-9	-38.651520E+0
-231.37248E-3	79.336637E-9	-37.078678E+0	80.577472E-9	-38.269318E+0
-223.52934E-3	79.357044E-9	-37.139126E+0	80.583220E-9	-38.063431E+0
-215.68620E-3	79.380854E-9	-38.096214E+0	80.594049E-9	-38.388012E+0
-207.84307E-3	79.394155E-9	-37.511326E+0	80.607343E-9	-38.568951E+0
-199.99993E-3	79.414562E-9	-36.765579E+0	80.614008E-9	-37.436047E+0
-192.15679E-3	79.436461E-9	-37.202946E+0	80.608167E-9	-37.292271E+0
-184.31365E-3	79.451304E-9	-37.542267E+0	80.606405E-9	-37.611935E+0
-176.47052E-3	79.473317E-9	-37.038330E+0	80.602675E-9	-36.682785E+0
-168.62738E-3	79.490377E-9	-36.760708E+0	80.596600E-9	-37.068207E+0
-160.78424E-3	79.511757E-9	-36.626793E+0	80.598596E-9	-37.404350E+0
-152.94111E-3	79.539724E-9	-36.268513E+0	80.598312E-9	-36.699390E+0
-145.09797E-3	79.570647E-9	-36.112930E+0	80.605389E-9	-36.384315E+0
-137.25483E-3	79.593114E-9	-36.168846E+0	80.604174E-9	-36.556488E+0
-129.41170E-3	79.617955E-9	-36.648830E+0	80.599094E-9	-37.228947E+0
-121.56856E-3	79.641751E-9	-35.919617E+0	80.605695E-9	-36.748901E+0
-113.72542E-3	79.654690E-9	-35.953003E+0	80.608807E-9	-35.934860E+0
-105.88229E-3	79.674166E-9	-36.422401E+0	80.607293E-9	-36.317753E+0
-98.039150E-3	79.692157E-9	-36.055325E+0	80.605673E-9	-36.638767E+0
-90.196013E-3	79.711569E-9	-35.107769E+0	80.611230E-9	-36.157276E+0
-82.352877E-3	79.720451E-9	-35.463715E+0	80.626037E-9	-35.931305E+0
-74.509740E-3	79.748567E-9	-35.867874E+0	80.632553E-9	-35.853294E+0
-66.666603E-3	79.778012E-9	-34.665051E+0	80.631871E-9	-35.885902E+0
-58.823466E-3	79.811421E-9	-33.886333E+0	80.636866E-9	-35.782436E+0
-50.980330E-3	79.838379E-9	-34.829399E+0	80.644803E-9	-35.966759E+0
-43.137193E-3	79.871661E-9	-35.275078E+0	80.650352E-9	-36.083755E+0
-35.294056E-3	79.895322E-9	-34.494637E+0	80.658033E-9	-34.952034E+0
-27.450919E-3	79.916852E-9	-34.421871E+0	80.650480E-9	-35.466072E+0
-19.607782E-3	79.940008E-9	-34.569424E+0	80.656612E-9	-35.627319E+0
-11.764646E-3	79.961268E-9	-34.848965E+0	80.657358E-9	-35.119724E+0
-3.9215088E-3	79.981625E-9	-34.141907E+0	80.654893E-9	-34.061646E+0
3.9216280E-3	80.003225E-9	-34.503288E+0	80.650281E-9	-34.711227E+0
11.764765E-3	80.030773E-9	-34.172291E+0	80.647254E-9	-35.039673E+0
19.607902E-3	80.061930E-9	-33.211563E+0	80.637776E-9	-34.297005E+0
27.451038E-3	80.084163E-9	-33.551136E+0	80.629277E-9	-34.339607E+0
35.294175E-3	80.113871E-9	-34.207985E+0	80.643687E-9	-35.499512E+0
43.137312E-3	80.141675E-9	-33.696186E+0	80.664016E-9	-35.370914E+0
50.980449E-3	80.171532E-9	-32.838505E+0	80.680223E-9	-34.782902E+0
58.823586E-3	80.193260E-9	-33.743706E+0	80.687933E-9	-34.699192E+0
66.666722E-3	80.217276E-9	-33.817417E+0	80.697767E-9	-34.265202E+0
74.509859E-3	80.235395E-9	-33.473438E+0	80.707210E-9	-34.411987E+0
82.352996E-3	80.258260E-9	-32.696648E+0	80.721598E-9	-34.024128E+0
90.196133E-3	80.284906E-9	-33.183048E+0	80.729471E-9	-34.381306E+0
98.039269E-3	80.307444E-9	-33.025928E+0	80.732612E-9	-34.098282E+0
105.88241E-3	80.325151E-9	-32.573421E+0	80.749459E-9	-33.685902E+0
113.72554E-3	80.358049E-9	-32.133137E+0	80.759236E-9	-34.062977E+0
121.56868E-3	80.400604E-9	-32.516495E+0	80.764458E-9	-34.521820E+0
129.41182E-3	80.430596E-9	-32.545654E+0	80.783728E-9	-34.096123E+0
137.25495E-3	80.456850E-9	-32.038403E+0	80.802600E-9	-33.529831E+0
145.09809E-3	80.482351E-9	-32.608650E+0	80.816804E-9	-34.293255E+0
152.94123E-3	80.514454E-9	-32.100967E+0	80.821188E-9	-34.174175E+0
160.78436E-3	80.542016E-9	-31.616037E+0	80.827640E-9	-33.454075E+0
168.62750E-3	80.565137E-9	-31.911673E+0	80.845211E-9	-33.166058E+0
176.47064E-3	80.603066E-9	-32.657330E+0	80.852345E-9	-33.724407E+0
184.31377E-3	80.627622E-9	-31.766975E+0	80.855536E-9	-33.881729E+0
192.15691E-3	80.645485E-9	-31.569731E+0	80.859962E-9	-33.067295E+0
200.00005E-3	80.661636E-9	-32.414299E+0	80.867096E-9	-33.378300E+0
207.84318E-3	80.672123E-9	-32.897446E+0	80.879040E-9	-33.029091E+0
215.68632E-3	80.689141E-9	-31.839127E+0	80.879985E-9	-32.801254E+0
223.52946E-3	80.701540E-9	-31.363771E+0	80.887368E-9	-32.856705E+0
231.37259E-3	80.722934E-9	-31.899811E+0	80.894281E-9	-33.001099E+0
239.21573E-3	80.741756E-9	-32.066723E+0	80.893344E-9	-32.473701E+0
247.05887E-3	80.751256E-9	-31.797136E+0	80.899007E-9	-32.025753E+0
254.90201E-3	80.762987E-9	-31.643356E+0	80.892505E-9	-32.650616E+0
262.74514E-3	80.779422E-9	-32.408852E+0	80.894850E-9	-33.222294E+0
270.58828E-3	80.784943E-9	-31.812780E+0	80.903789E-9	-32.191624E+0
278.43142E-3	80.791310E-9	-32.229416E+0	80.893201E-9	-31.559620E+0
286.27455E-3	80.800007E-9	-32.956791E+0	80.888000E-9	-32.654907E+0
294.11769E-3	80.804945E-9	-32.487228E+0	80.891063E-9	-33.258083E+0
301.96083E-3	80.796845E-9	-31.744469E+0	80.895695E-9	-32.100777E+0
309.80396E-3	80.805414E-9	-31.867720E+0	80.897479E-9	-31.919083E+0
317.64710E-3	80.813273E-9	-32.773079E+0	80.892889E-9	-32.427315E+0
325.49024E-3	80.820683E-9	-31.898338E+0	80.891205E-9	-32.083614E+0
333.33337E-3	80.830041E-9	-31.555542E+0	80.886167E-9	-32.148876E+0
341.17651E-3	80.840408E-9	-31.668165E+0	80.889272E-9	-31.840523E+0
349.01965E-3	80.859373E-9	-32.209549E+0	80.886942E-9	-32.413368E+0
356.86278E-3	80.864794E-9	-31.502851E+0	80.886871E-9	-31.845150E+0
364.70592E-3	80.880532E-9	-31.360050E+0	80.883119E-9	-32.067688E+0
372.54906E-3	80.898417E-9	-31.909853E+0	80.877399E-9	-32.498947E+0
380.39219E-3	80.904741E-9	-32.273624E+0	80.882522E-9	-32.129196E+0
388.23533E-3	80.911164E-9	-32.016708E+0	80.894985E-9	-31.853306E+0
396.07847E-3	80.915044E-9	-31.949060E+0	80.890416E-9	-31.927448E+0
403.92160E-3	80.928551E-9	-31.765001E+0	80.888498E-9	-32.127148E+0
411.76474E-3	80.941234E-9	-31.678596E+0	80.887823E-9	-31.082954E+0
419.60788E-3	80.942200E-9	-31.563267E+0	80.885506E-9	-31.002151E+0
427.45101E-3	80.951153E-9	-31.891098E+0	80.881236E-9	-32.157566E+0
435.29415E-3	80.961129E-9	-31.439411E+0	80.870656E-9	-32.004330E+0
443.13729E-3	80.971716E-9	-30.773712E+0	80.865753E-9	-31.860781E+0
450.98042E-3	80.976164E-9	-32.095116E+0	80.865149E-9	-31.531269E+0
458.82356E-3	80.979248E-9	-32.203175E+0	80.863913E-9	-31.887852E+0
466.66670E-3	80.988109E-9	-31.470079E+0	80.855152E-9	-31.609152E+0
474.50984E-3	80.990972E-9	-31.087757E+0	80.845602E-9	-31.358084E+0
482.35297E-3	80.996529E-9	-31.811592E+0	80.847400E-9	-31.590141E+0
490.19611E-3	81.002256E-9	-31.979149E+0	80.845524E-9	-31.990511E+0
498.03925E-3	81.017618E-9	-31.158871E+0	80.847492E-9	-31.398560E+0
505.88250E-3	81.024140E-9	-30.893597E+0	80.850612E-9	-32.247719E+0
513.72564E-3	81.034429E-9	-31.595051E+0	80.857369E-9	-32.442852E+0
521.56878E-3	81.032070E-9	-31.789234E+0	80.866357E-9	-31.723341E+0
529.41191E-3	81.039531E-9	-31.415445E+0	80.869597E-9	-31.409855E+0
537.25505E-3	81.044234E-9	-31.711382E+0	80.872582E-9	-31.821943E+0
545.09819E-3	81.054111E-9	-31.110361E+0	80.872688E-9	-32.179642E+0
552.94132E-3	81.071924E-9	-30.643513E+0	80.872383E-9	-30.759335E+0
560.78446E-3	81.087450E-9	-30.958551E+0	80.863572E-9	-30.803972E+0
568.62760E-3	81.099259E-9	-32.041290E+0	80.858491E-9	-31.621361E+0
576.47073E-3	81.111232E-9	-31.620623E+0	80.857909E-9	-31.827330E+0
584.31387E-3	81.113548E-9	-30.829882E+0	80.863543E-9	-31.401760E+0
592.15701E-3	81.121094E-9	-31.762373E+0	80.864780E-9	-31.596920E+0
600.00014E-3	81.128114E-9	-31.932634E+0	80.861902E-9	-31.988340E+0
607.84328E-3	81.119879E-9	-31.440346E+0	80.870208E-9	-31.905998E+0
615.68642E-3	81.121179E-9	-31.195807E+0	80.865775E-9	-31.443344E+0
623.52955E-3	81.122018E-9	-31.812414E+0	80.862840E-9	-31.519423E+0
631.37269E-3	81.124618E-9	-32.075397E+0	80.854214E-9	-31.416075E+0
639.21583E-3	81.126224E-9	-31.598719E+0	80.848068E-9	-30.950525E+0
647.05896E-3	81.121634E-9	-31.811331E+0	80.841374E-9	-31.645430E+0
654.90210E-3	81.119161E-9	-31.939684E+0	80.841595E-9	-32.515621E+0
662.74524E-3	81.135489E-9	-31.366076E+0	80.851258E-9	-32.311592E+0
670.58837E-3	81.130551E-9	-31.606104E+0	80.856800E-9	-32.157078E+0
678.43151E-3	81.130658E-9	-32.115036E+0	80.870635E-9	-32.841106E+0
686.27465E-3	81.123098E-9	-32.321655E+0	80.881364E-9	-32.979591E+0
694.11778E-3	81.111665E-9	-32.000408E+0	80.893166E-9	-32.037045E+0
701.96092E-3	81.101852E-9	-32.505047E+0	80.894701E-9	-31.878344E+0
709.80406E-3	81.094747E-9	-32.986229E+0	80.902474E-9	-32.308304E+0
717.64719E-3	81.094264E-9	-32.195862E+0	80.899426E-9	-32.267754E+0
725.49033E-3	81.084870E-9	-31.859726E+0	80.888249E-9	-31.905149E+0
733.33347E-3	81.076735E-9	-33.181904E+0	80.884348E-9	-32.133884E+0
741.17661E-3	81.060236E-9	-33.466038E+0	80.880028E-9	-32.522087E+0
749.01974E-3	81.050359E-9	-32.838310E+0	80.880547E-9	-31.985216E+0
756.86288E-3	81.036028E-9	-31.987526E+0	80.872987E-9	-32.097015E+0
764.70602E-3	81.025838E-9	-32.983040E+0	80.865853E-9	-32.765305E+0
772.54915E-3	81.017511E-9	-32.569935E+0	80.862883E-9	-32.378712E+0
780.39229E-3	81.022172E-9	-32.487003E+0	80.861476E-9	-32.021961E+0
788.23543E-3	81.006213E-9	-32.663620E+0	80.867814E-9	-32.422947E+0
796.07856E-3	81.001275E-9	-32.711056E+0	80.866009E-9	-33.017284E+0
803.92170E-3	81.000948E-9	-32.506996E+0	80.861383E-9	-32.365505E+0
811.76484E-3	80.993637E-9	-32.987968E+0	80.851400E-9	-31.686495E+0
819.60797E-3	80.999094E-9	-33.196316E+0	80.840699E-9	-32.677879E+0
827.45111E-3	80.997211E-9	-32.888916E+0	80.832720E-9	-32.734882E+0
835.29425E-3	80.986510E-9	-32.810307E+0	80.826766E-9	-32.034409E+0
843.13738E-3	80.973244E-9	-33.498978E+0	80.814281E-9	-32.009548E+0
850.98052E-3	80.968029E-9	-34.307697E+0	80.808839E-9	-33.108051E+0
858.82366E-3	80.952795E-9	-33.257732E+0	80.809265E-9	-33.051941E+0
866.66679E-3	80.939458E-9	-33.289280E+0	80.803886E-9	-32.914425E+0
874.50993E-3	80.933169E-9	-33.641068E+0	80.798614E-9	-32.759506E+0
882.35307E-3	80.929006E-9	-34.189877E+0	80.796383E-9	-32.776047E+0
890.19620E-3	80.924337E-9	-32.967186E+0	80.791260E-9	-32.935589E+0
898.03934E-3	80.920408E-9	-33.454758E+0	80.789761E-9	-33.454243E+0
905.88248E-3	80.918547E-9	-33.867771E+0	80.796511E-9	-33.714134E+0
913.72561E-3	80.914305E-9	-33.879047E+0	80.792368E-9	-33.129982E+0
921.56875E-3	80.903277E-9	-33.635239E+0	80.793072E-9	-33.369781E+0
929.41189E-3	80.894360E-9	-33.627800E+0	80.797285E-9	-34.022591E+0
937.25502E-3	80.890210E-9	-33.926025E+0	80.804504E-9	-33.960735E+0
945.09816E-3	80.890459E-9	-33.526958E+0	80.804440E-9	-33.253075E+0
952.94130E-3	80.893685E-9	-34.505653E+0	80.798415E-9	-33.491375E+0
960.78444E-3	80.889606E-9	-34.450859E+0	80.808377E-9	-34.516079E+0
968.62757E-3	80.884270E-9	-34.114452E+0	80.820513E-9	-34.984756E+0
976.47071E-3	80.869256E-9	-33.739170E+0	80.834695E-9	-34.703468E+0
984.31385E-3	80.860111E-9	-34.837673E+0	80.839023E-9	-34.151203E+0
992.15698E-3	80.854058E-9	-35.046169E+0	80.843634E-9	-35.051422E+0
1.0000000E+0	80.847840E-9	-34.177898E+0	80.849951E-9	-34.480690E+0
