Experiment	bias spectroscopy	
Saved Date	07.11.2019 10:33:29	
User		
Date		
X (m)	5.06156E-6	
Y (m)	-1.36687E-6	
Z (m)	-59.6553E-9	
Z offset (m)	0E+0	
Settling time (s)	200E-6	
Integration time (s)	100E-6	
Z-Ctrl hold	TRUE	
Final Z (m)	N/A	
Start time	07.11.2019 10:32:54	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Bias calc (V)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	OC D1 Amplitude [bwd] (m)	OC M1 Freq. Shift [bwd] (Hz)
647.05896E-3	41.415944E-9	-35.703979E+0	41.464386E-9	-34.753632E+0
654.90210E-3	41.415561E-9	-35.820911E+0	41.457376E-9	-35.560829E+0
662.74524E-3	41.413070E-9	-35.558304E+0	41.447350E-9	-35.577919E+0
670.58837E-3	41.413589E-9	-34.981838E+0	41.442139E-9	-34.215839E+0
678.43151E-3	41.410683E-9	-35.503868E+0	41.435623E-9	-34.947254E+0
686.27465E-3	41.414804E-9	-35.112667E+0	41.430493E-9	-35.247314E+0
694.11778E-3	41.420908E-9	-34.547745E+0	41.424791E-9	-34.994972E+0
701.96092E-3	41.415039E-9	-35.651264E+0	41.420012E-9	-34.854435E+0
709.80406E-3	41.413905E-9	-35.934551E+0	41.416552E-9	-35.717594E+0
717.64719E-3	41.414719E-9	-35.400932E+0	41.420190E-9	-35.870300E+0
725.49033E-3	41.422904E-9	-33.925659E+0	41.406995E-9	-34.606140E+0
733.33347E-3	41.425359E-9	-35.211460E+0	41.402028E-9	-35.919853E+0
741.17661E-3	41.427263E-9	-36.222126E+0	41.407098E-9	-36.118450E+0
749.01974E-3	41.431736E-9	-35.230560E+0	41.401627E-9	-35.235634E+0
756.86288E-3	41.429022E-9	-35.039726E+0	41.391477E-9	-35.490696E+0
764.70602E-3	41.422627E-9	-36.315296E+0	41.384581E-9	-36.054520E+0
772.54915E-3	41.420748E-9	-35.777252E+0	41.391697E-9	-36.308159E+0
780.39229E-3	41.418737E-9	-35.655258E+0	41.388923E-9	-35.016247E+0
788.23543E-3	41.422020E-9	-35.613819E+0	41.388564E-9	-35.861809E+0
796.07856E-3	41.417042E-9	-36.371742E+0	41.383799E-9	-37.154991E+0
803.92170E-3	41.418826E-9	-35.323967E+0	41.392781E-9	-36.156727E+0
811.76484E-3	41.427302E-9	-35.041431E+0	41.393683E-9	-36.167938E+0
819.60797E-3	41.435090E-9	-36.066330E+0	41.394156E-9	-36.968365E+0
827.45111E-3	41.431758E-9	-36.022198E+0	41.396646E-9	-37.392899E+0
835.29425E-3	41.428684E-9	-35.990215E+0	41.403116E-9	-37.179680E+0
843.13738E-3	41.430656E-9	-36.281212E+0	41.409486E-9	-36.706646E+0
850.98052E-3	41.436472E-9	-36.274582E+0	41.406398E-9	-37.189407E+0
858.82366E-3	41.440245E-9	-36.221149E+0	41.404771E-9	-37.013386E+0
866.66679E-3	41.441254E-9	-36.070980E+0	41.407244E-9	-36.296886E+0
874.50993E-3	41.444999E-9	-37.212536E+0	41.402526E-9	-36.738064E+0
882.35307E-3	41.445418E-9	-37.267273E+0	41.395285E-9	-36.965256E+0
890.19620E-3	41.441510E-9	-36.628868E+0	41.389736E-9	-36.892067E+0
898.03934E-3	41.439339E-9	-36.925846E+0	41.392124E-9	-37.136166E+0
905.88248E-3	41.440916E-9	-36.879608E+0	41.386720E-9	-38.046143E+0
913.72561E-3	41.446729E-9	-36.653835E+0	41.387963E-9	-37.373276E+0
921.56875E-3	41.455664E-9	-36.398224E+0	41.391910E-9	-36.666355E+0
929.41189E-3	41.455333E-9	-36.701477E+0	41.398842E-9	-37.742954E+0
937.25502E-3	41.461831E-9	-37.920353E+0	41.410367E-9	-38.642494E+0
945.09816E-3	41.456037E-9	-37.161888E+0	41.411987E-9	-37.708820E+0
952.94130E-3	41.451830E-9	-37.429127E+0	41.413429E-9	-37.367577E+0
960.78444E-3	41.452445E-9	-37.818798E+0	41.415070E-9	-38.178207E+0
968.62757E-3	41.454314E-9	-38.325699E+0	41.420581E-9	-38.486679E+0
976.47071E-3	41.450448E-9	-37.505550E+0	41.421533E-9	-37.999901E+0
984.31385E-3	41.445968E-9	-37.829350E+0	41.426691E-9	-38.253418E+0
992.15698E-3	41.443091E-9	-38.651539E+0	41.437737E-9	-38.703190E+0
1.0000000E+0	41.443037E-9	-38.060989E+0	41.435747E-9	-37.922894E+0
