Experiment	bias spectroscopy	
Saved Date	07.11.2019 10:42:10	
User		
Date		
X (m)	5.00662E-6	
Y (m)	-1.38228E-6	
Z (m)	-88.7103E-9	
Z offset (m)	0E+0	
Settling time (s)	200E-6	
Integration time (s)	100E-6	
Z-Ctrl hold	TRUE	
Final Z (m)	N/A	
Start time	07.11.2019 10:41:45	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Bias calc (V)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	OC D1 Amplitude [bwd] (m)	OC M1 Freq. Shift [bwd] (Hz)
-1.0000000E+0	38.253969E-9	-75.853294E+0	38.411279E-9	-77.215485E+0
-992.15686E-3	38.228620E-9	-75.791283E+0	38.454026E-9	-77.832008E+0
-984.31373E-3	38.221046E-9	-74.116402E+0	38.496712E-9	-76.656570E+0
-976.47059E-3	38.209723E-9	-74.273071E+0	38.535322E-9	-76.461983E+0
-968.62745E-3	38.190390E-9	-75.969101E+0	38.577706E-9	-75.166466E+0
-960.78432E-3	38.166640E-9	-74.907997E+0	38.603115E-9	-73.134613E+0
-952.94118E-3	38.140570E-9	-74.057838E+0	38.612093E-9	-72.488998E+0
-945.09804E-3	38.127606E-9	-73.188721E+0	38.623892E-9	-72.604645E+0
-937.25491E-3	38.117289E-9	-72.470749E+0	38.643368E-9	-72.284424E+0
-929.41177E-3	38.114138E-9	-71.327599E+0	38.664172E-9	-72.101585E+0
-921.56863E-3	38.108283E-9	-70.951233E+0	38.689560E-9	-73.082703E+0
-913.72550E-3	38.106723E-9	-70.858452E+0	38.715296E-9	-72.170334E+0
-905.88236E-3	38.107533E-9	-70.546089E+0	38.742030E-9	-71.667969E+0
-898.03922E-3	38.107778E-9	-69.873459E+0	38.769620E-9	-71.395294E+0
-890.19608E-3	38.113438E-9	-69.385460E+0	38.797896E-9	-71.462547E+0
-882.35295E-3	38.120632E-9	-68.516838E+0	38.831793E-9	-70.764885E+0
-874.50981E-3	38.128245E-9	-67.972816E+0	38.852441E-9	-69.171494E+0
-866.66667E-3	38.136481E-9	-67.781006E+0	38.861359E-9	-68.985367E+0
-858.82354E-3	38.144023E-9	-68.251617E+0	38.871939E-9	-69.069023E+0
-850.98040E-3	38.162263E-9	-66.332626E+0	38.889372E-9	-67.620506E+0
-843.13726E-3	38.174591E-9	-66.398155E+0	38.908762E-9	-68.121910E+0
-835.29413E-3	38.194582E-9	-66.698425E+0	38.920263E-9	-68.225464E+0
-827.45099E-3	38.207610E-9	-65.922951E+0	38.947160E-9	-66.902390E+0
-819.60785E-3	38.218822E-9	-65.093353E+0	38.970164E-9	-67.023018E+0
-811.76472E-3	38.227682E-9	-65.503426E+0	38.989931E-9	-67.354645E+0
-803.92158E-3	38.240636E-9	-65.100456E+0	39.018953E-9	-66.655449E+0
-796.07844E-3	38.251901E-9	-65.362251E+0	39.041780E-9	-66.272697E+0
-788.23531E-3	38.260826E-9	-64.402596E+0	39.071445E-9	-65.889404E+0
-780.39217E-3	38.267121E-9	-64.338013E+0	39.090978E-9	-66.662903E+0
-772.54903E-3	38.283357E-9	-63.667160E+0	39.122803E-9	-65.690292E+0
-764.70590E-3	38.302609E-9	-62.947903E+0	39.153466E-9	-64.986832E+0
