Experiment	Z spectroscopy	
Saved Date	07.11.2019 11:25:53	
User		
X (m)	5.00196E-6	
Y (m)	-1.45144E-6	
Z (m)	-107.477E-9	
Z offset (m)	10E-9	
Z sweep distance (m)	30E-9	
Settling time (s)	200E-6	
Integration time (s)	100E-6	
Final Z (m)	N/A	
Start time	07.11.2019 11:25:46	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Z rel (m)	Vert. Deflection (V)	OC D1 Phase (deg)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	Vert. Deflection [bwd] (V)	OC D1 Phase [bwd] (deg)	OC D1 Amplitude [bwd] (m)	OC M1 Freq. Shift [bwd] (Hz)
8.7058822E-9	71.138509E-3	63.800633E-3	42.186276E-9	-27.275507E+0	326.56404E-3	19.322964E+0	976.95596E-12	-63.544308E+0
8.5882350E-9	70.187889E-3	15.618428E-3	42.234216E-9	-26.560034E+0	2.6338637E+0	2.8144379E+0	44.669490E-12	-175.99083E+0
8.4705878E-9	71.077980E-3	51.050324E-3	42.343579E-9	-24.343214E+0	3.3979533E+0	69.051170E+0	21.988683E-12	-134.20239E+0
8.3529414E-9	70.516460E-3	31.833425E-3	42.379721E-9	-29.209965E+0	3.4151835E+0	-78.043106E+0	14.753351E-12	-163.34714E+0
8.2352942E-9	70.575461E-3	43.076321E-3	42.466763E-9	-26.032917E+0	3.4060888E+0	28.079851E+0	15.657978E-12	-144.62479E+0
8.1176470E-9	70.183307E-3	22.203822E-3	42.494094E-9	-25.752914E+0	3.3886790E+0	-36.437176E+0	24.141977E-12	-154.12105E+0
7.9999998E-9	70.932515E-3	37.347451E-3	42.541469E-9	-29.523821E+0	3.3800874E+0	43.141232E+0	14.816022E-12	-128.95679E+0
7.8823525E-9	71.755476E-3	20.112110E-3	42.590710E-9	-24.685194E+0	3.3762197E+0	-74.719200E+0	32.156552E-12	-260.17191E+0
7.7647062E-9	71.748860E-3	48.822250E-3	42.666535E-9	-27.285446E+0	3.3520758E+0	3.1169231E+0	24.929527E-12	-202.51768E+0
7.6470590E-9	70.950314E-3	3.4274219E-3	42.736346E-9	-29.334084E+0	3.3195872E+0	-116.74249E+0	8.9819836E-12	-173.29282E+0
7.5294118E-9	72.587073E-3	61.726853E-3	42.778584E-9	-24.719507E+0	3.3079431E+0	54.831593E+0	16.231606E-12	-135.32463E+0
7.4117645E-9	71.041360E-3	-21.363145E-3	42.835495E-9	-28.663511E+0	3.2946527E+0	-18.920183E+0	20.930648E-12	-194.07257E+0
7.2941173E-9	71.622722E-3	51.155210E-3	42.921904E-9	-26.923182E+0	3.2658000E+0	76.272026E+0	14.885041E-12	-117.76691E+0
7.1764705E-9	71.952313E-3	16.661923E-3	42.924999E-9	-22.714794E+0	3.2413819E+0	9.0300570E+0	22.451482E-12	-134.90756E+0
7.0588237E-9	72.418720E-3	12.521277E-3	42.996437E-9	-29.062584E+0	3.2356985E+0	14.570783E+0	14.289497E-12	-116.15794E+0
6.9411765E-9	71.651205E-3	11.706881E-3	42.988244E-9	-28.468611E+0	3.2070649E+0	-75.026222E+0	28.895181E-12	-205.95010E+0
6.8235293E-9	71.775310E-3	7.1697012E-3	43.050477E-9	-26.518343E+0	3.1726129E+0	-12.771063E+0	27.687314E-12	-186.18358E+0
6.7058821E-9	71.211241E-3	7.0675905E-3	43.104482E-9	-27.472294E+0	3.1546509E+0	-23.764030E+0	15.818969E-12	-189.74026E+0
6.5882353E-9	71.733601E-3	26.846819E-3	43.135422E-9	-26.990288E+0	3.1290665E+0	-56.215481E+0	3.8753844E-12	-161.35966E+0
6.4705881E-9	71.892291E-3	4.0593203E-3	43.197879E-9	-25.578733E+0	3.1031287E+0	-32.357155E+0	17.785967E-12	-142.69498E+0
6.3529413E-9	71.861781E-3	22.414794E-3	43.203851E-9	-31.800392E+0	3.0919113E+0	70.280197E+0	15.905438E-12	-118.18642E+0
6.2352941E-9	71.844988E-3	86.572640E-6	43.314504E-9	-27.280794E+0	3.0701303E+0	-16.543856E+0	14.877374E-12	-151.24614E+0
6.1176468E-9	72.442114E-3	41.644808E-3	43.299817E-9	-24.712852E+0	3.0329778E+0	-35.996017E+0	17.140785E-12	-119.02859E+0
6.0000001E-9	72.362773E-3	-11.362408E-3	43.330427E-9	-30.760946E+0	3.0117295E+0	-137.77255E+0	23.223035E-12	-175.75948E+0
5.8823528E-9	71.665443E-3	22.013318E-3	43.376964E-9	-26.159105E+0	3.0050490E+0	92.366905E+0	7.5290295E-12	-132.19304E+0
5.7647060E-9	72.551981E-3	7.5889835E-3	43.389779E-9	-27.685471E+0	2.9772823E+0	-65.221825E+0	19.585051E-12	-130.81316E+0
5.6470588E-9	71.868896E-3	-10.173701E-3	43.418900E-9	-30.770149E+0	2.9475920E+0	20.228388E+0	15.012587E-12	-115.52203E+0
5.5294116E-9	73.106892E-3	31.953949E-3	43.466411E-9	-24.440039E+0	2.9346695E+0	45.186707E+0	12.929046E-12	-103.02399E+0
5.4117648E-9	73.240660E-3	-16.603701E-3	43.492033E-9	-26.825089E+0	2.9168105E+0	-50.520496E+0	25.635738E-12	-115.66168E+0
5.2941176E-9	72.359718E-3	11.209325E-3	43.515843E-9	-29.325466E+0	2.8876276E+0	3.4583771E+0	28.668977E-12	-123.92720E+0
5.1764704E-9	72.643533E-3	6.6459486E-3	43.529621E-9	-24.195259E+0	2.8598790E+0	-59.113358E+0	16.972264E-12	-135.40402E+0
5.0588236E-9	71.791075E-3	1.6620373E-3	43.573650E-9	-28.802885E+0	2.8424213E+0	-21.576881E+0	25.120680E-12	-126.44961E+0
4.9411764E-9	71.815491E-3	1.4184945E-3	43.579245E-9	-30.042294E+0	2.8241227E+0	-10.922175E+0	30.411736E-12	-44.491863E+0
4.8235291E-9	72.187297E-3	-3.7136667E-3	43.630351E-9	-26.791311E+0	2.8118424E+0	99.980965E+0	24.700894E-12	-71.792572E+0
4.7058824E-9	72.327681E-3	1.6518772E-3	43.617366E-9	-29.054316E+0	2.7842245E+0	48.246170E+0	19.358831E-12	-84.861778E+0
4.5882351E-9	71.773276E-3	4.7097676E-3	43.628962E-9	-29.785177E+0	2.7490849E+0	40.119305E+0	21.761239E-12	-115.43762E+0
4.4705883E-9	71.365364E-3	-7.1548913E-3	43.670831E-9	-26.301069E+0	2.7296672E+0	16.879679E+0	22.083564E-12	-131.23672E+0
4.3529411E-9	71.982831E-3	3.1408544E-3	43.684803E-9	-33.011871E+0	2.7166488E+0	-34.514603E+0	18.550366E-12	-91.803123E+0
4.2352939E-9	71.280420E-3	-18.904269E-3	43.701014E-9	-28.096624E+0	2.6917455E+0	134.55151E+0	12.974164E-12	-75.249947E+0
4.1176471E-9	72.751872E-3	27.039947E-3	43.730939E-9	-26.378319E+0	2.6649041E+0	49.519505E+0	20.860043E-12	-181.42715E+0
3.9999999E-9	73.212691E-3	-47.189958E-3	43.753801E-9	-32.246197E+0	2.6355317E+0	38.980686E+0	14.040657E-12	-145.64963E+0
3.8823531E-9	73.274232E-3	34.277119E-3	43.810424E-9	-26.244566E+0	2.6136169E+0	5.4013329E+0	21.889749E-12	-148.21767E+0
3.7647059E-9	72.373964E-3	-16.643466E-3	43.808637E-9	-26.928762E+0	2.5945632E+0	55.419136E+0	24.306107E-12	-108.20154E+0
3.6470587E-9	73.278807E-3	-16.007911E-3	43.837527E-9	-34.121330E+0	2.5685952E+0	-58.452579E+0	15.752651E-12	-146.77501E+0
3.5294119E-9	72.726443E-3	-27.156672E-3	43.876884E-9	-28.875847E+0	2.5372341E+0	-66.266479E+0	22.989079E-12	-172.93100E+0
3.4117646E-9	72.279863E-3	-9.3896594E-3	43.907828E-9	-28.614103E+0	2.5303628E+0	-8.8191032E+0	20.959776E-12	-119.45813E+0
3.2941174E-9	73.747762E-3	-16.036095E-3	43.930786E-9	-30.667046E+0	2.5116990E+0	65.861557E+0	13.935787E-12	-102.12941E+0
3.1764706E-9	73.340349E-3	-3.0275357E-6	43.950159E-9	-28.463078E+0	2.4641521E+0	-54.937691E+0	28.863373E-12	-192.72755E+0
3.0588234E-9	73.140465E-3	-33.273943E-3	43.993207E-9	-30.663193E+0	2.4282429E+0	42.799622E+0	11.867313E-12	-135.01868E+0
2.9411762E-9	73.091634E-3	14.819257E-3	43.995275E-9	-32.574669E+0	2.4173574E+0	-63.127483E+0	21.017611E-12	-197.04433E+0
2.8235294E-9	74.444070E-3	-44.167161E-3	43.997066E-9	-28.491365E+0	2.4052343E+0	-52.062992E+0	10.597226E-12	-134.24527E+0
2.7058822E-9	72.955832E-3	18.678684E-3	44.038256E-9	-29.229042E+0	2.3812678E+0	-67.125008E+0	20.348286E-12	-148.38803E+0
2.5882354E-9	72.842918E-3	-52.614577E-3	44.050214E-9	-33.681282E+0	2.3657131E+0	-30.037809E+0	17.057127E-12	-149.43210E+0
2.4705882E-9	73.435977E-3	7.6390058E-3	44.090530E-9	-27.981733E+0	2.3341329E+0	-5.0696139E+0	25.569977E-12	-158.70897E+0
2.3529410E-9	74.883014E-3	-40.341284E-3	44.080469E-9	-33.682755E+0	2.3008499E+0	92.981682E+0	15.609744E-12	-84.730370E+0
2.2352937E-9	73.679604E-3	-8.7698353E-3	44.118856E-9	-30.672430E+0	2.2811098E+0	-26.788103E+0	21.107317E-12	-181.84009E+0
2.1176474E-9	73.673502E-3	-25.977457E-3	44.098183E-9	-28.506668E+0	2.2550938E+0	-45.508732E+0	16.350995E-12	-147.02515E+0
2.0000002E-9	73.560588E-3	-33.371769E-3	44.120554E-9	-32.901970E+0	2.2214665E+0	-54.816689E+0	22.528000E-12	-151.71014E+0
1.8823529E-9	73.804215E-3	-21.499487E-3	44.158185E-9	-32.609386E+0	2.2102106E+0	7.8505344E+0	15.707047E-12	-159.21024E+0
1.7647057E-9	73.872373E-3	-19.446429E-3	44.177042E-9	-30.275480E+0	2.2094564E+0	11.600316E+0	20.886541E-12	-172.41360E+0
1.6470585E-9	74.467979E-3	-44.085555E-3	44.176261E-9	-35.650005E+0	2.1821585E+0	-92.485558E+0	23.542649E-12	-199.41031E+0
1.5294122E-9	73.868811E-3	-22.283195E-3	44.184134E-9	-33.038380E+0	2.1449289E+0	-13.748402E+0	19.159568E-12	-155.29733E+0
1.4117649E-9	72.938032E-3	-59.598546E-3	44.187718E-9	-32.054977E+0	2.1254995E+0	-3.4021943E+0	20.888478E-12	-167.22820E+0
1.2941177E-9	74.028522E-3	-10.506296E-3	44.201894E-9	-33.912914E+0	2.1030054E+0	-30.863789E+0	20.545968E-12	-167.72923E+0
1.1764705E-9	74.196875E-3	-37.987184E-3	44.219046E-9	-32.651947E+0	2.0667715E+0	-18.289606E+0	14.990523E-12	-182.70132E+0
1.0588233E-9	73.905438E-3	-18.386317E-3	44.223139E-9	-31.513212E+0	2.0391164E+0	-4.2309403E+0	11.135560E-12	-113.97519E+0
941.17603E-12	74.218236E-3	-32.485370E-3	44.216346E-9	-36.874542E+0	2.0280201E+0	-81.425880E+0	14.096075E-12	-199.58488E+0
823.52969E-12	74.586488E-3	-50.060663E-3	44.238025E-9	-32.087162E+0	2.0136728E+0	-66.396729E+0	16.596531E-12	-208.90833E+0
705.88246E-12	75.695291E-3	-35.635363E-3	44.222300E-9	-33.967136E+0	1.9931010E+0	87.884644E+0	25.556094E-12	-98.749832E+0
588.23524E-12	76.372780E-3	-82.186677E-3	44.248502E-9	-38.497402E+0	1.9639227E+0	-58.029751E+0	31.584624E-12	-179.41550E+0
470.58801E-12	74.828595E-3	-27.145077E-3	44.240174E-9	-34.624527E+0	1.9359502E+0	34.406063E+0	17.143110E-12	-103.09454E+0
352.94079E-12	76.516218E-3	-89.753576E-3	44.236739E-9	-37.731239E+0	1.9058269E+0	17.099413E+0	26.866676E-12	-79.853249E+0
235.29445E-12	76.543681E-3	-45.934539E-3	44.257057E-9	-38.992199E+0	1.8779912E+0	-28.173923E+0	37.642296E-12	-196.00441E+0
117.64723E-12	74.689738E-3	-58.860473E-3	44.271307E-9	-33.910179E+0	1.8561900E+0	-7.2255278E+0	16.310328E-12	-158.75600E+0
0.0000000E+0	74.943036E-3	-52.109573E-3	44.286633E-9	-37.664864E+0	1.8317596E+0	-79.203583E+0	16.285874E-12	-164.60869E+0
-117.64723E-12	75.322978E-3	-51.406357E-3	44.267502E-9	-39.246178E+0	1.8072159E+0	-77.945175E+0	24.369527E-12	-245.78021E+0
-235.29445E-12	76.391600E-3	-50.209921E-3	44.258673E-9	-37.036057E+0	1.7896215E+0	-45.356346E+0	22.423091E-12	-198.88783E+0
-352.94168E-12	85.597739E-3	-290.97888E-3	43.978346E-9	-61.359146E+0	1.7699356E+0	-45.150055E+0	28.528142E-12	-203.94743E+0
-470.58801E-12	89.365132E-3	-417.81402E-3	43.377447E-9	-78.246056E+0	1.7453598E+0	17.205088E+0	15.147855E-12	-184.37016E+0
-588.23524E-12	89.287311E-3	-466.27000E-3	42.762341E-9	-77.686264E+0	1.7096905E+0	71.653320E+0	23.350773E-12	-127.25626E+0
-705.88246E-12	91.893516E-3	-563.30699E-3	42.078689E-9	-94.281860E+0	1.6812224E+0	-136.92844E+0	19.719197E-12	-208.67513E+0
-823.52969E-12	93.321227E-3	-725.24166E-3	41.235285E-9	-112.92394E+0	1.6550517E+0	-3.3188782E+0	18.608485E-12	-176.70865E+0
-941.17691E-12	96.089169E-3	-788.99950E-3	40.268741E-9	-118.51984E+0	1.6278224E+0	-103.41209E+0	17.249329E-12	-192.78612E+0
-1.0588233E-9	97.944647E-3	-903.81396E-3	39.257205E-9	-130.44617E+0	1.6116333E+0	21.570953E+0	18.872275E-12	-118.49306E+0
-1.1764705E-9	96.383154E-3	-875.49812E-3	38.189715E-9	-134.36156E+0	1.6051397E+0	-76.377586E+0	20.789587E-12	-149.07077E+0
-1.2941177E-9	95.208235E-3	-808.19869E-3	37.144293E-9	-129.56612E+0	1.5805227E+0	-68.582115E+0	11.679762E-12	-174.49857E+0
-1.4117649E-9	95.774844E-3	-769.25892E-3	35.951899E-9	-123.78728E+0	1.5419337E+0	-42.823597E+0	24.798373E-12	-194.65346E+0
-1.5294122E-9	96.842960E-3	-900.58804E-3	34.424477E-9	-142.17162E+0	1.5175842E+0	28.029793E+0	17.449047E-12	-183.25015E+0
-1.6470585E-9	96.650183E-3	-852.86385E-3	32.880653E-9	-145.14011E+0	1.4890183E+0	87.947922E+0	25.099908E-12	-117.82349E+0
-1.7647057E-9	95.269270E-3	-732.69475E-3	31.499582E-9	-131.80295E+0	1.4661565E+0	-62.315979E+0	30.163289E-12	-207.63503E+0
-1.8823529E-9	101.49079E-3	-1.0812501E+0	29.884330E-9	-166.49965E+0	1.4554753E+0	39.902592E+0	30.248786E-12	-87.481865E+0
-2.0000002E-9	105.55318E-3	-1.4085248E+0	27.708991E-9	-193.53194E+0	1.4292496E+0	-21.741112E+0	24.153896E-12	-157.22258E+0
-2.1176474E-9	109.90143E-3	-1.4832073E+0	25.090612E-9	-207.45313E+0	1.3941081E+0	-55.131439E+0	24.433372E-12	-182.19962E+0
-2.2352937E-9	111.74825E-3	-1.4845361E+0	22.936563E-9	-209.17934E+0	1.3653636E+0	-18.427700E+0	9.3157452E-12	-128.90956E+0
-2.3529410E-9	118.35378E-3	-1.5716363E+0	20.907029E-9	-215.14406E+0	1.3511083E+0	-29.618576E+0	16.503325E-12	-157.67892E+0
-2.4705882E-9	130.25819E-3	-1.9749439E+0	18.481936E-9	-242.19489E+0	1.3256409E+0	-6.8648229E+0	13.441605E-12	-160.74655E+0
-2.5882354E-9	137.98675E-3	-2.1854072E+0	15.747503E-9	-259.29282E+0	1.2956436E+0	83.694168E+0	20.064037E-12	-51.591957E+0
-2.7058826E-9	141.41083E-3	-2.0117059E+0	13.400825E-9	-255.09259E+0	1.2843206E+0	43.776886E+0	12.616409E-12	-111.34340E+0
-2.8235299E-9	145.41982E-3	-1.8813416E+0	11.350908E-9	-252.99474E+0	1.2578715E+0	-41.945469E+0	13.653191E-12	-158.29251E+0
-2.9411762E-9	149.26757E-3	-880.79268E-3	9.2686863E-9	-193.98425E+0	1.2259694E+0	-8.5646725E+0	20.470150E-12	-167.12152E+0
-3.0588234E-9	153.69923E-3	-777.53747E-3	7.2516930E-9	-182.99178E+0	1.1992813E+0	-131.93045E+0	22.406426E-12	-201.53932E+0
-3.1764706E-9	155.56742E-3	-192.52093E-3	5.4774074E-9	-144.66650E+0	1.1837677E+0	-120.02055E+0	19.671854E-12	-217.42171E+0
-3.2941179E-9	193.81765E-3	-249.61656E-3	3.4120926E-9	-147.53130E+0	1.1634140E+0	-36.626389E+0	23.837203E-12	-125.79829E+0
-3.4117651E-9	348.32355E-3	134.93228E+0	340.06151E-12	296.93323E+0	1.1332198E+0	-57.161133E+0	19.102882E-12	-177.45088E+0
-3.5294114E-9	403.90626E-3	54.957016E+0	115.32892E-12	244.51935E+0	1.1055623E+0	27.372839E+0	19.210408E-12	-157.49606E+0
-3.6470587E-9	443.32683E-3	82.327492E+0	92.915273E-12	290.89886E+0	1.0771693E+0	40.320805E+0	20.729911E-12	-133.78229E+0
-3.7647059E-9	449.46542E-3	81.041924E+0	88.050373E-12	276.62109E+0	1.0506358E+0	-91.332672E+0	17.124933E-12	-165.36700E+0
-3.8823531E-9	460.28289E-3	93.170074E+0	77.458845E-12	256.93454E+0	1.0368648E+0	28.856211E+0	14.140902E-12	-129.75812E+0
-4.0000003E-9	477.66417E-3	136.65404E+0	33.199481E-12	183.17221E+0	1.0206640E+0	-49.669106E+0	23.436636E-12	-151.92545E+0
-4.1176476E-9	525.83718E-3	139.88934E+0	54.377301E-12	217.85547E+0	981.85277E-3	-9.9949732E+0	21.831517E-12	-108.02319E+0
-4.2352939E-9	671.38976E-3	-6.6369958E+0	14.116067E-12	134.60019E+0	951.15864E-3	-68.511810E+0	18.144210E-12	-173.27356E+0
-4.3529411E-9	742.60604E-3	-3.9527013E+0	23.612383E-12	154.18408E+0	935.18120E-3	-66.901695E+0	12.876812E-12	-186.14000E+0
-4.4705883E-9	733.14917E-3	-28.891254E+0	6.5452409E-12	148.56120E+0	906.92854E-3	-60.098961E+0	34.072377E-12	-218.59256E+0
-4.5882356E-9	733.65736E-3	22.705706E+0	11.114797E-12	152.03793E+0	881.53481E-3	3.0961800E+0	21.243599E-12	-115.13548E+0
-4.7058828E-9	759.39131E-3	-61.582115E+0	20.710126E-12	104.37269E+0	869.22556E-3	37.957237E+0	14.117629E-12	-97.810768E+0
-4.8235291E-9	769.18995E-3	-15.129518E+0	16.795192E-12	126.90040E+0	852.79846E-3	-3.2032490E+0	12.290051E-12	-137.41838E+0
-4.9411772E-9	768.63611E-3	-30.511568E+0	21.305915E-12	78.184204E+0	823.44764E-3	-52.360672E+0	31.827093E-12	-199.67520E+0
-5.0588236E-9	785.03215E-3	-82.963074E+0	19.556920E-12	67.861252E+0	791.10312E-3	41.824520E+0	19.789195E-12	-77.571556E+0
-5.1764699E-9	793.58166E-3	-43.554531E+0	25.103612E-12	80.356079E+0	770.43456E-3	46.665924E+0	14.119811E-12	-118.97888E+0
-5.2941180E-9	759.29105E-3	5.3640137E+0	33.175414E-12	100.83966E+0	745.53525E-3	-38.488300E+0	16.963096E-12	-142.79462E+0
-5.4117644E-9	719.20878E-3	-101.06438E+0	22.222618E-12	34.816753E+0	718.25659E-3	-4.7621250E+0	19.602080E-12	-170.51979E+0
-5.5294125E-9	676.33104E-3	-80.862808E+0	19.241332E-12	44.423012E+0	686.93238E-3	30.437790E+0	24.064488E-12	-88.406586E+0
-5.6470588E-9	644.71436E-3	-78.353706E+0	20.816682E-12	45.397884E+0	673.49601E-3	9.7519732E+0	33.160388E-12	-134.42284E+0
-5.7647052E-9	620.12178E-3	77.771927E+0	13.533841E-12	36.639599E+0	653.27299E-3	103.81741E+0	8.4969783E-12	-118.13128E+0
-5.8823533E-9	593.73218E-3	34.581139E+0	22.047527E-12	31.885233E+0	616.40167E-3	-36.045467E+0	24.983123E-12	-139.71957E+0
-5.9999996E-9	560.89425E-3	15.957307E+0	25.172919E-12	65.698502E+0	595.20364E-3	-109.12603E+0	8.7922941E-12	-179.13683E+0
-6.1176477E-9	522.28040E-3	52.988956E+0	31.658953E-12	23.216711E+0	578.85540E-3	-12.493335E+0	18.584552E-12	-163.91199E+0
-6.2352941E-9	518.71186E-3	-58.305099E+0	13.763193E-12	-51.169323E+0	550.66377E-3	532.67545E-3	21.980529E-12	-119.94744E+0
-6.3529404E-9	507.20572E-3	13.565043E+0	25.274069E-12	60.951183E+0	524.26100E-3	57.092480E+0	16.426725E-12	-120.21453E+0
-6.4705885E-9	488.00609E-3	-2.7889531E+0	16.412543E-12	33.772381E+0	513.46844E-3	57.285042E+0	13.796837E-12	-136.01009E+0
-6.5882348E-9	476.92716E-3	-44.369625E+0	14.568144E-12	-52.958031E+0	489.80004E-3	-8.3919926E+0	18.777950E-12	-175.91991E+0
-6.7058830E-9	480.37416E-3	-5.9721870E+0	19.036160E-12	-31.963758E+0	449.22689E-3	-21.684357E+0	11.592283E-12	-188.44839E+0
-6.8235293E-9	478.82691E-3	-71.960617E+0	17.483279E-12	-67.155884E+0	421.00221E-3	3.6121864E+0	23.578703E-12	-72.752769E+0
-6.9411756E-9	449.34031E-3	-26.952650E+0	29.647017E-12	-121.08356E+0	405.84818E-3	1.0757859E+0	14.490176E-12	-172.24742E+0
-7.0588237E-9	426.77206E-3	69.479721E+0	26.012638E-12	24.118265E+0	390.01161E-3	40.168457E+0	12.157645E-12	-139.09645E+0
-7.1764701E-9	411.07279E-3	85.942024E+0	13.079345E-12	46.222260E+0	370.63906E-3	-82.068069E+0	19.611257E-12	-149.38342E+0
-7.2941182E-9	381.90460E-3	-57.770584E+0	14.714532E-12	-59.195549E+0	351.54113E-3	-88.263107E+0	24.837726E-12	-191.66118E+0
-7.4117645E-9	340.79844E-3	49.658009E+0	20.367057E-12	39.775009E+0	317.07051E-3	-6.0662293E+0	17.142256E-12	-150.06349E+0
-7.5294126E-9	295.61919E-3	-16.456345E+0	19.119029E-12	-32.083416E+0	275.21005E-3	-46.643436E+0	18.503180E-12	-182.13893E+0
-7.6470590E-9	261.60735E-3	-64.453987E+0	19.878313E-12	-25.697889E+0	251.07828E-3	-24.928062E+0	25.262219E-12	-131.27367E+0
-7.7647053E-9	233.63954E-3	-66.051094E+0	11.161016E-12	-16.329239E+0	224.33573E-3	5.3345008E+0	19.483866E-12	-108.84433E+0
-7.8823534E-9	209.98484E-3	-52.929619E+0	15.596503E-12	-51.111744E+0	203.77299E-3	-35.231117E+0	19.740419E-12	-130.17867E+0
-7.9999998E-9	189.72930E-3	-108.00687E+0	16.365860E-12	-68.149323E+0	191.14329E-3	63.916599E+0	19.220040E-12	-125.58361E+0
-8.1176479E-9	170.95439E-3	95.453362E+0	28.922068E-12	93.612686E+0	178.02988E-3	-50.611958E+0	15.734289E-12	-162.80081E+0
-8.2352942E-9	161.09009E-3	-149.29828E+0	19.034753E-12	-28.103273E+0	154.86145E-3	-77.905800E+0	19.480353E-12	-157.02072E+0
-8.3529406E-9	152.29645E-3	66.963364E+0	17.498147E-12	44.751972E+0	123.98224E-3	15.983056E+0	20.601378E-12	-171.38525E+0
-8.4705887E-9	142.22106E-3	-118.77557E+0	15.016420E-12	-63.561737E+0	96.710712E-3	45.731495E+0	13.748969E-12	-140.48465E+0
-8.5882350E-9	123.37393E-3	5.6963191E+0	14.410563E-12	-76.239166E+0	65.481059E-3	-27.013969E+0	21.071931E-12	-191.65675E+0
-8.7058831E-9	115.39255E-3	54.558323E+0	13.431607E-12	2.3653574E+0	38.399253E-3	11.097965E+0	20.487410E-12	-143.33434E+0
-8.8235295E-9	113.51369E-3	-5.3694611E+0	17.000661E-12	22.074427E+0	12.556458E-3	-18.699213E+0	21.977342E-12	-182.71619E+0
-8.9411758E-9	91.661580E-3	87.174629E+0	14.112305E-12	-47.908566E+0	-9.0942383E-3	-40.765533E+0	20.359924E-12	-192.01381E+0
-9.0588239E-9	47.472633E-3	59.502712E+0	18.767300E-12	-112.47617E+0	-20.723978E-3	-123.45830E+0	20.849456E-12	-179.78943E+0
-9.1764703E-9	3.3671078E-3	127.55952E+0	28.843561E-12	-39.229931E+0	-34.603883E-3	-41.403500E+0	15.441867E-12	-174.82451E+0
-9.2941184E-9	-29.491678E-3	76.495995E+0	8.3897394E-12	-48.206112E+0	-55.726621E-3	-74.104279E+0	28.640127E-12	-230.89120E+0
-9.4117647E-9	-76.358542E-3	-14.296878E+0	11.475529E-12	-43.312260E+0	-89.902237E-3	31.767141E+0	17.337779E-12	-146.24614E+0
-9.5294110E-9	-112.27671E-3	38.571812E+0	19.859756E-12	-86.870682E+0	-126.40636E-3	-45.506477E+0	22.669807E-12	-198.17790E+0
-9.6470592E-9	-118.01300E-3	70.672279E+0	23.589792E-12	-13.187984E+0	-166.84774E-3	45.761593E+0	14.820487E-12	-134.35564E+0
-9.7647055E-9	-134.35058E-3	21.681208E+0	10.533509E-12	-34.892799E+0	-188.55794E-3	-119.59097E+0	15.663091E-12	-191.45084E+0
-9.8823536E-9	-160.72591E-3	-23.229361E+0	22.467533E-12	-42.699100E+0	-201.28225E-3	-57.207600E+0	25.344015E-12	-226.41788E+0
-9.9999999E-9	-169.55973E-3	-30.742323E+0	19.922416E-12	-107.85736E+0	-215.56957E-3	58.059696E+0	34.100292E-12	-21.692934E+0
