Experiment	Z spectroscopy	
Saved Date	07.11.2019 11:24:04	
User		
X (m)	5.00196E-6	
Y (m)	-1.45144E-6	
Z (m)	-107.146E-9	
Z offset (m)	10E-9	
Z sweep distance (m)	30E-9	
Settling time (s)	200E-6	
Integration time (s)	100E-6	
Final Z (m)	N/A	
Start time	07.11.2019 11:23:53	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Z rel (m)	Vert. Deflection (V)	OC D1 Phase (deg)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	Vert. Deflection [bwd] (V)	OC D1 Phase [bwd] (deg)	OC D1 Amplitude [bwd] (m)	OC M1 Freq. Shift [bwd] (Hz)
-7.9999998E-9	575.81586E-3	-22.127405E+0	17.609211E-12	61.303146E+0	670.77637E-3	-38.605606E+0	23.268625E-12	-190.68387E+0
-8.1176479E-9	561.88911E-3	4.0989494E+0	20.987075E-12	115.28446E+0	641.43473E-3	-320.83806E-3	16.333027E-12	-184.04144E+0
-8.2352942E-9	546.32622E-3	-41.324860E+0	28.679550E-12	37.266815E+0	605.46368E-3	-10.391064E+0	26.108065E-12	-139.48128E+0
-8.3529406E-9	544.14469E-3	-28.923090E+0	29.730461E-12	83.364632E+0	582.11011E-3	-52.373936E+0	31.119947E-12	-144.31221E+0
-8.4705887E-9	545.94421E-3	-5.8890958E+0	30.206664E-12	63.369942E+0	570.85317E-3	-63.401855E+0	20.646897E-12	-218.35573E+0
-8.5882350E-9	532.55665E-3	-54.686947E+0	23.474887E-12	-20.573936E+0	547.38516E-3	-36.993752E+0	36.558589E-12	-212.79509E+0
-8.7058831E-9	520.35016E-3	-53.979633E+0	28.753165E-12	-90.615051E+0	517.93671E-3	-14.949647E+0	29.170277E-12	-191.73833E+0
-8.8235295E-9	515.08379E-3	-92.717964E+0	19.761449E-12	-109.89270E+0	496.44575E-3	-34.558422E+0	23.527872E-12	-207.89473E+0
-8.9411758E-9	499.87081E-3	-73.594467E+0	30.797660E-12	-169.84811E+0	474.90948E-3	-20.791714E+0	20.936653E-12	-189.04642E+0
-9.0588239E-9	457.15994E-3	-4.9243598E+0	16.828225E-12	-151.10428E+0	437.69887E-3	-27.551353E+0	24.029684E-12	-162.88400E+0
-9.1764703E-9	409.72900E-3	-23.047560E+0	13.604715E-12	-148.90132E+0	407.70519E-3	41.701675E+0	20.130383E-12	-115.05203E+0
-9.2941184E-9	389.83664E-3	-12.615314E+0	12.690164E-12	-134.64304E+0	398.41208E-3	-65.943939E+0	25.364046E-12	-240.01018E+0
-9.4117647E-9	364.32087E-3	4.4697857E+0	12.364249E-12	-151.73315E+0	385.68774E-3	58.768829E+0	11.183166E-12	-142.32742E+0
-9.5294110E-9	336.12111E-3	14.988057E+0	22.253487E-12	-163.75397E+0	351.52486E-3	-65.405457E+0	21.454402E-12	-165.27179E+0
-9.6470592E-9	319.21184E-3	-11.650577E+0	10.279284E-12	-141.32213E+0	317.45708E-3	-25.560890E+0	29.534368E-12	-183.50429E+0
-9.7647055E-9	306.85222E-3	-12.332409E+0	17.286811E-12	-164.25250E+0	299.29149E-3	-97.338547E+0	14.801235E-12	-175.82343E+0
-9.8823536E-9	284.10491E-3	35.704578E+0	14.406512E-12	-130.50638E+0	269.92747E-3	-41.482208E+0	14.032708E-12	-160.77242E+0
-9.9999999E-9	263.12003E-3	-67.224564E+0	34.444999E-12	-231.58232E+0	246.07748E-3	-16.118050E+0	20.878660E-12	-201.56194E+0
-10.117646E-9	260.67504E-3	-130.99847E+0	16.331462E-12	-196.39937E+0	231.16150E-3	-24.880909E+0	21.281081E-12	-188.76813E+0
-10.235294E-9	255.38024E-3	-36.917648E+0	23.557838E-12	-195.69171E+0	201.38295E-3	-96.833069E+0	17.220175E-12	-178.81042E+0
-10.352941E-9	246.77581E-3	-11.357243E+0	14.629412E-12	-127.91214E+0	168.41482E-3	-10.910584E+0	28.508067E-12	-199.14743E+0
-10.470589E-9	237.99489E-3	-37.602577E+0	24.453670E-12	-159.61081E+0	151.81631E-3	38.366692E+0	24.416956E-12	-158.34543E+0
-10.588235E-9	210.10284E-3	-30.212934E+0	19.116566E-12	-159.47372E+0	127.59450E-3	-44.606613E+0	23.948683E-12	-137.83917E+0
-10.705883E-9	164.67591E-3	-12.596032E+0	10.854978E-12	-109.06458E+0	86.583965E-3	41.340057E+0	26.552637E-12	-181.70242E+0
-10.823530E-9	136.64754E-3	-71.865570E+0	34.893116E-12	-216.95874E+0	66.761270E-3	-65.955437E+0	16.614096E-12	-182.83018E+0
-10.941176E-9	120.13651E-3	41.969959E+0	17.239784E-12	-124.59122E+0	62.584430E-3	-15.416681E+0	34.464879E-12	-167.36687E+0
-11.058824E-9	91.754146E-3	-59.357075E+0	21.126366E-12	-145.97067E+0	36.010742E-3	-85.599525E+0	26.580363E-12	-233.21265E+0
-11.176470E-9	57.612099E-3	13.802927E+0	27.149713E-12	-162.53621E+0	-359.09019E-6	-78.748428E+0	13.331922E-12	-172.33597E+0
-11.294119E-9	36.486816E-3	-99.267235E+0	21.231968E-12	-127.75890E+0	-25.070699E-3	9.8851023E+0	21.515914E-12	-189.08430E+0
-11.411765E-9	12.778219E-3	-12.613368E+0	16.693716E-12	-179.79263E+0	-45.850117E-3	-49.764931E+0	21.806704E-12	-154.44702E+0
-11.529411E-9	-15.259806E-3	-7.0002294E+0	25.880525E-12	-135.07703E+0	-65.868631E-3	-50.406296E+0	36.926212E-12	-243.38585E+0
-11.647059E-9	-28.019207E-3	-92.284744E+0	23.570866E-12	-225.74329E+0	-76.737978E-3	-80.730743E+0	29.312615E-12	-245.19005E+0
-11.764706E-9	-38.403828E-3	-39.852303E+0	23.509026E-12	-187.92975E+0	-88.172913E-3	-4.4493051E+0	7.2092280E-12	-159.16245E+0
-11.882354E-9	-65.885924E-3	-12.749117E+0	17.906780E-12	-141.28157E+0	-115.58736E-3	858.50972E-3	13.174916E-12	-141.25298E+0
-12.000000E-9	-105.00692E-3	-26.158081E+0	34.604694E-12	-212.94250E+0	-147.83427E-3	-20.608435E+0	23.632728E-12	-185.34720E+0
-12.117646E-9	-131.50737E-3	-103.83058E+0	17.799795E-12	-189.96202E+0	-184.78139E-3	-90.956413E+0	23.379512E-12	-220.91789E+0
-12.235295E-9	-145.46254E-3	-76.664429E+0	13.439574E-12	-177.61789E+0	-218.95498E-3	-40.816650E+0	22.924031E-12	-177.88632E+0
-12.352941E-9	-160.10082E-3	-53.786911E+0	17.444199E-12	-183.77824E+0	-235.22846E-3	68.525757E+0	12.940475E-12	-108.12560E+0
-12.470589E-9	-171.78904E-3	-16.677401E+0	15.537478E-12	-208.48943E+0	-235.43397E-3	-9.7270021E+0	32.609433E-12	-172.89020E+0
-12.588235E-9	-193.17524E-3	62.725906E+0	35.134871E-12	-155.01302E+0	-241.49628E-3	-43.718010E+0	27.914428E-12	-221.88039E+0
-12.705882E-9	-236.58855E-3	-21.131407E+0	23.311885E-12	-186.64946E+0	-285.41616E-3	-8.3586025E+0	22.788585E-12	-163.40366E+0
-12.823530E-9	-288.22327E-3	-20.370234E+0	29.668899E-12	-166.52660E+0	-328.24096E-3	-36.393871E+0	19.947965E-12	-135.91756E+0
-12.941176E-9	-315.57772E-3	-45.259743E+0	31.420488E-12	-220.79245E+0	-354.87622E-3	15.344793E+0	25.167191E-12	-101.33115E+0
-13.058824E-9	-326.16934E-3	-78.711456E+0	28.379880E-12	-238.81152E+0	-376.68660E-3	-62.379337E+0	17.339009E-12	-131.87094E+0
-13.176471E-9	-338.45621E-3	-110.84615E+0	9.0339715E-12	-161.09337E+0	-404.51252E-3	19.138321E+0	13.155284E-12	-158.31657E+0
-13.294117E-9	-352.25272E-3	8.1472378E+0	21.250130E-12	-184.72807E+0	-424.29912E-3	2.8349583E+0	22.565371E-12	-172.47609E+0
-13.411765E-9	-366.85690E-3	-44.819473E+0	28.982101E-12	-235.63818E+0	-436.16790E-3	23.626122E+0	7.5012756E-12	-166.97603E+0
-13.529411E-9	-398.33069E-3	-5.4217110E+0	9.2243470E-12	-163.65268E+0	-458.53272E-3	-76.799919E+0	16.312649E-12	-188.32982E+0
-13.647059E-9	-436.62822E-3	-36.463692E+0	16.279991E-12	-195.33940E+0	-493.83190E-3	41.007500E+0	21.359713E-12	-95.925766E+0
-13.764706E-9	-444.58312E-3	42.507343E+0	20.111223E-12	-140.79810E+0	-522.87239E-3	-41.103882E+0	34.656170E-12	-241.14742E+0
-13.882352E-9	-448.47769E-3	-14.928182E-3	25.428009E-12	-194.59673E+0	-536.46040E-3	25.677040E+0	17.698303E-12	-140.68561E+0
-14.000000E-9	-476.37889E-3	19.619030E+0	22.107120E-12	-121.43369E+0	-566.11377E-3	-25.285286E+0	30.878095E-12	-186.61835E+0
-14.117647E-9	-501.99282E-3	-84.129044E+0	17.579599E-12	-212.17267E+0	-611.33116E-3	-75.923515E+0	17.753798E-12	-208.77716E+0
-14.235295E-9	-524.43898E-3	-49.397335E+0	18.683336E-12	-163.03534E+0	-629.29225E-3	76.713989E+0	13.623383E-12	-137.47475E+0
-14.352941E-9	-564.46123E-3	11.847876E+0	16.310408E-12	-180.42494E+0	-648.28390E-3	-178.15399E-3	24.477894E-12	-245.45326E+0
-14.470587E-9	-605.84819E-3	-94.170250E+0	27.838180E-12	-218.36459E+0	-661.90588E-3	12.245277E+0	25.986531E-12	-138.54771E+0
-14.588236E-9	-626.95414E-3	-11.478080E+0	21.267274E-12	-123.34725E+0	-667.99062E-3	38.757919E+0	20.232808E-12	-185.55035E+0
-14.705882E-9	-646.97468E-3	8.6279373E+0	21.088018E-12	-101.83284E+0	-692.09695E-3	-68.264046E+0	13.582891E-12	-190.45009E+0
-14.823530E-9	-681.13911E-3	-8.6540136E+0	27.090281E-12	-151.97055E+0	-738.19983E-3	-29.943230E+0	22.643085E-12	-178.20859E+0
-14.941175E-9	-708.70870E-3	-81.454033E+0	33.910284E-12	-239.40813E+0	-762.14850E-3	-83.501617E+0	21.049844E-12	-148.37991E+0
-15.058824E-9	-732.86945E-3	-11.109365E+0	14.104185E-12	-151.67413E+0	-770.57546E-3	28.313354E+0	23.317940E-12	-188.60469E+0
-15.176472E-9	-751.53702E-3	-45.603523E+0	17.280996E-12	-193.59232E+0	-799.70962E-3	-22.231379E+0	21.072045E-12	-185.23912E+0
-15.294116E-9	-771.16799E-3	-83.492691E+0	12.862746E-12	-181.73680E+0	-831.05266E-3	-52.856983E+0	28.476537E-12	-212.05025E+0
-15.411764E-9	-777.97496E-3	1.8214411E+0	31.836596E-12	-173.92661E+0	-837.53461E-3	25.924028E+0	13.716537E-12	-159.81799E+0
-15.529412E-9	-784.33383E-3	40.390614E+0	26.265707E-12	-110.74511E+0	-846.55255E-3	-35.168072E+0	21.481495E-12	-198.28996E+0
-15.647061E-9	-816.93220E-3	1.9028219E+0	18.069341E-12	-140.87000E+0	-881.31309E-3	-57.763226E+0	13.716487E-12	-188.92722E+0
-15.764705E-9	-846.36128E-3	-20.211941E+0	30.444536E-12	-179.35246E+0	-919.02870E-3	-4.1284952E+0	17.813308E-12	-136.06296E+0
-15.882353E-9	-870.75090E-3	-53.095612E+0	27.655362E-12	-201.79103E+0	-944.62943E-3	-15.629642E+0	22.744981E-12	-151.19528E+0
-16.000001E-9	-906.99214E-3	-82.115921E+0	18.666060E-12	-176.36774E+0	-974.64144E-3	-62.087746E+0	27.229274E-12	-203.05251E+0
-16.117646E-9	-936.89680E-3	-83.610352E+0	17.888933E-12	-210.09846E+0	-1.0057739E+0	31.852667E+0	21.879009E-12	-116.31252E+0
-16.235294E-9	-949.59253E-3	-35.089252E+0	27.131129E-12	-168.93651E+0	-1.0203995E+0	-73.926125E+0	22.043541E-12	-223.86584E+0
-16.352942E-9	-969.35123E-3	42.980343E+0	15.367260E-12	-115.43913E+0	-1.0365076E+0	-89.657940E-3	19.860460E-12	-178.24554E+0
-16.470587E-9	-999.69989E-3	-43.819611E+0	21.258547E-12	-177.60580E+0	-1.0589050E+0	-1.7166659E+0	12.204092E-12	-165.89534E+0
-16.588235E-9	-1.0286224E+0	-44.365410E+0	27.396394E-12	-192.61871E+0	-1.0812078E+0	-120.13989E+0	27.070304E-12	-236.19479E+0
-16.705883E-9	-1.0536259E+0	-71.145355E+0	17.839204E-12	-201.94623E+0	-1.1038030E+0	-32.766968E+0	16.318341E-12	-147.94215E+0
-16.823531E-9	-1.0787313E+0	39.131004E+0	20.057820E-12	-148.97498E+0	-1.1413182E+0	-13.634293E+0	26.572749E-12	-173.38889E+0
-16.941176E-9	-1.1070664E+0	-13.108222E+0	17.883309E-12	-155.50395E+0	-1.1631624E+0	-72.744469E+0	8.3684743E-12	-139.73146E+0
-17.058824E-9	-1.1294342E+0	-63.099209E+0	21.171979E-12	-222.19693E+0	-1.1714742E+0	-33.777428E+0	23.192018E-12	-203.69376E+0
-17.176472E-9	-1.1462245E+0	-20.497959E+0	21.689256E-12	-152.23032E+0	-1.2012736E+0	-74.454956E+0	23.995528E-12	-219.39757E+0
-17.294116E-9	-1.1750127E+0	-109.27225E+0	19.877735E-12	-167.24915E+0	-1.2457627E+0	-47.786469E+0	36.487875E-12	-209.55367E+0
-17.411764E-9	-1.1928874E+0	-26.121300E+0	24.096062E-12	-201.93005E+0	-1.2758341E+0	-25.128937E+0	24.430223E-12	-100.23989E+0
-17.529413E-9	-1.2082057E+0	-52.533638E+0	32.399923E-12	-245.52217E+0	-1.2861817E+0	-69.751045E+0	30.528358E-12	-222.05089E+0
-17.647057E-9	-1.2316127E+0	30.103392E+0	29.539628E-12	-137.22162E+0	-1.2982198E+0	63.862534E+0	20.714231E-12	-96.708046E+0
-17.764705E-9	-1.2602097E+0	-71.403343E+0	27.571841E-12	-217.32137E+0	-1.3206004E+0	57.691822E+0	17.562370E-12	-123.03543E+0
-17.882353E-9	-1.2834656E+0	-12.330791E+0	19.422216E-12	-136.15714E+0	-1.3472005E+0	30.424057E+0	23.012876E-12	-128.58507E+0
-18.000001E-9	-1.3138015E+0	1.2536310E+0	28.940964E-12	-150.71875E+0	-1.3808365E+0	1.1067390E-3	18.291386E-12	-147.96771E+0
-18.117646E-9	-1.3487488E+0	-56.977360E+0	20.776561E-12	-195.37491E+0	-1.4108449E+0	42.403316E+0	14.509305E-12	-161.14076E+0
-18.235294E-9	-1.3699936E+0	-29.863325E+0	24.837774E-12	-210.80927E+0	-1.4290599E+0	-32.898403E+0	23.691374E-12	-188.27135E+0
-18.352942E-9	-1.3727996E+0	-109.90978E+0	18.650066E-12	-197.61453E+0	-1.4333308E+0	22.599232E+0	19.854403E-12	-131.54102E+0
-18.470587E-9	-1.3931417E+0	-20.525558E+0	19.597051E-12	-177.20769E+0	-1.4445242E+0	-71.473602E+0	23.302443E-12	-225.14609E+0
-18.588235E-9	-1.4300003E+0	-37.447006E+0	35.088019E-12	-185.53229E+0	-1.4673640E+0	-35.773045E+0	27.581331E-12	-182.67715E+0
-18.705883E-9	-1.4647486E+0	-32.849712E+0	25.727745E-12	-216.79445E+0	-1.4971298E+0	-99.870529E+0	14.814070E-12	-216.74681E+0
-18.823531E-9	-1.4830154E+0	-57.845615E+0	21.918510E-12	-217.03073E+0	-1.5346960E+0	-91.280411E+0	16.015548E-12	-190.36409E+0
-18.941176E-9	-1.5116034E+0	-101.17198E+0	29.005106E-12	-237.66257E+0	-1.5668843E+0	29.696072E+0	22.072809E-12	-177.54002E+0
-19.058824E-9	-1.5345129E+0	-110.89561E+0	22.073265E-12	-167.91075E+0	-1.5731558E+0	-21.048363E+0	14.742704E-12	-150.59071E+0
-19.176472E-9	-1.5391682E+0	4.0432782E+0	11.320501E-12	-151.46272E+0	-1.5796006E+0	-349.86010E-3	22.119331E-12	-166.01477E+0
-19.294117E-9	-1.5549748E+0	40.567951E+0	10.098483E-12	-131.34248E+0	-1.6150452E+0	-82.829430E+0	31.117005E-12	-235.45982E+0
-19.411765E-9	-1.5914724E+0	10.813869E+0	31.400320E-12	-221.51956E+0	-1.6514806E+0	-63.127331E+0	21.448777E-12	-201.52190E+0
-19.529413E-9	-1.6220535E+0	-39.500225E+0	24.759805E-12	-158.72238E+0	-1.6734776E+0	44.114433E+0	21.739504E-12	-140.96469E+0
-19.647057E-9	-1.6471416E+0	-7.0928950E+0	24.576795E-12	-170.22787E+0	-1.6853669E+0	-65.630272E+0	32.727824E-12	-216.46043E+0
-19.764705E-9	-1.6837651E+0	24.743671E+0	15.479298E-12	-152.83691E+0	-1.7034165E+0	-99.730560E+0	31.097565E-12	-220.10066E+0
-19.882354E-9	-1.7042445E+0	-71.081070E+0	20.111334E-12	-200.99062E+0	-1.7164606E+0	-11.179095E+0	19.526287E-12	-149.29410E+0
-19.999998E-9	-1.7086105E+0	-78.987534E+0	24.238465E-12	-235.91020E+0	-1.7049294E+0	-40.959370E+0	25.100439E-12	-206.97412E+0
