Experiment	bias spectroscopy	
Saved Date	07.11.2019 10:38:07	
User		
Date		
X (m)	5.00662E-6	
Y (m)	-1.38228E-6	
Z (m)	-79.2844E-9	
Z offset (m)	0E+0	
Settling time (s)	200E-6	
Integration time (s)	100E-6	
Z-Ctrl hold	TRUE	
Final Z (m)	N/A	
Start time	07.11.2019 10:37:34	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Bias calc (V)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	OC D1 Amplitude [bwd] (m)	OC M1 Freq. Shift [bwd] (Hz)
827.45111E-3	9.3393639E-9	-41.830830E+0	9.3520898E-9	-43.296524E+0
835.29425E-3	9.3419423E-9	-46.122765E+0	9.3503596E-9	-42.990498E+0
843.13738E-3	9.3416359E-9	-42.469505E+0	9.3470840E-9	-40.992504E+0
850.98052E-3	9.3416501E-9	-41.036865E+0	9.3498116E-9	-40.636475E+0
858.82366E-3	9.3381090E-9	-40.164162E+0	9.3529673E-9	-44.520901E+0
866.66679E-3	9.3419867E-9	-51.171234E+0	9.3546815E-9	-46.649887E+0
874.50993E-3	9.3365795E-9	-44.397228E+0	9.3547543E-9	-38.666328E+0
882.35307E-3	9.3389252E-9	-42.497646E+0	9.3551646E-9	-40.229282E+0
890.19620E-3	9.3402859E-9	-44.890007E+0	9.3559338E-9	-39.113850E+0
898.03934E-3	9.3325720E-9	-49.045185E+0	9.3549115E-9	-43.145691E+0
905.88248E-3	9.3318624E-9	-45.249496E+0	9.3507335E-9	-42.320992E+0
913.72561E-3	9.3333670E-9	-42.173782E+0	9.3489509E-9	-42.877537E+0
921.56875E-3	9.3297903E-9	-44.320934E+0	9.3435046E-9	-40.035828E+0
929.41189E-3	9.3197601E-9	-40.918827E+0	9.3420995E-9	-45.354744E+0
937.25502E-3	9.3205959E-9	-40.409027E+0	9.3403951E-9	-42.984131E+0
945.09816E-3	9.3232275E-9	-43.313358E+0	9.3370547E-9	-41.935177E+0
952.94130E-3	9.3234283E-9	-44.451584E+0	9.3301802E-9	-44.379654E+0
960.78444E-3	9.3224317E-9	-44.088142E+0	9.3323091E-9	-41.372948E+0
968.62757E-3	9.3207069E-9	-44.570038E+0	9.3292556E-9	-46.337830E+0
976.47071E-3	9.3207930E-9	-43.151726E+0	9.3268024E-9	-43.421989E+0
984.31385E-3	9.3174162E-9	-42.257187E+0	9.3218189E-9	-48.223427E+0
992.15698E-3	9.3159063E-9	-39.312504E+0	9.3249763E-9	-42.761089E+0
1.0000000E+0	9.3168842E-9	-45.476826E+0	9.3180317E-9	-40.365810E+0
