Experiment	Z spectroscopy	
Saved Date	07.11.2019 11:26:56	
User		
X (m)	5.00196E-6	
Y (m)	-1.45144E-6	
Z (m)	-108.776E-9	
Z offset (m)	10E-9	
Z sweep distance (m)	30E-9	
Settling time (s)	200E-6	
Integration time (s)	100E-6	
Final Z (m)	N/A	
Start time	07.11.2019 11:26:48	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Z rel (m)	Vert. Deflection (V)	OC D1 Phase (deg)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	Vert. Deflection [bwd] (V)	OC D1 Phase [bwd] (deg)	OC D1 Amplitude [bwd] (m)	OC M1 Freq. Shift [bwd] (Hz)
8.8235295E-9	74.810788E-3	31.318493E-3	20.936453E-9	-22.901163E+0	3.3742406E+0	65.281464E+0	16.838527E-12	-60.234100E+0
8.7058822E-9	75.458780E-3	55.652600E-3	20.949292E-9	-20.680050E+0	3.3791845E+0	-56.032070E+0	17.946087E-12	-149.06396E+0
8.5882350E-9	74.692279E-3	35.756193E-3	20.981156E-9	-26.556980E+0	3.3618677E+0	64.386658E+0	13.208794E-12	-103.91186E+0
8.4705878E-9	74.762978E-3	49.089856E-3	20.999645E-9	-21.738743E+0	3.3283534E+0	-85.500504E+0	26.633145E-12	-122.09077E+0
8.3529414E-9	75.098164E-3	2.0415953E-3	21.011957E-9	-25.958103E+0	3.3119395E+0	-47.825184E+0	22.149605E-12	-180.34262E+0
8.2352942E-9	74.088544E-3	38.648542E-3	21.053177E-9	-22.827881E+0	3.3037338E+0	89.392220E+0	20.107960E-12	-72.956543E+0
8.1176470E-9	74.080408E-3	54.042909E-3	21.092683E-9	-20.849283E+0	3.2771108E+0	85.900658E+0	19.127464E-12	-54.734562E+0
7.9999998E-9	73.734537E-3	21.908371E-3	21.118344E-9	-24.187061E+0	3.2548742E+0	70.715607E+0	21.204217E-12	-96.191330E+0
7.8823525E-9	75.121053E-3	44.082724E-3	21.102725E-9	-27.573603E+0	3.2488613E+0	-73.900063E+0	17.719803E-12	-71.813438E+0
7.7647062E-9	74.965924E-3	1.1972020E-3	21.143027E-9	-22.963434E+0	3.2280278E+0	-3.3489182E+0	26.638535E-12	-105.22707E+0
7.6470590E-9	75.687662E-3	37.371706E-3	21.174982E-9	-26.182327E+0	3.1885090E+0	-9.5028191E+0	18.204277E-12	-98.180832E+0
7.5294118E-9	74.939474E-3	21.208940E-3	21.178259E-9	-23.355877E+0	3.1692245E+0	-81.842720E+0	21.315267E-12	-183.38684E+0
7.4117645E-9	74.798584E-3	19.722670E-3	21.185283E-9	-23.364058E+0	3.1584764E+0	-101.14998E+0	22.995602E-12	-152.91228E+0
7.2941173E-9	73.669434E-3	-23.856493E-3	21.190715E-9	-31.071295E+0	3.1322954E+0	-42.584824E+0	25.350673E-12	-67.857445E+0
7.1764705E-9	75.359598E-3	15.170692E-3	21.230312E-9	-25.832447E+0	3.1082907E+0	-48.720558E+0	27.172221E-12	-188.59297E+0
7.0588237E-9	76.258846E-3	5.3230370E-3	21.239771E-9	-22.804089E+0	3.0908113E+0	-68.456802E+0	21.074285E-12	-62.297943E+0
6.9411765E-9	75.075276E-3	-21.254055E-3	21.247123E-9	-30.386234E+0	3.0655320E+0	-70.352829E+0	21.488082E-12	-109.55547E+0
6.8235293E-9	75.518288E-3	-2.1307713E-3	21.274669E-9	-22.764297E+0	3.0388391E+0	-55.711014E+0	15.280490E-12	-99.406006E+0
6.7058821E-9	75.354517E-3	38.861915E-3	21.306043E-9	-24.343674E+0	3.0189784E+0	26.063343E+0	17.883840E-12	-74.026062E+0
6.5882353E-9	75.425722E-3	-32.293636E-3	21.338991E-9	-29.205744E+0	2.9985576E+0	-16.665226E+0	13.868499E-12	-42.796902E+0
6.4705881E-9	74.930318E-3	64.277634E-3	21.335159E-9	-21.582354E+0	2.9642699E+0	15.982269E+0	22.106230E-12	-15.265483E+0
6.3529413E-9	74.958295E-3	-23.205919E-3	21.352731E-9	-25.499672E+0	2.9471979E+0	-167.92645E+0	14.748690E-12	-73.544899E+0
6.2352941E-9	75.241089E-3	14.501724E-3	21.365013E-9	-29.418404E+0	2.9351897E+0	26.501339E+0	39.227330E-12	79.213326E+0
6.1176468E-9	75.087994E-3	-5.0579226E-3	21.376993E-9	-22.683563E+0	2.9081616E+0	77.192741E+0	21.414195E-12	-43.507359E+0
6.0000001E-9	75.088501E-3	-1.2520775E-3	21.404462E-9	-28.585943E+0	2.8750341E+0	-99.287308E+0	19.973884E-12	-92.752335E+0
5.8823528E-9	74.617006E-3	-4.6995813E-3	21.396762E-9	-28.356010E+0	2.8573623E+0	-40.794334E+0	23.169537E-12	-95.758713E+0
5.7647060E-9	74.900821E-3	-2.5415618E-3	21.427784E-9	-26.008997E+0	2.8417482E+0	44.081223E+0	10.915832E-12	-60.121586E+0
5.6470588E-9	75.793460E-3	-50.709244E-3	21.460290E-9	-30.825640E+0	2.8109818E+0	-428.12666E-3	36.155329E-12	-94.025726E+0
5.5294116E-9	75.280763E-3	13.798210E-3	21.447420E-9	-26.582846E+0	2.7869792E+0	7.8052177E+0	19.451035E-12	-84.875603E+0
5.4117648E-9	75.160727E-3	-33.506032E-3	21.446537E-9	-25.281778E+0	2.7699611E+0	-82.780762E+0	17.336110E-12	-81.620567E+0
5.2941176E-9	76.879881E-3	8.9962035E-3	21.452271E-9	-29.537071E+0	2.7475667E+0	31.978888E+0	19.879442E-12	104.36440E-3
5.1764704E-9	76.132707E-3	-33.126343E-3	21.489633E-9	-27.503395E+0	2.7122283E+0	19.447094E+0	25.562864E-12	15.993432E+0
5.0588236E-9	76.138817E-3	36.760334E-3	21.509381E-9	-22.918146E+0	2.6840224E+0	35.768158E+0	23.579539E-12	6.9417281E+0
4.9411764E-9	75.588487E-3	-27.038611E-3	21.487649E-9	-29.550812E+0	2.6726847E+0	-19.723642E+0	34.077956E-12	-43.282558E+0
4.8235291E-9	76.209009E-3	19.355809E-3	21.514669E-9	-24.924391E+0	2.6586850E+0	-24.007484E+0	21.583520E-12	-101.61950E+0
4.7058824E-9	76.505028E-3	-22.023026E-3	21.509461E-9	-28.089890E+0	2.6337123E+0	57.753361E+0	19.093730E-12	41.888935E+0
4.5882351E-9	75.286865E-3	-9.8341340E-3	21.525874E-9	-29.946793E+0	2.6086466E+0	-89.240990E+0	17.052179E-12	-144.70766E+0
4.4705883E-9	75.937398E-3	-7.2947945E-3	21.529178E-9	-26.836119E+0	2.5785379E+0	6.7823639E+0	24.849275E-12	-49.487362E+0
4.3529411E-9	75.319417E-3	-3.4997386E-3	21.531623E-9	-25.277447E+0	2.5511191E+0	-57.517330E+0	22.013971E-12	-6.9953289E+0
4.2352939E-9	75.780742E-3	-9.8556131E-3	21.549930E-9	-29.174812E+0	2.5404911E+0	-20.480951E+0	24.981114E-12	-16.379417E+0
4.1176471E-9	75.796001E-3	-24.013506E-3	21.535577E-9	-27.103910E+0	2.5323904E+0	-12.572079E+0	16.277263E-12	-48.061726E+0
3.9999999E-9	76.241560E-3	-20.290667E-3	21.574786E-9	-27.450754E+0	2.4952033E+0	-101.66508E+0	16.022380E-12	-26.432882E+0
3.8823531E-9	75.394697E-3	17.981037E-3	21.558167E-9	-27.612999E+0	2.4598653E+0	-102.17266E+0	19.461748E-12	-36.354462E+0
3.7647059E-9	75.446062E-3	-36.187842E-3	21.556637E-9	-26.775763E+0	2.4498053E+0	-19.940779E+0	30.157196E-12	48.832130E+0
3.6470587E-9	75.152077E-3	-11.982223E-3	21.552482E-9	-29.166439E+0	2.4270411E+0	-589.52260E-3	16.697531E-12	31.440815E+0
3.5294119E-9	76.399229E-3	-31.636812E-3	21.589587E-9	-31.166927E+0	2.4007380E+0	2.5055530E+0	28.730693E-12	-43.028614E+0
3.4117646E-9	76.221213E-3	-10.370041E-3	21.567473E-9	-24.753426E+0	2.3872259E+0	-65.893448E+0	9.8825731E-12	4.3760667E+0
3.2941174E-9	76.708987E-3	-9.6831806E-3	21.579424E-9	-31.523186E+0	2.3662465E+0	-107.01488E+0	21.756642E-12	-80.990860E+0
3.1764706E-9	75.776167E-3	-18.972320E-3	21.574129E-9	-28.802332E+0	2.3281722E+0	3.8523381E+0	14.265306E-12	4.5296845E+0
3.0588234E-9	75.975545E-3	-12.043705E-3	21.563269E-9	-29.015770E+0	2.2908509E+0	-5.5688019E+0	26.276134E-12	7.8268962E+0
2.9411762E-9	76.435342E-3	-37.822925E-3	21.547569E-9	-31.060766E+0	2.2771575E+0	-46.245762E+0	26.875049E-12	-69.422554E+0
2.8235294E-9	76.391600E-3	2.1958102E-3	21.566276E-9	-28.044214E+0	2.2575338E+0	-112.20829E+0	13.613172E-12	3.3974972E+0
2.7058822E-9	78.377277E-3	-41.600145E-3	21.548171E-9	-29.470886E+0	2.2315989E+0	37.341305E+0	21.986721E-12	71.537247E+0
2.5882354E-9	76.738484E-3	-15.042889E-3	21.547184E-9	-31.759327E+0	2.2091777E+0	114.10104E+0	23.344503E-12	99.170380E+0
2.4705882E-9	77.017210E-3	-6.4773438E-3	21.566036E-9	-26.842646E+0	2.1737239E+0	74.378563E+0	21.468863E-12	-25.705666E+0
2.3529410E-9	77.228293E-3	-20.039726E-3	21.553170E-9	-27.681152E+0	2.1396036E+0	-125.18729E+0	23.533222E-12	-31.231682E+0
2.2352937E-9	77.321880E-3	-38.534865E-3	21.548155E-9	-32.294403E+0	2.1314828E+0	43.354851E+0	22.046059E-12	167.32338E+0
2.1176474E-9	77.234395E-3	-6.0734903E-3	21.564537E-9	-27.769976E+0	2.1214147E+0	-97.914322E+0	17.631868E-12	-89.250488E+0
2.0000002E-9	77.019244E-3	-48.737500E-3	21.592154E-9	-30.747799E+0	2.0869782E+0	-26.280796E+0	17.907944E-12	45.131962E+0
1.8823529E-9	77.805072E-3	-25.123270E-3	21.575236E-9	-35.969597E+0	2.0517406E+0	-72.164940E+0	30.005685E-12	-37.008514E+0
1.7647057E-9	77.975973E-3	-59.251815E-3	21.596243E-9	-29.383362E+0	2.0331824E+0	-35.760864E+0	9.5317183E-12	-50.270924E+0
1.6470585E-9	76.594032E-3	-14.555831E-3	21.624906E-9	-32.066750E+0	2.0149262E+0	-5.5960093E+0	15.449754E-12	-37.607574E+0
1.5294122E-9	76.983139E-3	-59.043735E-3	21.642114E-9	-33.123974E+0	1.9858917E+0	130.40584E+0	20.888026E-12	-943.97861E-3
1.4117649E-9	77.884421E-3	-8.8030696E-3	21.645240E-9	-29.555624E+0	1.9633459E+0	36.764748E+0	35.451659E-12	-87.471176E+0
1.2941177E-9	77.566527E-3	-44.876616E-3	21.662418E-9	-33.366562E+0	1.9436010E+0	-23.991405E+0	29.338847E-12	-196.18663E+0
1.1764705E-9	77.581786E-3	-56.090068E-3	21.678780E-9	-36.616409E+0	1.9191147E+0	-110.37799E+0	18.114022E-12	-206.07631E+0
1.0588233E-9	78.814700E-3	-56.830272E-3	21.680709E-9	-30.755877E+0	1.8961420E+0	-126.34786E+0	16.564661E-12	-190.75941E+0
941.17603E-12	78.268945E-3	-58.618017E-3	21.729702E-9	-35.153122E+0	1.8755143E+0	-38.701042E+0	19.674972E-12	-152.38535E+0
823.52969E-12	77.991232E-3	-62.322199E-3	21.729374E-9	-35.195908E+0	1.8515966E+0	24.926760E+0	25.529938E-12	-95.997498E+0
705.88246E-12	78.554787E-3	-39.397694E-3	21.698167E-9	-32.880798E+0	1.8190633E+0	-76.509346E+0	9.6376370E-12	-165.52419E+0
588.23524E-12	78.400172E-3	-69.003277E-3	21.731882E-9	-36.168457E+0	1.7882879E+0	7.6995263E+0	16.844533E-12	-176.25142E+0
470.58801E-12	78.241475E-3	-13.912667E-3	21.705510E-9	-33.588318E+0	1.7712820E+0	-31.543335E+0	14.907568E-12	-140.67273E+0
352.94079E-12	78.000389E-3	-90.160817E-3	21.696433E-9	-33.461777E+0	1.7593603E+0	-72.048576E+0	15.133415E-12	-162.08232E+0
235.29445E-12	79.296365E-3	-39.482672E-3	21.725430E-9	-37.450161E+0	1.7422394E+0	34.002575E+0	9.4595998E-12	-110.12896E+0
117.64723E-12	78.644305E-3	-59.043918E-3	21.720364E-9	-34.011059E+0	1.7183768E+0	46.482185E+0	30.831289E-12	-138.77914E+0
0.0000000E+0	79.017133E-3	-43.701693E-3	21.742926E-9	-34.183636E+0	1.6861150E+0	-50.543026E+0	25.183935E-12	-168.32384E+0
-117.64723E-12	79.003908E-3	-70.339046E-3	21.744111E-9	-40.895447E+0	1.6473918E+0	25.800596E+0	19.655551E-12	-140.93805E+0
-235.29445E-12	79.591878E-3	-57.572786E-3	21.763400E-9	-35.776165E+0	1.6146902E+0	30.025406E+0	18.276739E-12	-80.577873E+0
-352.94168E-12	78.845724E-3	-74.469358E-3	21.736584E-9	-37.256233E+0	1.6101294E+0	-66.332710E+0	20.299202E-12	-143.49915E+0
-470.58801E-12	80.313616E-3	-109.92662E-3	21.746573E-9	-43.084084E+0	1.5870061E+0	43.946663E+0	14.814342E-12	-118.37202E+0
-588.23524E-12	80.539443E-3	-74.467525E-3	21.722611E-9	-39.781170E+0	1.5475856E+0	29.278296E+0	15.128230E-12	-125.13445E+0
-705.88246E-12	81.293747E-3	-142.44547E-3	21.706121E-9	-43.712574E+0	1.5239487E+0	-30.128172E+0	21.673002E-12	-183.80582E+0
-823.52969E-12	81.319682E-3	-146.04630E-3	21.729784E-9	-49.264042E+0	1.5068599E+0	-53.248291E+0	12.758451E-12	-197.20314E+0
-941.17691E-12	82.837425E-3	-171.63286E-3	21.699710E-9	-46.906437E+0	1.4721563E+0	2.8329682E+0	22.687531E-12	-103.27547E+0
-1.0588233E-9	83.950296E-3	-293.22532E-3	21.640334E-9	-61.647747E+0	1.4471725E+0	-52.645962E+0	21.889875E-12	-136.66570E+0
-1.1764705E-9	84.760033E-3	-385.25844E-3	21.482595E-9	-75.486725E+0	1.4350656E+0	-40.451710E+0	19.876730E-12	-139.41550E+0
-1.2941177E-9	82.621254E-3	-167.78842E-3	21.429885E-9	-51.896854E+0	1.4080124E+0	26.113588E+0	16.533967E-12	-127.79090E+0
-1.4117649E-9	82.231142E-3	-153.17015E-3	21.432916E-9	-49.351521E+0	1.3636653E+0	-25.551554E+0	20.556298E-12	-135.04419E+0
-1.5294122E-9	83.081052E-3	-171.68407E-3	21.298305E-9	-57.111156E+0	1.3394368E+0	6.8680243E+0	14.737944E-12	-99.191727E+0
-1.6470585E-9	83.779909E-3	-232.39018E-3	21.028367E-9	-58.338455E+0	1.3340169E+0	-18.975885E+0	16.048975E-12	-79.789162E+0
-1.7647057E-9	89.556888E-3	-584.98895E-3	20.281387E-9	-97.264412E+0	1.3120606E+0	73.523575E+0	16.062528E-12	-119.08860E+0
-1.8823529E-9	109.66796E-3	-2.1998444E+0	18.673886E-9	-230.63808E+0	1.2931203E+0	43.206383E+0	18.838264E-12	-154.61639E+0
-2.0000002E-9	118.87003E-3	-2.7332094E+0	16.447041E-9	-262.11499E+0	1.2700572E+0	53.320507E+0	22.109058E-12	-112.51990E+0
-2.1176474E-9	123.08960E-3	-2.6564620E+0	14.312502E-9	-265.90668E+0	1.2178096E+0	-11.667773E+0	20.633967E-12	-162.18176E+0
-2.2352937E-9	127.76795E-3	-2.1646228E+0	12.446686E-9	-243.21024E+0	1.1860015E+0	-49.114674E+0	8.9842586E-12	-158.03613E+0
-2.3529410E-9	139.76033E-3	-2.9320610E+0	10.575538E-9	-276.08105E+0	1.1883616E+0	-37.965118E+0	30.492796E-12	-217.48994E+0
-2.4705882E-9	170.54342E-3	-6.4415917E+0	8.3668086E-9	-305.17578E+0	1.1797520E+0	61.366810E+0	16.306236E-12	-119.82526E+0
-2.5882354E-9	191.78924E-3	-20.340042E+0	5.6427298E-9	-305.17578E+0	1.1423838E+0	4.4433427E+0	14.536572E-12	-132.28391E+0
-2.7058826E-9	316.96320E-3	-15.865627E+0	2.5730025E-9	-215.38748E+0	1.1188873E+0	60.844532E+0	23.476414E-12	-15.213624E+0
-2.8235299E-9	394.90202E-3	99.437004E+0	103.78411E-12	120.24233E+0	1.1023448E+0	6.0571289E+0	16.517758E-12	-99.446930E+0
-2.9411762E-9	422.47772E-3	36.718239E+0	73.762427E-12	189.69461E+0	1.0734217E+0	55.722492E+0	16.030273E-12	-30.554806E+0
-3.0588234E-9	447.14102E-3	27.524836E+0	41.134252E-12	207.50380E+0	1.0458537E+0	47.404732E+0	22.673814E-12	-82.298157E+0
-3.1764706E-9	476.27664E-3	83.816895E+0	70.204884E-12	245.55467E+0	1.0239161E+0	38.795612E+0	11.918640E-12	-65.508133E+0
-3.2941179E-9	494.61415E-3	90.772758E+0	49.301330E-12	284.47931E+0	1.0043294E+0	42.792908E+0	29.808551E-12	-67.716156E+0
-3.4117651E-9	562.41757E-3	-15.566010E+0	16.929723E-12	174.69756E+0	983.61665E-3	64.780487E+0	27.276906E-12	-80.341194E+0
-3.5294114E-9	646.44116E-3	49.733891E+0	19.070821E-12	186.77835E+0	959.10090E-3	30.270807E+0	17.698371E-12	-97.556450E+0
-3.6470587E-9	687.77412E-3	-49.524605E+0	36.339931E-12	67.516220E+0	936.12266E-3	-83.401306E+0	20.272298E-12	-92.184990E+0
-3.7647059E-9	754.52828E-3	41.717480E+0	25.630206E-12	106.39848E+0	916.54259E-3	-85.719345E+0	23.957092E-12	-76.338440E+0
-3.8823531E-9	782.97728E-3	15.395037E+0	11.059192E-12	141.52209E+0	884.41414E-3	-92.132950E+0	21.929708E-12	-149.23871E+0
-4.0000003E-9	764.80609E-3	-52.437912E+0	10.156885E-12	155.10866E+0	846.72344E-3	98.068359E+0	14.177218E-12	-21.387699E+0
-4.1176476E-9	737.48988E-3	-83.491974E+0	19.471353E-12	151.68623E+0	815.61536E-3	-45.172146E+0	21.926282E-12	-48.830753E+0
-4.2352939E-9	731.32277E-3	-76.821274E+0	12.466227E-12	125.99333E+0	798.07132E-3	17.689629E+0	19.496141E-12	-22.965620E+0
-4.3529411E-9	732.65940E-3	-86.933769E+0	23.790647E-12	141.71512E+0	790.36510E-3	-91.180916E+0	18.621948E-12	256.92368E-3
-4.4705883E-9	708.66799E-3	-17.943953E+0	15.276287E-12	112.77613E+0	776.19272E-3	-30.631617E+0	13.523990E-12	48.337132E+0
-4.5882356E-9	687.27827E-3	36.684155E+0	21.417155E-12	134.94873E+0	742.77598E-3	-81.421318E+0	19.344911E-12	-6.8130326E+0
-4.7058828E-9	697.56466E-3	105.39207E+0	22.024108E-12	164.48639E+0	696.68937E-3	-34.282658E+0	18.336124E-12	104.20967E+0
-4.8235291E-9	697.32666E-3	-9.5843287E+0	19.603813E-12	127.10107E+0	674.66635E-3	73.591316E+0	16.956523E-12	74.275574E+0
-4.9411772E-9	688.79396E-3	-88.296761E+0	22.654696E-12	118.19559E+0	664.39617E-3	-808.15762E-3	31.067975E-12	78.137901E+0
-5.0588236E-9	690.46938E-3	9.4536390E+0	24.158151E-12	113.09495E+0	632.31659E-3	7.6838360E+0	19.966747E-12	-35.479931E+0
-5.1764699E-9	686.44357E-3	2.4523251E+0	16.302196E-12	83.214348E+0	596.57896E-3	-32.948231E+0	18.159403E-12	48.704586E+0
-5.2941180E-9	671.49198E-3	-91.490250E+0	28.011260E-12	22.996052E+0	579.30249E-3	-8.6043940E+0	17.116017E-12	54.498550E+0
-5.4117644E-9	647.12977E-3	12.362145E+0	9.6400943E-12	74.758575E+0	563.40176E-3	-22.527542E+0	5.2641342E-12	3.6108296E+0
-5.5294125E-9	596.84855E-3	-27.040956E+0	26.026896E-12	22.940254E+0	533.50425E-3	20.861099E+0	17.438049E-12	-7.4286599E+0
-5.6470588E-9	550.45420E-3	42.809444E+0	18.145931E-12	56.399727E+0	513.76748E-3	-45.439857E+0	24.315567E-12	-74.552116E+0
-5.7647052E-9	522.69995E-3	-42.759308E+0	13.134737E-12	-1.3594214E+0	488.62761E-3	13.064214E+0	16.819603E-12	76.703415E+0
-5.8823533E-9	506.74796E-3	-35.196453E+0	23.527097E-12	72.756630E+0	446.11207E-3	67.885147E+0	19.055370E-12	64.932487E+0
-5.9999996E-9	466.90828E-3	119.11928E+0	16.248773E-12	64.732071E+0	415.94240E-3	-15.925924E+0	10.976659E-12	55.369255E+0
-6.1176477E-9	424.05549E-3	-68.242004E+0	19.505337E-12	27.633495E+0	410.02351E-3	12.190042E+0	22.794907E-12	383.53476E-3
-6.2352941E-9	419.39798E-3	-82.623306E+0	18.725186E-12	2.5996330E+0	397.91107E-3	39.876171E+0	17.798131E-12	57.792671E+0
-6.3529404E-9	412.80976E-3	3.9786923E+0	13.307091E-12	23.973516E+0	378.53953E-3	23.792000E+0	23.001911E-12	-4.2373543E+0
-6.4705885E-9	397.58909E-3	-54.590111E+0	24.209164E-12	-19.333406E+0	365.97088E-3	-23.989246E+0	12.592961E-12	-38.501865E+0
-6.5882348E-9	382.96559E-3	55.335815E+0	26.056286E-12	110.70614E+0	325.21516E-3	76.672974E+0	22.511210E-12	64.475037E+0
-6.7058830E-9	384.52709E-3	-479.15840E-3	31.013588E-12	23.629841E+0	275.01526E-3	71.753731E+0	10.066399E-12	-43.191784E+0
-6.8235293E-9	377.31984E-3	-104.17985E+0	9.5798439E-12	-25.840820E+0	258.78042E-3	-38.258377E+0	16.641757E-12	-56.321991E+0
-6.9411756E-9	343.83392E-3	6.2211394E+0	22.956279E-12	61.428684E+0	262.79500E-3	73.691460E+0	17.918398E-12	-28.831314E+0
-7.0588237E-9	315.86152E-3	-3.7432644E+0	19.056534E-12	-39.498260E+0	238.60423E-3	-57.169659E+0	10.396949E-12	-80.894165E+0
-7.1764701E-9	291.40624E-3	55.061321E+0	10.109965E-12	83.067978E+0	201.97549E-3	16.509247E+0	20.036832E-12	-99.544022E+0
-7.2941182E-9	270.81758E-3	45.904598E+0	12.459484E-12	79.593147E+0	178.45204E-3	4.7768784E+0	17.288950E-12	-137.13824E+0
-7.4117645E-9	251.72985E-3	-62.696739E+0	23.664381E-12	22.655870E+0	143.88275E-3	88.087669E+0	18.152717E-12	-89.742584E+0
-7.5294126E-9	215.04822E-3	30.456123E+0	13.851303E-12	103.91013E+0	114.76389E-3	91.819351E+0	37.009434E-12	-29.893574E+0
-7.6470590E-9	167.44690E-3	56.614338E+0	13.963265E-12	78.579742E+0	99.121600E-3	5.4800172E+0	25.264535E-12	-155.42767E+0
-7.7647053E-9	135.58501E-3	-17.455753E+0	25.688545E-12	60.758289E+0	77.878818E-3	29.055426E+0	28.197509E-12	-108.75668E+0
-7.8823534E-9	118.99211E-3	52.374695E+0	14.612908E-12	44.896362E+0	51.568095E-3	-89.466255E+0	14.261273E-12	-205.42548E+0
-7.9999998E-9	95.969647E-3	-24.321358E+0	23.190701E-12	22.542866E+0	28.877769E-3	29.076569E+0	20.211615E-12	-137.91235E+0
-8.1176479E-9	75.714618E-3	97.416061E+0	28.617041E-12	139.80885E+0	8.4686279E-3	-28.105846E+0	22.777369E-12	-163.08472E+0
-8.2352942E-9	66.985063E-3	-29.300039E+0	23.683062E-12	17.413071E+0	-17.088318E-3	-47.804523E+0	21.210101E-12	-181.69054E+0
-8.3529406E-9	62.064108E-3	10.948563E+0	19.406022E-12	71.053741E+0	-45.152791E-3	-10.743930E+0	16.709228E-12	-146.08321E+0
-8.4705887E-9	43.989561E-3	-25.959681E+0	10.856934E-12	27.553944E+0	-71.793623E-3	-118.11368E+0	20.258057E-12	-193.77066E+0
-8.5882350E-9	20.022582E-3	8.6593599E+0	6.2419653E-12	63.425156E+0	-93.052678E-3	41.892761E+0	14.710070E-12	-129.68637E+0
-8.7058831E-9	11.788432E-3	125.15189E+0	20.477259E-12	85.927277E+0	-118.30444E-3	-8.5765848E+0	28.341647E-12	-160.70934E+0
-8.8235295E-9	3.4784956E-3	114.93681E+0	15.658530E-12	104.27957E+0	-142.12953E-3	-9.5807247E+0	22.397261E-12	-119.45895E+0
-8.9411758E-9	-29.278563E-3	-2.5157673E+0	12.128701E-12	-5.0193505E+0	-157.16298E-3	2.1742337E+0	21.336530E-12	-148.75592E+0
-9.0588239E-9	-73.528543E-3	-21.158106E+0	15.541469E-12	-2.3172202E+0	-176.79901E-3	13.952833E+0	16.951000E-12	-113.89116E+0
-9.1764703E-9	-114.17083E-3	57.057076E+0	5.5922528E-12	16.918467E+0	-221.90501E-3	29.309820E+0	18.528219E-12	-120.19261E+0
-9.2941184E-9	-139.81375E-3	-38.364758E+0	19.729071E-12	-26.591427E+0	-266.96318E-3	-13.539609E+0	23.928453E-12	-162.84692E+0
-9.4117647E-9	-170.52662E-3	-51.236427E+0	29.806255E-12	-48.966576E+0	-281.47328E-3	-31.641594E+0	8.0243451E-12	-169.17421E+0
-9.5294110E-9	-198.42274E-3	-67.168587E+0	29.801672E-12	-128.63585E+0	-282.88066E-3	-104.45791E+0	14.610891E-12	-183.55974E+0
-9.6470592E-9	-226.05947E-3	52.219891E+0	8.0750164E-12	-46.240860E+0	-306.28204E-3	-85.391197E+0	20.644441E-12	-155.82033E+0
-9.7647055E-9	-251.39213E-3	-45.284958E+0	18.591739E-12	-103.81953E+0	-336.32204E-3	34.924809E+0	20.714515E-12	-90.188683E+0
-9.8823536E-9	-268.14118E-3	51.181656E+0	15.341534E-12	-48.375523E+0	-360.53109E-3	91.528168E+0	23.007405E-12	-78.903442E+0
-9.9999999E-9	-282.80589E-3	-108.68653E+0	25.892571E-12	-174.17973E+0	-397.97363E-3	-33.307858E+0	27.683080E-12	-176.74210E+0
-10.117646E-9	-304.70479E-3	12.373430E+0	13.027567E-12	-120.93523E+0	-418.60405E-3	58.321125E+0	14.828881E-12	-199.46065E+0
