Experiment	bias spectroscopy	
Saved Date	06.11.2019 10:20:20	
User		
Date		
X (m)	-3.0725E-6	
Y (m)	3.07822E-6	
Z (m)	-317.759E-9	
Z offset (m)	0E+0	
Settling time (s)	200E-6	
Integration time (s)	100E-6	
Z-Ctrl hold	TRUE	
Final Z (m)	N/A	
Start time	06.11.2019 10:19:49	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Bias calc (V)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	OC D1 Amplitude [bwd] (m)	OC M1 Freq. Shift [bwd] (Hz)
270.58828E-3	110.11794E-9	-12.307062E+0	110.01288E-9	-12.634468E+0
278.43142E-3	110.12224E-9	-13.052593E+0	110.00776E-9	-11.319111E+0
286.27455E-3	110.11912E-9	-12.147530E+0	109.99945E-9	-11.088693E+0
294.11769E-3	110.09710E-9	-12.274884E+0	109.99052E-9	-11.924035E+0
301.96083E-3	110.09538E-9	-12.934490E+0	109.96576E-9	-11.655644E+0
309.80396E-3	110.08582E-9	-13.691389E+0	109.96560E-9	-11.215816E+0
317.64710E-3	110.08694E-9	-11.773873E+0	109.94685E-9	-11.795055E+0
325.49024E-3	110.07126E-9	-13.072890E+0	109.93490E-9	-12.370915E+0
333.33337E-3	110.06109E-9	-13.405734E+0	109.91903E-9	-11.670947E+0
341.17651E-3	110.06459E-9	-12.971168E+0	109.91327E-9	-11.048409E+0
349.01965E-3	110.05715E-9	-12.013640E+0	109.90588E-9	-12.213878E+0
356.86278E-3	110.04555E-9	-13.031236E+0	109.89106E-9	-12.802480E+0
364.70592E-3	110.04311E-9	-13.718093E+0	109.87944E-9	-11.400956E+0
372.54906E-3	110.05135E-9	-12.765626E+0	109.87698E-9	-11.498598E+0
380.39219E-3	110.03567E-9	-12.279773E+0	109.87291E-9	-12.605093E+0
388.23533E-3	110.02906E-9	-13.210283E+0	109.85202E-9	-12.793304E+0
396.07847E-3	110.03130E-9	-13.798030E+0	109.83530E-9	-11.366596E+0
403.92160E-3	110.03616E-9	-12.006357E+0	109.82752E-9	-11.512791E+0
411.76474E-3	110.01423E-9	-13.155192E+0	109.80838E-9	-12.604389E+0
419.60788E-3	110.00009E-9	-13.932393E+0	109.78355E-9	-12.160267E+0
427.45101E-3	109.99228E-9	-13.592560E+0	109.76999E-9	-11.469477E+0
435.29415E-3	109.98804E-9	-12.336795E+0	109.76091E-9	-12.408698E+0
443.13729E-3	109.97995E-9	-13.639858E+0	109.74937E-9	-12.711373E+0
450.98042E-3	109.96616E-9	-14.107740E+0	109.72327E-9	-11.835502E+0
458.82356E-3	109.96670E-9	-12.987171E+0	109.71594E-9	-12.514480E+0
466.66670E-3	109.96515E-9	-12.809730E+0	109.71702E-9	-13.597399E+0
474.50984E-3	109.95870E-9	-13.834126E+0	109.70093E-9	-13.271349E+0
482.35297E-3	109.94892E-9	-14.165782E+0	109.69705E-9	-12.166759E+0
490.19611E-3	109.95596E-9	-12.363888E+0	109.69359E-9	-12.905926E+0
498.03925E-3	109.94772E-9	-13.300314E+0	109.69458E-9	-14.190632E+0
505.88250E-3	109.94313E-9	-14.032519E+0	109.69074E-9	-13.310226E+0
513.72564E-3	109.93511E-9	-14.030262E+0	109.68289E-9	-12.378506E+0
521.56878E-3	109.93841E-9	-12.499305E+0	109.67578E-9	-13.272475E+0
529.41191E-3	109.93786E-9	-13.790467E+0	109.67069E-9	-14.189551E+0
537.25505E-3	109.93277E-9	-14.266001E+0	109.66802E-9	-12.904980E+0
545.09819E-3	109.93102E-9	-13.588213E+0	109.64920E-9	-12.801655E+0
552.94132E-3	109.93573E-9	-13.221504E+0	109.64877E-9	-13.767989E+0
560.78446E-3	109.93321E-9	-14.171603E+0	109.64023E-9	-13.891418E+0
568.62760E-3	109.91658E-9	-15.139544E+0	109.63966E-9	-13.276639E+0
576.47073E-3	109.91648E-9	-13.077708E+0	109.62727E-9	-14.056342E+0
584.31387E-3	109.91360E-9	-14.248318E+0	109.63697E-9	-14.947575E+0
592.15701E-3	109.91787E-9	-14.706278E+0	109.64662E-9	-13.822159E+0
600.00014E-3	109.90858E-9	-14.257059E+0	109.64149E-9	-13.765027E+0
607.84328E-3	109.90323E-9	-13.112959E+0	109.63712E-9	-14.592701E+0
615.68642E-3	109.91233E-9	-14.525262E+0	109.64274E-9	-15.251769E+0
623.52955E-3	109.89650E-9	-15.291171E+0	109.64151E-9	-13.621106E+0
631.37269E-3	109.89137E-9	-14.519320E+0	109.63492E-9	-13.567840E+0
639.21583E-3	109.88487E-9	-14.104312E+0	109.63339E-9	-14.884741E+0
647.05896E-3	109.88543E-9	-14.745902E+0	109.62790E-9	-14.831923E+0
654.90210E-3	109.86862E-9	-15.771321E+0	109.63202E-9	-13.253819E+0
662.74524E-3	109.86014E-9	-14.085526E+0	109.61654E-9	-14.188225E+0
670.58837E-3	109.85219E-9	-14.829650E+0	109.61599E-9	-15.204371E+0
678.43151E-3	109.85043E-9	-15.349937E+0	109.62085E-9	-14.888600E+0
686.27465E-3	109.84387E-9	-15.443269E+0	109.62081E-9	-14.225711E+0
694.11778E-3	109.83869E-9	-13.757031E+0	109.60965E-9	-14.537694E+0
701.96092E-3	109.82377E-9	-15.256626E+0	109.59536E-9	-15.385080E+0
709.80406E-3	109.82704E-9	-15.579795E+0	109.59646E-9	-14.164781E+0
717.64719E-3	109.82343E-9	-14.657548E+0	109.59189E-9	-14.234321E+0
725.49033E-3	109.80323E-9	-15.145647E+0	109.57366E-9	-15.428514E+0
733.33347E-3	109.80243E-9	-15.897779E+0	109.56339E-9	-15.434150E+0
741.17661E-3	109.79635E-9	-16.222017E+0	109.57422E-9	-14.523510E+0
749.01974E-3	109.78593E-9	-14.626922E+0	109.57217E-9	-15.377766E+0
756.86288E-3	109.77678E-9	-15.400408E+0	109.56404E-9	-16.195751E+0
764.70602E-3	109.76904E-9	-16.382490E+0	109.57031E-9	-15.315467E+0
772.54915E-3	109.76801E-9	-16.504986E+0	109.56475E-9	-14.557107E+0
780.39229E-3	109.74955E-9	-15.243956E+0	109.55712E-9	-15.278729E+0
788.23543E-3	109.73965E-9	-16.467365E+0	109.53705E-9	-16.488895E+0
796.07856E-3	109.73690E-9	-16.952465E+0	109.53893E-9	-15.029019E+0
803.92170E-3	109.73146E-9	-15.867702E+0	109.52812E-9	-14.789474E+0
811.76484E-3	109.70705E-9	-16.187382E+0	109.51557E-9	-15.809814E+0
819.60797E-3	109.69684E-9	-16.944292E+0	109.49825E-9	-16.195253E+0
827.45111E-3	109.69086E-9	-17.133661E+0	109.49184E-9	-14.970689E+0
835.29425E-3	109.68157E-9	-15.809916E+0	109.48293E-9	-16.071699E+0
843.13738E-3	109.65864E-9	-17.034128E+0	109.47716E-9	-16.660675E+0
850.98052E-3	109.64910E-9	-17.844166E+0	109.46452E-9	-15.457043E+0
858.82366E-3	109.63472E-9	-17.036146E+0	109.46123E-9	-15.703490E+0
866.66679E-3	109.63368E-9	-15.696179E+0	109.45654E-9	-16.267672E+0
874.50993E-3	109.61839E-9	-17.480171E+0	109.44238E-9	-17.091473E+0
882.35307E-3	109.60497E-9	-18.163254E+0	109.43180E-9	-15.613905E+0
890.19620E-3	109.60612E-9	-16.689026E+0	109.42350E-9	-15.974997E+0
898.03934E-3	109.58597E-9	-17.000938E+0	109.41932E-9	-17.242826E+0
905.88248E-3	109.57375E-9	-18.057411E+0	109.40398E-9	-17.448915E+0
913.72561E-3	109.55983E-9	-18.619740E+0	109.40025E-9	-16.231579E+0
921.56875E-3	109.55148E-9	-17.125032E+0	109.39632E-9	-16.927885E+0
929.41189E-3	109.53703E-9	-17.901739E+0	109.39988E-9	-17.983809E+0
937.25502E-3	109.51750E-9	-18.910231E+0	109.38825E-9	-17.338850E+0
945.09816E-3	109.50284E-9	-18.501427E+0	109.39459E-9	-17.361881E+0
952.94130E-3	109.49600E-9	-17.291847E+0	109.39953E-9	-17.869377E+0
960.78444E-3	109.48671E-9	-18.723143E+0	109.40867E-9	-18.272572E+0
968.62757E-3	109.47433E-9	-19.054363E+0	109.39736E-9	-17.452925E+0
976.47071E-3	109.46677E-9	-17.528475E+0	109.40209E-9	-18.313274E+0
984.31385E-3	109.45578E-9	-17.628931E+0	109.41468E-9	-19.135265E+0
992.15698E-3	109.45561E-9	-19.129551E+0	109.43145E-9	-19.097874E+0
1.0000000E+0	109.44533E-9	-18.939207E+0	109.43398E-9	-17.847637E+0
