Experiment	Experiment	
Saved Date	24.09.2019 13:44:38	
User		
f_res (Hz)	383208.836	
Q	15115	
Phase (deg)	-221.16	
Amp/Exc (nm/mV)	6.670	
Number of points	256	
Fit length	 	
Comment01	2nd resonance - dumped and standing free	

[DATA]
OC M1 Freq. Shift (Hz)	OC M1 Center Freq. (Hz)	OC D1 Amplitude (m)	OC D1 Phase (deg)
-153.00000E+0	383.21328E+3	3.7171652E-9	9.8817225E+0
-151.80000E+0	383.21328E+3	3.7348196E-9	9.8602638E+0
-150.60001E+0	383.21328E+3	3.7642209E-9	9.8568182E+0
-149.40001E+0	383.21328E+3	3.7982435E-9	9.8295269E+0
-148.20001E+0	383.21328E+3	3.8292840E-9	9.8069000E+0
-147.00002E+0	383.21328E+3	3.8599168E-9	9.7694826E+0
-145.80002E+0	383.21328E+3	3.8929251E-9	9.7464218E+0
-144.60002E+0	383.21328E+3	3.9269041E-9	9.7236824E+0
-143.40002E+0	383.21328E+3	3.9611225E-9	9.7274542E+0
-142.20003E+0	383.21328E+3	3.9943266E-9	9.6769037E+0
-141.00003E+0	383.21328E+3	4.0323580E-9	9.6585999E+0
-139.80003E+0	383.21328E+3	4.0659471E-9	9.6194572E+0
-138.60004E+0	383.21328E+3	4.1034554E-9	9.6130257E+0
-137.40004E+0	383.21328E+3	4.1412642E-9	9.5680189E+0
-136.20004E+0	383.21328E+3	4.1770440E-9	9.5072308E+0
-135.00005E+0	383.21328E+3	4.2173309E-9	9.5093374E+0
-133.80005E+0	383.21328E+3	4.2552535E-9	9.4421797E+0
-132.60005E+0	383.21328E+3	4.2953827E-9	9.4408693E+0
-131.40005E+0	383.21328E+3	4.3364858E-9	9.3825150E+0
-130.20006E+0	383.21328E+3	4.3800621E-9	9.3653984E+0
-129.00006E+0	383.21328E+3	4.4206776E-9	9.3352060E+0
-127.80006E+0	383.21328E+3	4.4649067E-9	9.3042164E+0
-126.60007E+0	383.21328E+3	4.5084114E-9	9.2586145E+0
-125.40007E+0	383.21328E+3	4.5540154E-9	9.2227926E+0
-124.20007E+0	383.21328E+3	4.5995674E-9	9.1821566E+0
-123.00008E+0	383.21328E+3	4.6452642E-9	9.1408825E+0
-121.80008E+0	383.21328E+3	4.6939417E-9	9.1124802E+0
-120.60008E+0	383.21328E+3	4.7428284E-9	9.0161037E+0
-119.40009E+0	383.21328E+3	4.7925446E-9	8.9968138E+0
-118.20009E+0	383.21328E+3	4.8432658E-9	8.9354534E+0
-117.00009E+0	383.21328E+3	4.8962456E-9	8.9192352E+0
