Experiment	Experiment	
Saved Date	24.09.2019 13:44:42	
User		
f_res (Hz)	383206.913	
Q	15052	
Phase (deg)	-191.05	
Amp/Exc (nm/mV)	6.644	
Number of points	256	
Fit length	 	
Comment01	2nd resonance - dumped and standing free	

[DATA]
OC M1 Freq. Shift (Hz)	OC M1 Center Freq. (Hz)	OC D1 Amplitude (m)	OC D1 Phase (deg)
-153.00000E+0	383.20884E+3	3.3987511E-9	122.75322E+0
-151.80000E+0	383.20884E+3	3.3999579E-9	122.69345E+0
-150.60001E+0	383.20884E+3	3.4446539E-9	122.72871E+0
-149.40001E+0	383.20884E+3	3.4748899E-9	122.76363E+0
-148.20001E+0	383.20884E+3	3.5030705E-9	122.71018E+0
-147.00002E+0	383.20884E+3	3.5339789E-9	122.61423E+0
-145.80002E+0	383.20884E+3	3.5637893E-9	122.67137E+0
-144.60002E+0	383.20884E+3	3.5956038E-9	122.57974E+0
-143.40002E+0	383.20884E+3	3.6212469E-9	122.62369E+0
-142.20003E+0	383.20884E+3	3.6607384E-9	122.57568E+0
-141.00003E+0	383.20884E+3	3.6896937E-9	122.53776E+0
-139.80003E+0	383.20884E+3	3.7120562E-9	122.44807E+0
-138.60004E+0	383.20884E+3	3.7580761E-9	122.47665E+0
-137.40004E+0	383.20884E+3	3.7880272E-9	122.52167E+0
-136.20004E+0	383.20884E+3	3.8218886E-9	122.45257E+0
-135.00005E+0	383.20884E+3	3.8618810E-9	122.38674E+0
-133.80005E+0	383.20884E+3	3.8985122E-9	122.40274E+0
-132.60005E+0	383.20884E+3	3.9317896E-9	122.30521E+0
-131.40005E+0	383.20884E+3	3.9674530E-9	122.27020E+0
-130.20006E+0	383.20884E+3	4.0103596E-9	122.26855E+0
-129.00006E+0	383.20884E+3	4.0496393E-9	122.19675E+0
-127.80006E+0	383.20884E+3	4.0883901E-9	122.14143E+0
-126.60007E+0	383.20884E+3	4.1207158E-9	121.97691E+0
-125.40007E+0	383.20884E+3	4.1636352E-9	122.10989E+0
-124.20007E+0	383.20884E+3	4.2086534E-9	122.07206E+0
-123.00008E+0	383.20884E+3	4.2489141E-9	121.97942E+0
-121.80008E+0	383.20884E+3	4.2920716E-9	121.95795E+0
-120.60008E+0	383.20884E+3	4.3127271E-9	121.93861E+0
-119.40009E+0	383.20884E+3	4.3854458E-9	121.95329E+0
-118.20009E+0	383.20884E+3	4.4227977E-9	121.80646E+0
-117.00009E+0	383.20884E+3	4.4690012E-9	121.80641E+0
-115.80009E+0	383.20884E+3	4.5316915E-9	121.67196E+0
-114.60010E+0	383.20884E+3	4.5767736E-9	121.70795E+0
-113.40010E+0	383.20884E+3	4.6251083E-9	121.53176E+0
-112.20010E+0	383.20884E+3	4.6795541E-9	121.54974E+0
-111.00011E+0	383.20884E+3	4.7273532E-9	121.55974E+0
-109.80011E+0	383.20884E+3	4.7928386E-9	121.37916E+0
-108.60011E+0	383.20884E+3	4.8170299E-9	121.43951E+0
-107.40012E+0	383.20884E+3	4.8942121E-9	121.35596E+0
-106.20012E+0	383.20884E+3	4.9396398E-9	121.25764E+0
-105.00012E+0	383.20884E+3	5.0003020E-9	121.22164E+0
-103.80013E+0	383.20884E+3	5.0685762E-9	121.12843E+0
-102.60013E+0	383.20884E+3	5.1423537E-9	121.11971E+0
