Experiment	Experiment	
Saved Date	11.11.2019 11:34:51	
User		
f_res (Hz)	65636.9855	
Q	39225	
Phase (deg)	185.05	
Amp/Exc (nm/mV)	7.702	
Number of points	258	
Fit length	 	

[DATA]
OC M1 Freq. Shift (Hz)	OC M1 Center Freq. (Hz)	OC D1 Amplitude (m)	OC D1 Phase (deg)
-19.100000E+0	65.636984E+3	3.4831962E-9	93.285934E+0
-18.951363E+0	65.636984E+3	3.5041838E-9	92.813370E+0
-18.802725E+0	65.636984E+3	3.5306087E-9	92.819183E+0
-18.654087E+0	65.636984E+3	3.5503616E-9	92.782257E+0
-18.505449E+0	65.636984E+3	3.5820740E-9	93.090981E+0
-18.356812E+0	65.636984E+3	3.6148178E-9	92.948524E+0
-18.208174E+0	65.636984E+3	3.6456795E-9	92.851593E+0
-18.059536E+0	65.636984E+3	3.6729872E-9	92.807739E+0
-17.910898E+0	65.636984E+3	3.6985957E-9	92.735046E+0
-17.762260E+0	65.636984E+3	3.7265706E-9	92.821747E+0
-17.613623E+0	65.636984E+3	3.7607255E-9	92.624031E+0
-17.464985E+0	65.636984E+3	3.7836583E-9	92.685577E+0
-17.316347E+0	65.636984E+3	3.8243084E-9	92.679367E+0
-17.167709E+0	65.636984E+3	3.8600554E-9	92.645653E+0
-17.019072E+0	65.636984E+3	3.8858374E-9	92.633133E+0
-16.870434E+0	65.636984E+3	3.9123895E-9	92.584366E+0
-16.721796E+0	65.636984E+3	3.9561407E-9	92.636147E+0
-16.573158E+0	65.636984E+3	3.9887453E-9	92.633545E+0
-16.424520E+0	65.636984E+3	4.0269628E-9	92.457878E+0
-16.275883E+0	65.636984E+3	4.0566874E-9	92.433739E+0
-16.127245E+0	65.636984E+3	4.0952401E-9	92.393944E+0
-15.978607E+0	65.636984E+3	4.1372985E-9	92.388794E+0
-15.829969E+0	65.636984E+3	4.1857104E-9	92.557816E+0
-15.681332E+0	65.636984E+3	4.2153210E-9	92.504738E+0
-15.532694E+0	65.636984E+3	4.2546668E-9	92.363159E+0
-15.384056E+0	65.636984E+3	4.2872856E-9	92.419357E+0
-15.235418E+0	65.636984E+3	4.3286019E-9	92.242744E+0
-15.086781E+0	65.636984E+3	4.3637569E-9	92.331436E+0
-14.938143E+0	65.636984E+3	4.4231103E-9	92.516777E+0
-14.789505E+0	65.636984E+3	4.4686801E-9	92.446739E+0
-14.640867E+0	65.636984E+3	4.5044817E-9	92.254623E+0
-14.492229E+0	65.636984E+3	4.5487716E-9	92.308968E+0
-14.343592E+0	65.636984E+3	4.5840571E-9	92.139519E+0
-14.194954E+0	65.636984E+3	4.6422564E-9	92.112411E+0
-14.046316E+0	65.636984E+3	4.6837378E-9	92.168480E+0
-13.897678E+0	65.636984E+3	4.7434328E-9	92.117546E+0
-13.749041E+0	65.636984E+3	4.7909938E-9	92.038025E+0
-13.600403E+0	65.636984E+3	4.8358006E-9	91.895752E+0
-13.451765E+0	65.636984E+3	4.8924038E-9	91.913513E+0
-13.303127E+0	65.636984E+3	4.9488471E-9	91.808617E+0
-13.154490E+0	65.636984E+3	5.0004942E-9	91.883156E+0
-13.005852E+0	65.636984E+3	5.0558406E-9	91.738342E+0
-12.857214E+0	65.636984E+3	5.1203872E-9	91.555481E+0
-12.708576E+0	65.636984E+3	5.1728151E-9	91.693680E+0
-12.559938E+0	65.636984E+3	5.2357914E-9	91.628609E+0
-12.411301E+0	65.636984E+3	5.3052411E-9	91.621948E+0
-12.262663E+0	65.636984E+3	5.3591491E-9	91.336937E+0
-12.114025E+0	65.636984E+3	5.4242393E-9	91.540253E+0
-11.965387E+0	65.636984E+3	5.4802722E-9	91.481422E+0
-11.816750E+0	65.636984E+3	5.5650347E-9	91.618317E+0
-11.668112E+0	65.636984E+3	5.6129368E-9	91.490906E+0
-11.519474E+0	65.636984E+3	5.7064238E-9	91.446693E+0
-11.370836E+0	65.636984E+3	5.7692118E-9	91.218925E+0
-11.222198E+0	65.636984E+3	5.8399281E-9	91.108200E+0
-11.073561E+0	65.636984E+3	5.9331438E-9	91.174202E+0
-10.924923E+0	65.636984E+3	5.9902741E-9	91.229027E+0
-10.776285E+0	65.636984E+3	6.0889223E-9	91.098396E+0
-10.627647E+0	65.636984E+3	6.1544769E-9	90.900696E+0
-10.479010E+0	65.636984E+3	6.2606578E-9	91.008713E+0
-10.330372E+0	65.636984E+3	6.3581655E-9	91.151527E+0
-10.181734E+0	65.636984E+3	6.4282610E-9	90.811386E+0
-10.033096E+0	65.636984E+3	6.5489822E-9	90.825478E+0
-9.8844585E+0	65.636984E+3	6.6160957E-9	90.745865E+0
-9.7358208E+0	65.636984E+3	6.7170287E-9	90.749275E+0
-9.5871830E+0	65.636984E+3	6.8222992E-9	90.603584E+0
-9.4385452E+0	65.636984E+3	6.9390200E-9	90.734436E+0
-9.2899075E+0	65.636984E+3	7.0207409E-9	90.531731E+0
-9.1412697E+0	65.636984E+3	7.1608626E-9	90.322144E+0
-8.9926319E+0	65.636984E+3	7.2644504E-9	90.363350E+0
-8.8439941E+0	65.636984E+3	7.4024364E-9	90.071449E+0
-8.6953564E+0	65.636984E+3	7.5097395E-9	90.136642E+0
-8.5467186E+0	65.636984E+3	7.6592501E-9	90.082458E+0
-8.3980808E+0	65.636984E+3	7.7527966E-9	90.001411E+0
-8.2494431E+0	65.636984E+3	7.9257934E-9	89.884109E+0
-8.1008053E+0	65.636984E+3	8.0766425E-9	89.792007E+0
-7.9521670E+0	65.636984E+3	8.2303693E-9	89.393929E+0
-7.8035288E+0	65.636984E+3	8.3484046E-9	89.552170E+0
-7.6548905E+0	65.636984E+3	8.5067615E-9	89.249313E+0
-7.5062523E+0	65.636984E+3	8.6716199E-9	89.154129E+0
-7.3576140E+0	65.636984E+3	8.8264107E-9	89.084869E+0
-7.2089758E+0	65.636984E+3	9.0270298E-9	88.977165E+0
