Experiment	Experiment	
Saved Date	23.03.2020 15:13:38	
User		
f_res (Hz)	397459.611	
Q	114191	
Phase (deg)	80.69	
Amp/Exc (nm/mV)	0.191606	
Number of points	512	
Fit length	 	

[DATA]
OC M1 Freq. Shift (Hz)	OC M1 Center Freq. (Hz)	OC D1 Amplitude (m)	OC D1 Phase (deg)
-250.00000E+3	250.00000E+3	50.868094E-12	21.978718E+0
-249.02153E+3	250.00000E+3	41.421908E-12	-1.1719404E+0
-248.04306E+3	250.00000E+3	45.353638E-12	-1.1208833E+0
-247.06459E+3	250.00000E+3	48.605873E-12	164.93502E-3
-246.08612E+3	250.00000E+3	46.398538E-12	1.7514989E+0
-245.10766E+3	250.00000E+3	45.629209E-12	-786.29827E-3
-244.12919E+3	250.00000E+3	43.996869E-12	-965.60633E-3
-243.15072E+3	250.00000E+3	41.166286E-12	-337.53762E-3
-242.17225E+3	250.00000E+3	39.878642E-12	907.76020E-3
-241.19378E+3	250.00000E+3	34.190071E-12	1.8489357E+0
-240.21531E+3	250.00000E+3	32.102716E-12	3.1739264E+0
-239.23684E+3	250.00000E+3	28.167114E-12	1.0454628E+0
-238.25837E+3	250.00000E+3	24.564703E-12	369.52397E-3
-237.27991E+3	250.00000E+3	21.635988E-12	-2.8301795E+0
-236.30144E+3	250.00000E+3	18.659109E-12	-1.2176071E+0
-235.32297E+3	250.00000E+3	16.073358E-12	-690.04136E-3
-234.34450E+3	250.00000E+3	12.533041E-12	2.5416975E+0
-233.36603E+3	250.00000E+3	10.121668E-12	2.1877613E+0
-232.38756E+3	250.00000E+3	7.8867139E-12	-1.0568365E+0
-231.40909E+3	250.00000E+3	6.2304445E-12	-13.410788E+0
-230.43062E+3	250.00000E+3	5.8740612E-12	-3.2813208E+0
-229.45216E+3	250.00000E+3	5.6148142E-12	5.2000532E+0
-228.47369E+3	250.00000E+3	5.9790523E-12	8.4183950E+0
-227.49522E+3	250.00000E+3	6.4808965E-12	-7.0027246E+0
-226.51675E+3	250.00000E+3	7.5357177E-12	-2.0093279E+0
-225.53828E+3	250.00000E+3	8.4241225E-12	-5.9348717E+0
-224.55981E+3	250.00000E+3	8.5048843E-12	624.43542E-3
-223.58134E+3	250.00000E+3	8.5687724E-12	-5.2142839E+0
-222.60287E+3	250.00000E+3	9.1243393E-12	245.42189E-3
-221.62441E+3	250.00000E+3	9.9248465E-12	-2.4119198E+0
-220.64594E+3	250.00000E+3	10.296357E-12	1.2943234E+0
-219.66747E+3	250.00000E+3	10.727072E-12	3.3099828E+0
-218.68900E+3	250.00000E+3	11.104767E-12	-3.8889155E+0
-217.71053E+3	250.00000E+3	11.279881E-12	5.3005085E+0
-216.73206E+3	250.00000E+3	11.867155E-12	1.0230156E+0
-215.75359E+3	250.00000E+3	12.607848E-12	956.92348E-3
-214.77512E+3	250.00000E+3	13.174324E-12	-3.4967608E+0
-213.79666E+3	250.00000E+3	14.546338E-12	50.324194E-3
-212.81819E+3	250.00000E+3	14.650317E-12	-6.1087208E+0
-211.83972E+3	250.00000E+3	16.822307E-12	1.6969241E-3
-210.86125E+3	250.00000E+3	17.242529E-12	2.8852637E+0
-209.88278E+3	250.00000E+3	16.870765E-12	2.2914152E+0
-208.90431E+3	250.00000E+3	17.558286E-12	-2.6098936E+0
-207.92584E+3	250.00000E+3	18.147542E-12	-526.60823E-3
-206.94737E+3	250.00000E+3	18.947899E-12	-3.6476889E+0
-205.96891E+3	250.00000E+3	19.335266E-12	-18.277464E+0
-204.99044E+3	250.00000E+3	19.561477E-12	-105.35136E-3
-204.01197E+3	250.00000E+3	19.800481E-12	-847.05508E-3
-203.03350E+3	250.00000E+3	19.179339E-12	-1.0156186E+0
-202.05503E+3	250.00000E+3	17.475755E-12	-3.1937737E+0
-201.07656E+3	250.00000E+3	17.212017E-12	-2.1034560E+0
-200.09809E+3	250.00000E+3	18.424486E-12	-857.41740E-3
-199.11962E+3	250.00000E+3	20.452771E-12	4.3976912E+0
-198.14116E+3	250.00000E+3	27.357587E-12	2.1141405E+0
-197.16269E+3	250.00000E+3	31.015423E-12	1.0329344E+0
-196.18422E+3	250.00000E+3	19.894414E-12	-1.7960850E+0
-195.20575E+3	250.00000E+3	22.611859E-12	2.6952579E+0
-194.22728E+3	250.00000E+3	26.705931E-12	-3.4357238E+0
-193.24881E+3	250.00000E+3	36.657451E-12	2.8402331E+0
-192.27034E+3	250.00000E+3	30.939439E-12	-2.4780176E+0
-191.29187E+3	250.00000E+3	34.525358E-12	688.05498E-3
-190.31341E+3	250.00000E+3	35.142968E-12	1.5901593E+0
-189.33494E+3	250.00000E+3	29.369243E-12	-1.4696226E+0
-188.35647E+3	250.00000E+3	10.413580E-12	18.810194E+0
-187.37800E+3	250.00000E+3	23.230305E-12	3.7316456E+0
-186.39953E+3	250.00000E+3	20.046246E-12	-1.3780781E+0
-185.42106E+3	250.00000E+3	20.422169E-12	2.0644515E+0
-184.44259E+3	250.00000E+3	21.961776E-12	-492.86637E-3
-183.46412E+3	250.00000E+3	26.961209E-12	-241.88869E-3
-182.48566E+3	250.00000E+3	19.481340E-12	-2.7671242E+0
-181.50719E+3	250.00000E+3	18.329720E-12	2.3658345E+0
-180.52872E+3	250.00000E+3	9.4552855E-12	-984.58141E-3
-179.55025E+3	250.00000E+3	12.268961E-12	3.2800310E+0
-178.57178E+3	250.00000E+3	12.727454E-12	-1.2543809E+0
-177.59331E+3	250.00000E+3	10.282916E-12	-112.14976E-3
-176.61484E+3	250.00000E+3	8.3479248E-12	3.8387537E+0
-175.63637E+3	250.00000E+3	8.2120109E-12	1.4516498E+0
-174.65791E+3	250.00000E+3	10.524266E-12	-1.2358292E+0
-173.67944E+3	250.00000E+3	8.2410832E-12	2.2134848E+0
-172.70097E+3	250.00000E+3	8.2872277E-12	1.8658848E+0
-171.72250E+3	250.00000E+3	7.3692432E-12	-7.7747664E+0
-170.74403E+3	250.00000E+3	6.3927977E-12	-215.80909E-3
-169.76556E+3	250.00000E+3	6.3872375E-12	-3.8239524E+0
-168.78709E+3	250.00000E+3	6.3886609E-12	-4.9850211E+0
-167.80862E+3	250.00000E+3	6.6282054E-12	-223.77397E-3
-166.83016E+3	250.00000E+3	6.5472623E-12	4.1338892E+0
-165.85169E+3	250.00000E+3	7.0920240E-12	1.7884852E+0
-164.87322E+3	250.00000E+3	6.9909417E-12	8.5939512E+0
-163.89475E+3	250.00000E+3	7.1866623E-12	-1.5340433E+0
-162.91628E+3	250.00000E+3	7.7410318E-12	-2.5450130E+0
-161.93781E+3	250.00000E+3	8.0598644E-12	-12.794585E+0
-160.95934E+3	250.00000E+3	8.0580872E-12	-3.1742508E+0
-159.98087E+3	250.00000E+3	7.7870843E-12	-5.6431227E+0
-159.00241E+3	250.00000E+3	8.0519471E-12	-4.9428287E+0
-158.02394E+3	250.00000E+3	8.5742741E-12	1.0579960E+0
-157.04547E+3	250.00000E+3	8.0638985E-12	5.6397505E+0
-156.06700E+3	250.00000E+3	6.9663086E-12	-2.4970789E+0
-155.08853E+3	250.00000E+3	7.0150340E-12	-4.9035630E+0
-154.11006E+3	250.00000E+3	7.0061626E-12	-384.95353E-3
-153.13159E+3	250.00000E+3	6.5882603E-12	-15.632678E+0
-152.15312E+3	250.00000E+3	6.1729710E-12	-4.6878872E+0
-151.17466E+3	250.00000E+3	5.9139781E-12	-9.3665895E+0
-150.19619E+3	250.00000E+3	5.8211496E-12	1.1397849E+0
-149.21772E+3	250.00000E+3	5.7384640E-12	-6.6234283E+0
-148.23925E+3	250.00000E+3	5.6236430E-12	-7.5340095E+0
-147.26078E+3	250.00000E+3	5.1252995E-12	2.3505976E+0
-146.28231E+3	250.00000E+3	5.4004409E-12	4.1645784E+0
-145.30384E+3	250.00000E+3	5.3187580E-12	-124.21885E-3
-144.32537E+3	250.00000E+3	5.4067081E-12	-11.283010E+0
-143.34691E+3	250.00000E+3	5.4818502E-12	-5.6806340E+0
-142.36844E+3	250.00000E+3	5.0642420E-12	-10.723846E+0
-141.38997E+3	250.00000E+3	5.3368733E-12	-7.4590435E+0
-140.41150E+3	250.00000E+3	5.3039470E-12	-3.6649957E+0
-139.43303E+3	250.00000E+3	5.3013553E-12	-5.7065334E+0
-138.45456E+3	250.00000E+3	5.3527360E-12	5.0668902E+0
-137.47609E+3	250.00000E+3	5.3073288E-12	1.3227216E+0
-136.49762E+3	250.00000E+3	5.3665722E-12	6.5706697E+0
-135.51916E+3	250.00000E+3	5.5477940E-12	-2.0840988E+0
-134.54069E+3	250.00000E+3	5.5629121E-12	-7.8898463E+0
-133.56222E+3	250.00000E+3	5.1118714E-12	-4.3374276E+0
-132.58375E+3	250.00000E+3	5.4016570E-12	337.20660E-3
-131.60528E+3	250.00000E+3	5.5616904E-12	5.0949116E+0
-130.62680E+3	250.00000E+3	5.4072974E-12	-1.6460534E+0
-129.64833E+3	250.00000E+3	5.5018095E-12	-3.4743533E+0
-128.66985E+3	250.00000E+3	5.2747424E-12	-10.501920E+0
-127.69137E+3	250.00000E+3	5.4676233E-12	-11.385281E+0
-126.71290E+3	250.00000E+3	5.4311377E-12	-3.1476803E+0
-125.73442E+3	250.00000E+3	5.6477054E-12	-12.053306E+0
-124.75595E+3	250.00000E+3	5.2418998E-12	5.0688581E+0
-123.77747E+3	250.00000E+3	5.3868208E-12	-2.0458882E+0
-122.79899E+3	250.00000E+3	5.3486243E-12	5.1321011E+0
-121.82052E+3	250.00000E+3	5.4238693E-12	-7.9194884E+0
-120.84204E+3	250.00000E+3	5.4138447E-12	-1.1873165E+0
-119.86356E+3	250.00000E+3	5.4872526E-12	-4.6849341E+0
-118.88509E+3	250.00000E+3	5.5171002E-12	-6.7460318E+0
-117.90661E+3	250.00000E+3	5.3868273E-12	-78.642234E-3
-116.92813E+3	250.00000E+3	5.3511293E-12	-14.781042E+0
-115.94966E+3	250.00000E+3	5.5135467E-12	1.5558239E+0
