Experiment	Experiment	
Saved Date	11.11.2019 11:17:13	
User		
f_res (Hz)	420599.639	
Q	854	
Phase (deg)	201.86	
Amp/Exc (nm/mV)	0.286413	
Number of points	512	
Fit length	 	

[DATA]
OC M1 Freq. Shift (Hz)	OC M1 Center Freq. (Hz)	OC D1 Amplitude (m)	OC D1 Phase (deg)
-250.00000E+3	250.00000E+3	77.165149E-12	-12.246598E+0
-249.02153E+3	250.00000E+3	79.041045E-12	1.8403673E+0
-248.04306E+3	250.00000E+3	78.401036E-12	2.3468421E+0
-247.06459E+3	250.00000E+3	75.010179E-12	2.0978251E+0
-246.08612E+3	250.00000E+3	74.559227E-12	4.4229679E+0
-245.10766E+3	250.00000E+3	69.795218E-12	1.2561076E+0
-244.12919E+3	250.00000E+3	71.051581E-12	731.30614E-3
-243.15072E+3	250.00000E+3	68.507290E-12	-340.73392E-3
-242.17225E+3	250.00000E+3	62.922806E-12	4.2986054E+0
-241.19378E+3	250.00000E+3	59.355805E-12	3.4154592E+0
-240.21531E+3	250.00000E+3	54.844906E-12	4.0910368E+0
-239.23684E+3	250.00000E+3	49.950641E-12	3.7930155E+0
-238.25837E+3	250.00000E+3	44.796389E-12	1.8489524E+0
-237.27991E+3	250.00000E+3	39.419374E-12	5.0851169E+0
-236.30144E+3	250.00000E+3	35.596675E-12	6.0803475E+0
-235.32297E+3	250.00000E+3	32.032748E-12	4.3611965E+0
-234.34450E+3	250.00000E+3	27.198192E-12	7.4737101E+0
-233.36603E+3	250.00000E+3	24.299271E-12	9.6729479E+0
-232.38756E+3	250.00000E+3	21.675769E-12	10.204568E+0
-231.40909E+3	250.00000E+3	20.551092E-12	8.2367964E+0
-230.43062E+3	250.00000E+3	18.946332E-12	10.928396E+0
-229.45216E+3	250.00000E+3	18.928669E-12	7.8048816E+0
-228.47369E+3	250.00000E+3	18.997578E-12	9.4702168E+0
-227.49522E+3	250.00000E+3	19.161912E-12	8.9450703E+0
-226.51675E+3	250.00000E+3	20.096449E-12	6.5794668E+0
-225.53828E+3	250.00000E+3	20.447437E-12	10.789852E+0
-224.55981E+3	250.00000E+3	21.100188E-12	7.9516768E+0
-223.58134E+3	250.00000E+3	21.907209E-12	7.4638038E+0
-222.60287E+3	250.00000E+3	22.970089E-12	10.913943E+0
-221.62441E+3	250.00000E+3	24.713025E-12	9.1499720E+0
-220.64594E+3	250.00000E+3	25.740026E-12	6.7411208E+0
-219.66747E+3	250.00000E+3	27.642446E-12	5.9703956E+0
-218.68900E+3	250.00000E+3	30.423219E-12	5.8528504E+0
-217.71053E+3	250.00000E+3	31.998681E-12	3.6969957E+0
-216.73206E+3	250.00000E+3	35.167157E-12	4.4243517E+0
-215.75359E+3	250.00000E+3	38.067206E-12	5.2425227E+0
-214.77512E+3	250.00000E+3	40.586406E-12	2.0917878E+0
-213.79666E+3	250.00000E+3	43.986006E-12	3.6144974E+0
-212.81819E+3	250.00000E+3	49.152373E-12	2.3624685E+0
-211.83972E+3	250.00000E+3	50.397086E-12	2.3123288E+0
-210.86125E+3	250.00000E+3	52.303648E-12	1.2173716E+0
-209.88278E+3	250.00000E+3	54.420853E-12	2.6179726E+0
-208.90431E+3	250.00000E+3	55.485963E-12	1.9590328E+0
-207.92584E+3	250.00000E+3	56.863712E-12	2.5881982E+0
-206.94737E+3	250.00000E+3	57.480517E-12	181.33308E-3
-205.96891E+3	250.00000E+3	58.498553E-12	1.2166001E+0
-204.99044E+3	250.00000E+3	57.507131E-12	3.1044526E+0
-204.01197E+3	250.00000E+3	56.483290E-12	4.0054049E+0
-203.03350E+3	250.00000E+3	55.790719E-12	7.8126154E+0
-202.05503E+3	250.00000E+3	54.445504E-12	1.9898535E+0
-201.07656E+3	250.00000E+3	51.614012E-12	-4.9545856E+0
-200.09809E+3	250.00000E+3	49.677314E-12	875.01079E-3
-199.11962E+3	250.00000E+3	50.857613E-12	1.2714865E+0
-198.14116E+3	250.00000E+3	47.679454E-12	-2.9576492E+0
-197.16269E+3	250.00000E+3	52.508938E-12	-7.8672552E+0
-196.18422E+3	250.00000E+3	42.543798E-12	7.8088050E+0
-195.20575E+3	250.00000E+3	37.077546E-12	5.7398348E+0
-194.22728E+3	250.00000E+3	55.314645E-12	2.9985828E+0
-193.24881E+3	250.00000E+3	68.051662E-12	-9.9063921E+0
-192.27034E+3	250.00000E+3	64.185157E-12	-33.474419E+0
-191.29187E+3	250.00000E+3	67.477156E-12	-36.060116E+0
-190.31341E+3	250.00000E+3	124.30990E-12	-17.981701E+0
-189.33494E+3	250.00000E+3	85.755202E-12	17.291300E+0
-188.35647E+3	250.00000E+3	87.412896E-12	17.295143E+0
-187.37800E+3	250.00000E+3	54.037951E-12	68.988373E+0
-186.39953E+3	250.00000E+3	66.576425E-12	56.814545E+0
-185.42106E+3	250.00000E+3	88.600918E-12	62.998211E+0
-184.44259E+3	250.00000E+3	883.58454E-12	76.262444E+0
-183.46412E+3	250.00000E+3	300.59966E-12	-10.079358E+0
-182.48566E+3	250.00000E+3	58.888887E-12	-39.686516E+0
-181.50719E+3	250.00000E+3	151.53492E-12	-6.8614597E+0
-180.52872E+3	250.00000E+3	56.984095E-12	-24.657806E+0
-179.55025E+3	250.00000E+3	108.12130E-12	-5.7132034E+0
-178.57178E+3	250.00000E+3	74.365236E-12	1.8334837E+0
-177.59331E+3	250.00000E+3	37.753883E-12	9.3396273E+0
-176.61484E+3	250.00000E+3	49.833727E-12	1.6353655E+0
-175.63637E+3	250.00000E+3	60.167253E-12	749.24022E-3
-174.65791E+3	250.00000E+3	32.547100E-12	-1.9923339E+0
-173.67944E+3	250.00000E+3	42.760961E-12	945.71769E-3
-172.70097E+3	250.00000E+3	58.623779E-12	107.63632E-3
-171.72250E+3	250.00000E+3	36.377668E-12	-1.8072133E+0
-170.74403E+3	250.00000E+3	26.881941E-12	4.4745245E+0
-169.76556E+3	250.00000E+3	26.004181E-12	-6.3229961E+0
-168.78709E+3	250.00000E+3	25.891733E-12	13.776369E+0
-167.80862E+3	250.00000E+3	25.080894E-12	47.560394E+0
-166.83016E+3	250.00000E+3	24.966930E-12	52.211876E+0
-165.85169E+3	250.00000E+3	23.979657E-12	41.414345E+0
-164.87322E+3	250.00000E+3	23.916744E-12	32.971424E+0
-163.89475E+3	250.00000E+3	22.993765E-12	23.755627E+0
-162.91628E+3	250.00000E+3	24.490234E-12	31.669954E+0
-161.93781E+3	250.00000E+3	23.227569E-12	23.484575E+0
-160.95934E+3	250.00000E+3	25.456160E-12	30.832918E+0
-159.98087E+3	250.00000E+3	26.157564E-12	20.001320E+0
-159.00241E+3	250.00000E+3	24.525179E-12	-493.81337E-3
-158.02394E+3	250.00000E+3	23.634931E-12	8.7811337E+0
-157.04547E+3	250.00000E+3	25.621748E-12	-12.645501E+0
-156.06700E+3	250.00000E+3	22.426503E-12	-11.215281E+0
-155.08853E+3	250.00000E+3	21.472636E-12	7.8790245E+0
-154.11006E+3	250.00000E+3	21.932001E-12	-1.3983130E+0
-153.13159E+3	250.00000E+3	20.980996E-12	3.2694564E+0
-152.15312E+3	250.00000E+3	19.805305E-12	10.294430E+0
-151.17466E+3	250.00000E+3	19.201708E-12	8.3686733E+0
-150.19619E+3	250.00000E+3	20.746928E-12	7.8656230E+0
-149.21772E+3	250.00000E+3	18.233293E-12	6.6687007E+0
-148.23925E+3	250.00000E+3	18.164109E-12	4.5334411E+0
-147.26078E+3	250.00000E+3	17.582848E-12	-232.11190E-3
-146.28231E+3	250.00000E+3	17.633684E-12	426.29632E-3
-145.30384E+3	250.00000E+3	17.510418E-12	5.6314178E+0
-144.32537E+3	250.00000E+3	17.579211E-12	13.411701E+0
-143.34691E+3	250.00000E+3	17.436002E-12	12.631985E+0
-142.36844E+3	250.00000E+3	17.324314E-12	13.820734E+0
-141.38997E+3	250.00000E+3	17.394884E-12	10.105144E+0
-140.41150E+3	250.00000E+3	17.696409E-12	11.612923E+0
-139.43303E+3	250.00000E+3	18.014170E-12	14.401054E+0
-138.45456E+3	250.00000E+3	17.850771E-12	13.739424E+0
-137.47609E+3	250.00000E+3	17.454559E-12	8.4595537E+0
-136.49762E+3	250.00000E+3	17.978882E-12	-4.7853374E+0
-135.51916E+3	250.00000E+3	18.521665E-12	11.181304E+0
-134.54069E+3	250.00000E+3	17.547332E-12	11.621318E+0
-133.56222E+3	250.00000E+3	18.067539E-12	13.132096E+0
-132.58375E+3	250.00000E+3	17.592186E-12	9.6948328E+0
-131.60528E+3	250.00000E+3	17.609483E-12	6.1053348E+0
-130.62680E+3	250.00000E+3	17.663192E-12	18.523758E+0
-129.64833E+3	250.00000E+3	17.490150E-12	13.376701E+0
-128.66985E+3	250.00000E+3	17.214797E-12	6.0784965E+0
-127.69137E+3	250.00000E+3	17.293295E-12	13.838487E+0
-126.71290E+3	250.00000E+3	17.613589E-12	12.823286E+0
-125.73442E+3	250.00000E+3	17.486304E-12	16.897690E+0
-124.75595E+3	250.00000E+3	17.817347E-12	25.530424E+0
-123.77747E+3	250.00000E+3	17.767295E-12	14.724269E+0
-122.79899E+3	250.00000E+3	17.495340E-12	3.7355366E+0
-121.82052E+3	250.00000E+3	17.258880E-12	11.802601E+0
-120.84204E+3	250.00000E+3	17.505639E-12	12.669034E+0
-119.86356E+3	250.00000E+3	17.785799E-12	14.752894E+0
-118.88509E+3	250.00000E+3	17.677009E-12	13.386118E+0
-117.90661E+3	250.00000E+3	17.782834E-12	11.602048E+0
-116.92813E+3	250.00000E+3	17.871272E-12	8.4662600E+0
-115.94966E+3	250.00000E+3	17.778631E-12	9.8307028E+0
-114.97118E+3	250.00000E+3	17.735480E-12	12.003123E+0
-113.99270E+3	250.00000E+3	17.820339E-12	14.713510E+0
-113.01423E+3	250.00000E+3	18.235106E-12	12.216143E+0
-112.03575E+3	250.00000E+3	17.372553E-12	11.992736E+0
-111.05727E+3	250.00000E+3	17.388643E-12	12.918876E+0
-110.07880E+3	250.00000E+3	17.567937E-12	13.510798E+0
-109.10032E+3	250.00000E+3	17.503684E-12	9.6452808E+0
-108.12184E+3	250.00000E+3	17.362816E-12	902.71217E-3
-107.14337E+3	250.00000E+3	17.598662E-12	3.0131350E+0
-106.16489E+3	250.00000E+3	17.184067E-12	6.6827545E+0
-105.18641E+3	250.00000E+3	17.230885E-12	3.5194371E+0
-104.20794E+3	250.00000E+3	17.298234E-12	4.6277666E+0
-103.22946E+3	250.00000E+3	17.154830E-12	4.1277447E+0
-102.25098E+3	250.00000E+3	17.301867E-12	14.418850E+0
-101.27251E+3	250.00000E+3	16.974084E-12	3.6894596E+0
-100.29403E+3	250.00000E+3	17.455367E-12	9.6959229E+0
-99.315555E+3	250.00000E+3	17.153081E-12	8.1404762E+0
-98.337078E+3	250.00000E+3	17.099818E-12	7.7021508E+0
-97.358602E+3	250.00000E+3	17.215646E-12	-448.61889E-3
-96.380125E+3	250.00000E+3	17.298567E-12	5.2475781E+0
-95.401648E+3	250.00000E+3	17.083905E-12	9.0960255E+0
-94.423172E+3	250.00000E+3	17.342936E-12	13.275361E+0
-93.444695E+3	250.00000E+3	17.323537E-12	11.376999E+0
-92.466219E+3	250.00000E+3	16.999740E-12	3.4417560E+0
-91.487742E+3	250.00000E+3	17.239857E-12	6.8789411E+0
-90.509266E+3	250.00000E+3	17.233963E-12	-1.1238817E+0
-89.530789E+3	250.00000E+3	17.218213E-12	5.1273031E+0
-88.552312E+3	250.00000E+3	17.562106E-12	15.469608E+0
-87.573836E+3	250.00000E+3	17.848074E-12	29.533926E+0
-86.595359E+3	250.00000E+3	17.379837E-12	17.533411E+0
-85.616883E+3	250.00000E+3	17.197554E-12	16.458168E+0
-84.638406E+3	250.00000E+3	17.232932E-12	15.884311E+0
-83.659930E+3	250.00000E+3	17.313349E-12	14.290669E+0
-82.681453E+3	250.00000E+3	16.909524E-12	3.9655161E+0
-81.702977E+3	250.00000E+3	17.133212E-12	4.7959528E+0
-80.724500E+3	250.00000E+3	17.330564E-12	12.048373E+0
-79.746023E+3	250.00000E+3	17.220033E-12	10.532395E+0
-78.767547E+3	250.00000E+3	17.175412E-12	11.356034E+0
-77.789070E+3	250.00000E+3	17.471535E-12	16.458200E+0
-76.810594E+3	250.00000E+3	17.668296E-12	16.368357E+0
-75.832117E+3	250.00000E+3	17.410665E-12	16.389112E+0
-74.853641E+3	250.00000E+3	17.268638E-12	12.140151E+0
-73.875164E+3	250.00000E+3	17.311040E-12	17.360558E+0
-72.896687E+3	250.00000E+3	17.137200E-12	18.186583E+0
-71.918211E+3	250.00000E+3	17.644006E-12	20.347572E+0
-70.939734E+3	250.00000E+3	16.915379E-12	11.395281E+0
-69.961258E+3	250.00000E+3	17.247266E-12	15.784133E+0
-68.982781E+3	250.00000E+3	17.294142E-12	13.615481E+0
-68.004305E+3	250.00000E+3	17.003138E-12	8.1439943E+0
-67.025828E+3	250.00000E+3	17.265514E-12	15.559711E+0
-66.047352E+3	250.00000E+3	17.267203E-12	17.774715E+0
-65.068879E+3	250.00000E+3	17.598993E-12	27.994242E+0
-64.090406E+3	250.00000E+3	17.594233E-12	21.533321E+0
-63.111934E+3	250.00000E+3	17.414585E-12	22.924696E+0
-62.133461E+3	250.00000E+3	17.499356E-12	14.501702E+0
-61.154988E+3	250.00000E+3	17.995055E-12	25.106964E+0
-60.176516E+3	250.00000E+3	18.103460E-12	-10.719830E+0
-59.198043E+3	250.00000E+3	17.367427E-12	-13.063912E+0
-58.219570E+3	250.00000E+3	17.197509E-12	10.811675E+0
-57.241098E+3	250.00000E+3	17.364568E-12	3.5394897E+0
-56.262625E+3	250.00000E+3	17.128753E-12	-94.975196E-3
-55.284152E+3	250.00000E+3	16.875975E-12	4.0100050E+0
-54.305680E+3	250.00000E+3	17.026609E-12	-461.76496E-3
-53.327207E+3	250.00000E+3	16.860315E-12	4.8944697E+0
-52.348734E+3	250.00000E+3	17.165561E-12	9.3526640E+0
