Experiment	Experiment	
Saved Date	23.03.2020 15:11:50	
User		
f_res (Hz)	398003.558	
Q	11983	
Phase (deg)	-78.45	
Amp/Exc (nm/mV)	0.009001	
Number of points	512	
Fit length	 	

[DATA]
OC M1 Freq. Shift (Hz)	OC M1 Center Freq. (Hz)	OC D1 Amplitude (m)	OC D1 Phase (deg)
-500.00000E+3	250.00000E+3	5.5206495E-12	12.086427E+0
-498.04306E+3	250.00000E+3	4.6799539E-12	11.117322E+0
-496.08612E+3	250.00000E+3	5.5032125E-12	-9.9381695E+0
-494.12919E+3	250.00000E+3	5.3788497E-12	-2.7088594E+0
-492.17225E+3	250.00000E+3	5.4171468E-12	-8.9421473E+0
-490.21531E+3	250.00000E+3	5.5750968E-12	-5.7675943E+0
-488.25837E+3	250.00000E+3	5.2919496E-12	-8.1406279E+0
-486.30144E+3	250.00000E+3	5.1770606E-12	-6.2996235E+0
-484.34450E+3	250.00000E+3	5.6626492E-12	9.4253044E+0
-482.38756E+3	250.00000E+3	5.6402838E-12	5.6413970E+0
-480.43062E+3	250.00000E+3	5.7049660E-12	19.110256E+0
-478.47369E+3	250.00000E+3	5.5582136E-12	6.1788511E+0
-476.51675E+3	250.00000E+3	5.5672728E-12	17.094652E+0
-474.55981E+3	250.00000E+3	5.4828750E-12	18.768238E+0
-472.60287E+3	250.00000E+3	5.3775625E-12	11.993234E+0
-470.64594E+3	250.00000E+3	5.3518912E-12	1.1305646E+0
-468.68900E+3	250.00000E+3	5.0856971E-12	-4.9695435E+0
-466.73206E+3	250.00000E+3	5.5208299E-12	713.41509E-3
-464.77512E+3	250.00000E+3	5.1527354E-12	7.6477261E+0
-462.81819E+3	250.00000E+3	5.1059482E-12	14.557549E+0
-460.86125E+3	250.00000E+3	5.4379101E-12	10.462123E+0
-458.90431E+3	250.00000E+3	5.1394843E-12	7.2831798E+0
-456.94737E+3	250.00000E+3	5.1532810E-12	5.7021508E+0
-454.99044E+3	250.00000E+3	5.5447331E-12	-12.173343E+0
-453.03350E+3	250.00000E+3	5.3446479E-12	4.5396638E+0
-451.07656E+3	250.00000E+3	5.0539208E-12	-4.8903646E+0
-449.11962E+3	250.00000E+3	4.9537141E-12	7.0738440E+0
-447.16269E+3	250.00000E+3	5.2828189E-12	-4.6067710E+0
-445.20575E+3	250.00000E+3	5.2426904E-12	-6.4247675E+0
-443.24881E+3	250.00000E+3	5.2885196E-12	9.0132780E+0
-441.29187E+3	250.00000E+3	5.3323929E-12	-5.2851777E+0
-439.33494E+3	250.00000E+3	5.1301654E-12	-13.746356E+0
-437.37800E+3	250.00000E+3	5.4432097E-12	15.652976E+0
-435.42106E+3	250.00000E+3	5.6681829E-12	-4.6271510E+0
-433.46412E+3	250.00000E+3	5.2149049E-12	16.311876E+0
-431.50719E+3	250.00000E+3	5.5391173E-12	2.7172272E+0
-429.55025E+3	250.00000E+3	5.1543071E-12	10.162628E+0
-427.59331E+3	250.00000E+3	5.3370576E-12	10.400316E+0
-425.63637E+3	250.00000E+3	5.3357180E-12	6.1304302E+0
-423.67944E+3	250.00000E+3	5.1632526E-12	8.7884951E+0
-421.72250E+3	250.00000E+3	5.0288055E-12	-3.3319645E+0
-419.76556E+3	250.00000E+3	5.2668451E-12	-3.1836810E+0
-417.80862E+3	250.00000E+3	5.3424444E-12	-2.4272001E+0
-415.85169E+3	250.00000E+3	5.3729482E-12	5.6928782E+0
-413.89475E+3	250.00000E+3	5.2147726E-12	10.023479E+0
-411.93781E+3	250.00000E+3	5.2910181E-12	16.629488E+0
-409.98087E+3	250.00000E+3	5.2994310E-12	-17.601694E+0
-408.02394E+3	250.00000E+3	5.1914163E-12	-1.6943927E+0
-406.06700E+3	250.00000E+3	5.3735575E-12	4.8338614E+0
-404.11006E+3	250.00000E+3	5.3815112E-12	4.3842316E+0
-402.15312E+3	250.00000E+3	5.3202586E-12	3.4703174E+0
-400.19619E+3	250.00000E+3	5.0663267E-12	1.9096476E+0
-398.23925E+3	250.00000E+3	5.1137146E-12	-2.1214354E+0
-396.28231E+3	250.00000E+3	5.1179655E-12	105.99878E-3
-394.32537E+3	250.00000E+3	5.5678873E-12	1.7765460E+0
-392.36844E+3	250.00000E+3	5.3322958E-12	-2.0866251E+0
-390.41150E+3	250.00000E+3	5.2397509E-12	-37.454400E-3
-388.45456E+3	250.00000E+3	5.2545746E-12	656.88676E-3
-386.49762E+3	250.00000E+3	5.2780944E-12	8.7465506E+0
-384.54069E+3	250.00000E+3	5.2550911E-12	5.2554588E+0
-382.58375E+3	250.00000E+3	5.5206794E-12	17.082588E+0
-380.62681E+3	250.00000E+3	5.4077107E-12	61.361577E-3
-378.66987E+3	250.00000E+3	5.3016567E-12	3.0608728E+0
-376.71294E+3	250.00000E+3	5.5024071E-12	1.7463999E+0
-374.75600E+3	250.00000E+3	5.5779253E-12	-1.4105935E+0
-372.79906E+3	250.00000E+3	5.3342339E-12	5.9100266E+0
-370.84212E+3	250.00000E+3	5.4240137E-12	864.98344E-3
-368.88519E+3	250.00000E+3	5.3609339E-12	6.6374831E+0
-366.92825E+3	250.00000E+3	5.3853744E-12	-4.9184346E+0
-364.97131E+3	250.00000E+3	5.3142130E-12	-2.8102858E+0
-363.01437E+3	250.00000E+3	5.2224006E-12	-2.5415699E+0
-361.05744E+3	250.00000E+3	5.3593944E-12	244.16587E-3
-359.10050E+3	250.00000E+3	5.5991349E-12	-7.6147499E+0
-357.14356E+3	250.00000E+3	5.2116124E-12	220.52607E-3
-355.18662E+3	250.00000E+3	5.5684251E-12	-4.2096791E+0
-353.22969E+3	250.00000E+3	5.4878576E-12	603.97750E-3
-351.27275E+3	250.00000E+3	5.6092002E-12	622.64496E-3
-349.31581E+3	250.00000E+3	5.7226827E-12	3.3444657E+0
-347.35887E+3	250.00000E+3	6.2471057E-12	7.9611306E+0
-345.40194E+3	250.00000E+3	6.7732564E-12	1.2774775E+0
