Experiment	Experiment	
Saved Date	24.09.2019 13:44:35	
User		
f_res (Hz)	383206.664	
Q	14938	
Phase (deg)	-217.36	
Amp/Exc (nm/mV)	7.246	
Number of points	256	
Fit length	 	
Comment01	2nd resonance - dumped and standing free	

[DATA]
OC M1 Freq. Shift (Hz)	OC M1 Center Freq. (Hz)	OC D1 Amplitude (m)	OC D1 Phase (deg)
-153.00000E+0	383.20691E+3	3.7165722E-9	93.110939E+0
-151.80000E+0	383.20691E+3	3.7221408E-9	93.091606E+0
-150.60001E+0	383.20691E+3	3.7644736E-9	93.131958E+0
-149.40001E+0	383.20691E+3	3.7976515E-9	93.003860E+0
-148.20001E+0	383.20691E+3	3.8270840E-9	93.070892E+0
-147.00002E+0	383.20691E+3	3.8627634E-9	92.982460E+0
-145.80002E+0	383.20691E+3	3.8951016E-9	92.982430E+0
-144.60002E+0	383.20691E+3	3.9314885E-9	93.022789E+0
-143.40002E+0	383.20691E+3	3.9623647E-9	93.034744E+0
-142.20003E+0	383.20691E+3	3.9901504E-9	92.906868E+0
-141.00003E+0	383.20691E+3	4.0329948E-9	92.845169E+0
-139.80003E+0	383.20691E+3	4.0729340E-9	92.874855E+0
-138.60004E+0	383.20691E+3	4.1047286E-9	92.898308E+0
-137.40004E+0	383.20691E+3	4.1407944E-9	92.848015E+0
-136.20004E+0	383.20691E+3	4.1779016E-9	92.798759E+0
-135.00005E+0	383.20691E+3	4.2145478E-9	92.741127E+0
-133.80005E+0	383.20691E+3	4.2535300E-9	92.775330E+0
-132.60005E+0	383.20691E+3	4.2953863E-9	92.653175E+0
-131.40005E+0	383.20691E+3	4.3393369E-9	92.614159E+0
-130.20006E+0	383.20691E+3	4.3733710E-9	92.592430E+0
-129.00006E+0	383.20691E+3	4.4223087E-9	92.484741E+0
-127.80006E+0	383.20691E+3	4.4651212E-9	92.503456E+0
-126.60007E+0	383.20691E+3	4.5045288E-9	92.514809E+0
-125.40007E+0	383.20691E+3	4.5470783E-9	92.421967E+0
-124.20007E+0	383.20691E+3	4.5509925E-9	92.430222E+0
-123.00008E+0	383.20691E+3	4.6472972E-9	92.276978E+0
-121.80008E+0	383.20691E+3	4.6888160E-9	92.314743E+0
-120.60008E+0	383.20691E+3	4.7397601E-9	92.194916E+0
-119.40009E+0	383.20691E+3	4.7795847E-9	92.147926E+0
-118.20009E+0	383.20691E+3	4.8378541E-9	92.072998E+0
-117.00009E+0	383.20691E+3	4.8918611E-9	92.091927E+0
-115.80009E+0	383.20691E+3	4.9429065E-9	92.040260E+0
-114.60010E+0	383.20691E+3	4.9955737E-9	91.952888E+0
-113.40010E+0	383.20691E+3	5.0439506E-9	91.821167E+0
-112.20010E+0	383.20691E+3	5.1043347E-9	91.894508E+0
-111.00011E+0	383.20691E+3	5.1603211E-9	91.799820E+0
-109.80011E+0	383.20691E+3	5.2187650E-9	91.716270E+0
-108.60011E+0	383.20691E+3	5.2791034E-9	91.616158E+0
-107.40012E+0	383.20691E+3	5.3270233E-9	91.523468E+0
-106.20012E+0	383.20691E+3	5.4018283E-9	91.443924E+0
-105.00012E+0	383.20691E+3	5.4679528E-9	91.388557E+0
-103.80013E+0	383.20691E+3	5.5309344E-9	91.316818E+0
-102.60013E+0	383.20691E+3	5.5756617E-9	91.189278E+0
-101.40013E+0	383.20691E+3	5.6647140E-9	91.156288E+0
-100.20013E+0	383.20691E+3	5.7342393E-9	91.031395E+0
-99.000137E+0	383.20691E+3	5.8060072E-9	90.967316E+0
-97.800140E+0	383.20691E+3	5.8828937E-9	90.937027E+0
-96.600143E+0	383.20691E+3	5.9486935E-9	90.707771E+0
-95.400146E+0	383.20691E+3	6.0358545E-9	90.663094E+0
-94.200150E+0	383.20691E+3	6.1051555E-9	90.636452E+0
-93.000153E+0	383.20691E+3	6.1042811E-9	90.588409E+0
-91.800156E+0	383.20691E+3	6.2684458E-9	90.445641E+0
-90.600159E+0	383.20691E+3	6.3670327E-9	90.271080E+0
-89.400162E+0	383.20691E+3	6.4358709E-9	90.219582E+0
-88.200165E+0	383.20691E+3	6.5405850E-9	90.084015E+0
-87.000168E+0	383.20691E+3	6.6163679E-9	89.974655E+0
-85.800171E+0	383.20691E+3	6.7292660E-9	89.800880E+0
-84.600174E+0	383.20691E+3	6.8308794E-9	89.743492E+0
-83.400177E+0	383.20691E+3	6.8902182E-9	89.585815E+0
-82.200180E+0	383.20691E+3	7.0195250E-9	89.513084E+0
-81.000183E+0	383.20691E+3	7.1298238E-9	89.251099E+0
-79.800186E+0	383.20691E+3	7.2424937E-9	89.232780E+0
-78.600189E+0	383.20691E+3	7.3630422E-9	89.123306E+0
-77.400192E+0	383.20691E+3	7.4694739E-9	88.829025E+0
-76.200195E+0	383.20691E+3	7.5710949E-9	88.601547E+0
-75.000198E+0	383.20691E+3	7.7165865E-9	88.499214E+0
-73.800201E+0	383.20691E+3	7.8229432E-9	88.500992E+0
-72.600204E+0	383.20691E+3	7.9468530E-9	88.194984E+0
-71.400208E+0	383.20691E+3	8.1085174E-9	88.082222E+0
-70.200211E+0	383.20691E+3	8.2375395E-9	87.838203E+0
-69.000214E+0	383.20691E+3	8.3774951E-9	87.743858E+0
-67.800217E+0	383.20691E+3	8.5553200E-9	87.453796E+0
-66.600220E+0	383.20691E+3	8.7111802E-9	87.259422E+0
-65.400223E+0	383.20691E+3	8.8446219E-9	86.953773E+0
-64.200226E+0	383.20691E+3	9.0353796E-9	86.797012E+0
-63.000225E+0	383.20691E+3	9.1555732E-9	86.612053E+0
-61.800224E+0	383.20691E+3	9.3808241E-9	86.526260E+0
-60.600224E+0	383.20691E+3	9.4778176E-9	86.143188E+0
-59.400223E+0	383.20691E+3	9.7469686E-9	85.976028E+0
-58.200222E+0	383.20691E+3	9.9679900E-9	85.651077E+0
-57.000221E+0	383.20691E+3	10.156107E-9	85.448593E+0
-55.800220E+0	383.20691E+3	10.392111E-9	84.982094E+0
-54.600220E+0	383.20691E+3	10.580163E-9	84.857162E+0
-53.400219E+0	383.20691E+3	10.855375E-9	84.542267E+0
-52.200218E+0	383.20691E+3	11.077717E-9	84.061432E+0
-51.000217E+0	383.20691E+3	11.350693E-9	83.867882E+0
-49.800217E+0	383.20691E+3	11.613114E-9	83.357895E+0
-48.600216E+0	383.20691E+3	11.880719E-9	83.156822E+0
-47.400215E+0	383.20691E+3	12.119441E-9	82.626587E+0
-46.200214E+0	383.20691E+3	12.496725E-9	82.424255E+0
-45.000214E+0	383.20691E+3	12.807437E-9	81.633232E+0
-43.800213E+0	383.20691E+3	13.041412E-9	81.277023E+0
-42.600212E+0	383.20691E+3	13.381942E-9	80.659210E+0
-41.400211E+0	383.20691E+3	13.902674E-9	80.524994E+0
-40.200211E+0	383.20691E+3	14.252810E-9	79.601204E+0
-39.000210E+0	383.20691E+3	14.728013E-9	79.460587E+0
-37.800209E+0	383.20691E+3	15.135464E-9	78.426399E+0
-36.600208E+0	383.20691E+3	15.620463E-9	78.190041E+0
-35.400208E+0	383.20691E+3	16.044842E-9	77.182983E+0
-34.200207E+0	383.20691E+3	16.501200E-9	76.413322E+0
-33.000206E+0	383.20691E+3	17.100923E-9	75.599091E+0
-31.800205E+0	383.20691E+3	17.426443E-9	75.103706E+0
-30.600204E+0	383.20691E+3	17.889796E-9	74.344688E+0
-29.400204E+0	383.20691E+3	19.101181E-9	73.522736E+0
-28.200203E+0	383.20691E+3	19.703165E-9	72.227470E+0
-27.000202E+0	383.20691E+3	20.484915E-9	71.093300E+0
-25.800201E+0	383.20691E+3	21.254941E-9	69.953522E+0
-24.600201E+0	383.20691E+3	22.181904E-9	69.089874E+0
-23.400200E+0	383.20691E+3	22.957535E-9	67.332840E+0
-22.200199E+0	383.20691E+3	24.069131E-9	66.242012E+0
-21.000198E+0	383.20691E+3	24.530401E-9	64.635902E+0
-19.800198E+0	383.20691E+3	26.163427E-9	63.026516E+0
-18.600197E+0	383.20691E+3	27.075542E-9	60.923840E+0
-17.400196E+0	383.20691E+3	28.547030E-9	59.149227E+0
-16.200195E+0	383.20691E+3	29.449360E-9	56.977077E+0
-15.000196E+0	383.20691E+3	31.301827E-9	54.585571E+0
-13.800196E+0	383.20691E+3	32.207470E-9	52.332054E+0
-12.600196E+0	383.20691E+3	34.268144E-9	49.201439E+0
-11.400196E+0	383.20691E+3	35.037154E-9	47.440052E+0
-10.200196E+0	383.20691E+3	37.564547E-9	42.750534E+0
-9.0001965E+0	383.20691E+3	38.647862E-9	39.961113E+0
-7.8001966E+0	383.20691E+3	40.754827E-9	35.284485E+0
-6.6001968E+0	383.20691E+3	41.881457E-9	32.025913E+0
-5.4001970E+0	383.20691E+3	43.709473E-9	26.553308E+0
-4.2001972E+0	383.20691E+3	44.431729E-9	24.662338E+0
-3.0001972E+0	383.20691E+3	46.000256E-9	16.689999E+0
-1.8001971E+0	383.20691E+3	46.648928E-9	12.230309E+0
-600.19708E-3	383.20691E+3	47.093238E-9	5.9221616E+0
599.80297E-3	383.20691E+3	47.097977E-9	1.5808704E+0
1.7998030E+0	383.20691E+3	46.579210E-9	-4.8288727E+0
2.9998031E+0	383.20691E+3	45.902276E-9	-9.5515232E+0
4.1998034E+0	383.20691E+3	44.533305E-9	-15.412114E+0
5.3998032E+0	383.20691E+3	43.345199E-9	-19.593845E+0
