Experiment	Experiment	
Saved Date	30.01.2019 12:41:54	
User		
f_res (Hz)	384602.785	
Q	1558	
Phase (deg)	-443.83	
Amp/Exc (nm/mV)	4932.417	
Number of points	256	
Fit length	 	

[DATA]
OC M1 Freq. Shift (Hz)	OC M1 Center Freq. (Hz)	OC D1 Amplitude (m)	OC D1 Phase (deg)
-250.00000E+3	250.00000E+3	875.39066E-6	136.99971E+0
-248.03922E+3	250.00000E+3	356.22285E-6	-6.2177620E+0
-246.07844E+3	250.00000E+3	157.47646E-6	-12.082683E+0
-244.11766E+3	250.00000E+3	94.125127E-6	-25.369728E+0
-242.15687E+3	250.00000E+3	66.458342E-6	-28.267742E+0
-240.19609E+3	250.00000E+3	56.802593E-6	-38.112225E+0
-238.23531E+3	250.00000E+3	47.893871E-6	-50.072205E+0
-236.27453E+3	250.00000E+3	39.778810E-6	-46.336189E+0
-234.31375E+3	250.00000E+3	38.968279E-6	-47.238472E+0
-232.35297E+3	250.00000E+3	33.620883E-6	-60.352585E+0
-230.39219E+3	250.00000E+3	33.223208E-6	-64.033638E+0
-228.43141E+3	250.00000E+3	30.279158E-6	-60.810410E+0
-226.47062E+3	250.00000E+3	30.467569E-6	-62.518150E+0
-224.50984E+3	250.00000E+3	28.713408E-6	-59.586014E+0
-222.54906E+3	250.00000E+3	28.727722E-6	-68.813240E+0
-220.58828E+3	250.00000E+3	30.534691E-6	-64.771828E+0
-218.62750E+3	250.00000E+3	28.987883E-6	-70.762352E+0
-216.66672E+3	250.00000E+3	30.237417E-6	-71.778801E+0
-214.70594E+3	250.00000E+3	28.035362E-6	-62.539856E+0
-212.74516E+3	250.00000E+3	29.858333E-6	-69.335732E+0
-210.78437E+3	250.00000E+3	28.713048E-6	-64.876099E+0
-208.82359E+3	250.00000E+3	28.692037E-6	-73.842064E+0
-206.86281E+3	250.00000E+3	28.333394E-6	-66.026321E+0
-204.90203E+3	250.00000E+3	29.244115E-6	-67.286171E+0
-202.94125E+3	250.00000E+3	29.115634E-6	-74.253281E+0
-200.98047E+3	250.00000E+3	35.116514E-6	-75.756798E+0
-199.01969E+3	250.00000E+3	70.596019E-6	47.785900E+0
-197.05891E+3	250.00000E+3	60.928265E-6	-53.570667E+0
-195.09812E+3	250.00000E+3	105.47046E-6	-138.57379E+0
-193.13734E+3	250.00000E+3	109.25589E-6	62.770443E+0
-191.17656E+3	250.00000E+3	174.64318E-6	137.97546E+0
-189.21578E+3	250.00000E+3	178.29720E-6	113.33123E+0
-187.25500E+3	250.00000E+3	42.483254E-6	-71.764214E+0
-185.29422E+3	250.00000E+3	23.653640E-6	-57.203224E+0
-183.33344E+3	250.00000E+3	26.205056E-6	-53.830196E+0
-181.37266E+3	250.00000E+3	28.855224E-6	-64.178062E+0
-179.41187E+3	250.00000E+3	28.693008E-6	-63.855934E+0
-177.45109E+3	250.00000E+3	26.413987E-6	-56.604801E+0
-175.49031E+3	250.00000E+3	30.282547E-6	-69.871094E+0
-173.52953E+3	250.00000E+3	33.588614E-6	-65.549942E+0
-171.56875E+3	250.00000E+3	30.440980E-6	-83.587006E+0
-169.60797E+3	250.00000E+3	34.393233E-6	-79.738495E+0
-167.64719E+3	250.00000E+3	31.840988E-6	-93.565575E+0
-165.68641E+3	250.00000E+3	29.837647E-6	-94.485023E+0
-163.72562E+3	250.00000E+3	31.383788E-6	-105.69657E+0
-161.76484E+3	250.00000E+3	18.941229E-6	-8.7941828E+0
-159.80406E+3	250.00000E+3	21.485755E-6	-25.034559E+0
-157.84328E+3	250.00000E+3	28.600516E-6	-54.063457E+0
-155.88250E+3	250.00000E+3	23.723660E-6	-47.877602E+0
-153.92172E+3	250.00000E+3	25.494552E-6	-22.481632E+0
-151.96094E+3	250.00000E+3	36.159636E-6	-54.977894E+0
-150.00016E+3	250.00000E+3	43.106418E-6	-49.300442E+0
-148.03937E+3	250.00000E+3	37.861944E-6	-77.841324E+0
-146.07859E+3	250.00000E+3	30.556814E-6	-91.433617E+0
-144.11781E+3	250.00000E+3	29.031155E-6	-93.161491E+0
-142.15703E+3	250.00000E+3	27.830218E-6	-71.168427E+0
-140.19625E+3	250.00000E+3	26.172405E-6	-61.971489E+0
-138.23547E+3	250.00000E+3	27.244416E-6	-62.810184E+0
-136.27469E+3	250.00000E+3	27.094620E-6	-63.348686E+0
-134.31391E+3	250.00000E+3	27.292726E-6	-63.124504E+0
-132.35312E+3	250.00000E+3	27.809469E-6	-60.692867E+0
-130.39234E+3	250.00000E+3	28.273496E-6	-63.574966E+0
-128.43156E+3	250.00000E+3	26.761953E-6	-70.749557E+0
-126.47078E+3	250.00000E+3	27.140903E-6	-66.565018E+0
-124.51000E+3	250.00000E+3	24.566118E-6	-70.730484E+0
-122.54922E+3	250.00000E+3	22.162110E-6	-53.050125E+0
-120.58844E+3	250.00000E+3	25.399335E-6	-62.759869E+0
-118.62766E+3	250.00000E+3	28.772156E-6	-56.217751E+0
-116.66687E+3	250.00000E+3	30.133071E-6	-66.282784E+0
-114.70609E+3	250.00000E+3	27.849293E-6	-33.122292E+0
-112.74531E+3	250.00000E+3	32.900847E-6	-58.561035E+0
-110.78453E+3	250.00000E+3	31.665626E-6	-62.749985E+0
-108.82375E+3	250.00000E+3	31.526426E-6	-63.614418E+0
-106.86297E+3	250.00000E+3	30.718522E-6	-71.552139E+0
-104.90219E+3	250.00000E+3	31.800479E-6	-75.663002E+0
-102.94141E+3	250.00000E+3	29.894238E-6	-84.891266E+0
-100.98062E+3	250.00000E+3	25.801315E-6	-59.943375E+0
-99.019844E+3	250.00000E+3	26.775870E-6	-66.178238E+0
