Experiment	bias spectroscopy	
Saved Date	07.11.2019 10:17:17	
User		
Date		
X (m)	4.74282E-6	
Y (m)	-1.38073E-6	
Z (m)	-10.7538E-9	
Z offset (m)	0E+0	
Settling time (s)	200E-6	
Integration time (s)	100E-6	
Z-Ctrl hold	TRUE	
Final Z (m)	N/A	
Start time	07.11.2019 10:16:48	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Bias calc (V)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	OC D1 Amplitude [bwd] (m)	OC M1 Freq. Shift [bwd] (Hz)
-90.196013E-3	105.04173E-9	-33.082741E+0	107.04100E-9	-34.096024E+0
-82.352877E-3	105.08409E-9	-33.714314E+0	107.04004E-9	-33.581741E+0
-74.509740E-3	105.09360E-9	-33.262474E+0	107.03404E-9	-33.060608E+0
-66.666603E-3	105.14434E-9	-31.424067E+0	107.03442E-9	-33.998779E+0
-58.823466E-3	105.16182E-9	-34.591370E+0	107.02371E-9	-32.048141E+0
-50.980330E-3	105.21006E-9	-32.056618E+0	107.00514E-9	-34.200039E+0
-43.137193E-3	105.21820E-9	-33.549080E+0	107.01477E-9	-33.294037E+0
-35.294056E-3	105.26725E-9	-31.273357E+0	107.00921E-9	-33.966732E+0
-27.450919E-3	105.29017E-9	-34.807827E+0	107.01018E-9	-31.488148E+0
-19.607782E-3	105.31852E-9	-31.304792E+0	106.99883E-9	-34.074440E+0
-11.764646E-3	105.35173E-9	-32.906914E+0	107.03006E-9	-33.879749E+0
-3.9215088E-3	105.37283E-9	-31.817644E+0	107.01407E-9	-33.009247E+0
3.9216280E-3	105.42084E-9	-33.085098E+0	107.02988E-9	-31.849390E+0
11.764765E-3	105.42345E-9	-31.446270E+0	107.01277E-9	-32.826935E+0
19.607902E-3	105.46806E-9	-31.900723E+0	107.02441E-9	-33.972363E+0
27.451038E-3	105.47532E-9	-33.442547E+0	107.01411E-9	-31.426264E+0
35.294175E-3	105.52579E-9	-30.727900E+0	107.01783E-9	-32.910172E+0
43.137312E-3	105.53565E-9	-32.794506E+0	107.00617E-9	-31.766674E+0
50.980449E-3	105.55503E-9	-31.095684E+0	107.00918E-9	-34.177685E+0
58.823586E-3	105.57108E-9	-33.909176E+0	107.03447E-9	-31.326860E+0
66.666722E-3	105.61634E-9	-29.980782E+0	107.01969E-9	-33.251064E+0
74.509859E-3	105.63512E-9	-32.598564E+0	107.02724E-9	-31.429718E+0
82.352996E-3	105.64557E-9	-31.210041E+0	107.01520E-9	-31.662125E+0
90.196133E-3	105.67894E-9	-32.681858E+0	107.03128E-9	-31.814764E+0
98.039269E-3	105.69436E-9	-30.143942E+0	107.00913E-9	-32.018814E+0
105.88241E-3	105.73213E-9	-31.393665E+0	107.01180E-9	-32.244202E+0
113.72554E-3	105.73845E-9	-31.863438E+0	107.00249E-9	-30.259586E+0
121.56868E-3	105.77948E-9	-30.469986E+0	107.01753E-9	-32.920059E+0
129.41182E-3	105.78888E-9	-31.682339E+0	107.01108E-9	-31.888159E+0
137.25495E-3	105.83249E-9	-30.518616E+0	107.01853E-9	-33.291695E+0
145.09809E-3	105.82848E-9	-33.026142E+0	107.04909E-9	-30.002018E+0
152.94123E-3	105.86179E-9	-28.898342E+0	107.05077E-9	-33.507313E+0
160.78436E-3	105.88393E-9	-32.774845E+0	107.07388E-9	-31.213371E+0
168.62750E-3	105.90252E-9	-30.528755E+0	107.04520E-9	-31.630236E+0
176.47064E-3	105.91695E-9	-32.036289E+0	107.07373E-9	-30.671522E+0
184.31377E-3	105.92837E-9	-29.171713E+0	107.06114E-9	-31.392550E+0
192.15691E-3	105.96126E-9	-32.083107E+0	107.07879E-9	-31.389017E+0
200.00005E-3	105.94569E-9	-31.559170E+0	107.05578E-9	-30.317781E+0
207.84318E-3	105.98136E-9	-30.080647E+0	107.06699E-9	-31.981089E+0
215.68632E-3	105.97202E-9	-30.939735E+0	107.05821E-9	-29.766815E+0
223.52946E-3	106.02544E-9	-30.308500E+0	107.04706E-9	-31.043436E+0
231.37259E-3	106.02269E-9	-32.153839E+0	107.03501E-9	-29.860958E+0
239.21573E-3	106.03839E-9	-28.863241E+0	107.02554E-9	-32.898746E+0
247.05887E-3	106.05435E-9	-32.115780E+0	107.04064E-9	-29.947563E+0
254.90201E-3	106.08603E-9	-29.430393E+0	107.02389E-9	-30.597960E+0
262.74514E-3	106.09975E-9	-31.567253E+0	107.03117E-9	-30.366856E+0
270.58828E-3	106.10516E-9	-28.875032E+0	107.01324E-9	-32.099419E+0
278.43142E-3	106.13502E-9	-32.042118E+0	107.03237E-9	-30.023464E+0
286.27455E-3	106.14211E-9	-29.371265E+0	107.01055E-9	-29.382366E+0
294.11769E-3	106.17165E-9	-29.797741E+0	107.01674E-9	-31.601254E+0
301.96083E-3	106.15329E-9	-30.747635E+0	107.01246E-9	-30.228544E+0
309.80396E-3	106.19364E-9	-30.345852E+0	107.03083E-9	-31.380413E+0
317.64710E-3	106.20049E-9	-30.469826E+0	107.02222E-9	-28.880289E+0
325.49024E-3	106.23883E-9	-28.524355E+0	107.00673E-9	-31.569120E+0
333.33337E-3	106.22111E-9	-32.611217E+0	107.01547E-9	-28.997301E+0
341.17651E-3	106.25129E-9	-29.571678E+0	107.00218E-9	-31.329611E+0
349.01965E-3	106.25337E-9	-31.184855E+0	107.01663E-9	-29.766987E+0
356.86278E-3	106.26734E-9	-28.756239E+0	106.98349E-9	-30.594692E+0
364.70592E-3	106.27456E-9	-32.592796E+0	107.00087E-9	-29.280216E+0
372.54906E-3	106.26321E-9	-29.083780E+0	106.98469E-9	-30.055908E+0
380.39219E-3	106.29674E-9	-30.194195E+0	106.98808E-9	-31.270836E+0
388.23533E-3	106.28732E-9	-29.706413E+0	106.95970E-9	-29.662830E+0
396.07847E-3	106.31005E-9	-30.125504E+0	106.98017E-9	-30.179050E+0
403.92160E-3	106.30748E-9	-29.865623E+0	106.97644E-9	-29.436279E+0
411.76474E-3	106.34766E-9	-28.564186E+0	106.96223E-9	-31.792583E+0
419.60788E-3	106.34706E-9	-31.686050E+0	106.94843E-9	-28.714733E+0
427.45101E-3	106.37276E-9	-28.565123E+0	106.94423E-9	-30.871428E+0
435.29415E-3	106.35978E-9	-30.817066E+0	106.96166E-9	-29.301809E+0
443.13729E-3	106.39098E-9	-28.826214E+0	106.93901E-9	-31.536081E+0
450.98042E-3	106.39470E-9	-32.463558E+0	106.95459E-9	-29.216528E+0
458.82356E-3	106.38603E-9	-28.435154E+0	106.93361E-9	-30.306314E+0
466.66670E-3	106.41109E-9	-30.257191E+0	106.96081E-9	-30.266699E+0
474.50984E-3	106.40794E-9	-29.636555E+0	106.93141E-9	-29.007578E+0
482.35297E-3	106.43690E-9	-31.070547E+0	106.93487E-9	-30.611528E+0
490.19611E-3	106.40027E-9	-29.401226E+0	106.93062E-9	-30.010923E+0
498.03925E-3	106.42889E-9	-29.124693E+0	106.93643E-9	-31.099131E+0
505.88250E-3	106.41712E-9	-31.176723E+0	106.92825E-9	-27.880819E+0
513.72564E-3	106.44814E-9	-28.636292E+0	106.90982E-9	-31.295200E+0
521.56878E-3	106.44256E-9	-31.067835E+0	106.92666E-9	-30.052029E+0
529.41191E-3	106.47321E-9	-28.451967E+0	106.91249E-9	-30.783567E+0
537.25505E-3	106.48135E-9	-31.497477E+0	106.91824E-9	-28.094856E+0
545.09819E-3	106.50169E-9	-27.820978E+0	106.88879E-9	-31.018078E+0
552.94132E-3	106.50661E-9	-31.261837E+0	106.91337E-9	-30.366022E+0
560.78446E-3	106.51565E-9	-29.473291E+0	106.88431E-9	-29.532532E+0
568.62760E-3	106.54301E-9	-30.444132E+0	106.88828E-9	-30.026625E+0
576.47073E-3	106.53496E-9	-28.765047E+0	106.86050E-9	-29.370054E+0
584.31387E-3	106.55926E-9	-30.036289E+0	106.86399E-9	-31.188826E+0
